surname,speaker,previous_surname,previous_speaker
"wyden","Senator Wyden","conrad","Senator Conrad","    Mr. Chairman, just a clarification. These \nare 10-minute rounds?\n    Chairman Nickles. I have asked people to try and limit it \nto 5 or 6 minutes, 7 minutes, but I have not been strict in \nenforcement."
"wyden","Senator Wyden","wyden","Senator Wyden","    OK. Mr. Secretary, Senator Snowe and I have \nintroduced the first bipartisan effort to try to address some \nof the concerns in the prescription drug bill. Our legislation, \nfor example, does exactly what AARP has called for. You just \ninvoked them. The Snowe-Wyden legislation makes sure that the \nDepartment has adequate authority to negotiate to try to get \nthe best deal on prices for seniors, and addresses the \nreimportation issue.\n    I am not going to ask you to address the merits of this \nbill and to announce your position on it, but I would like your \nviews on one key point. Given the fact that we have these two \nprojections out there with respect to the cost of the bill, the \nCBO appraisal and your actuaries' appraisal, wouldn't it make \nsense to try to work immediately to get the maximum amount of \ncost containment that we can so as to not hit that $530 \nbillion-plus level or possibly exceed it? In other words, I \nthink there was a good case for the Snowe-Wyden bill a month \nago, but I think there is an even better case today. So I would \nlike your views on the question of: Wouldn't it make sense to \nwork right now to try to push additional cost containment so as \nto not hit that $534 billion spending level?\n    Secretary Thompson. Without a doubt. I think every one of \nus, Democrats, Independents, Republicans, have to take a look \nat how we are going to be able to contain the expenditures. I \nwas very impressed by both Senator Conrad's and Senator \nNickles' charts. I happen to be a trustee of both Social \nSecurity and Medicare. I am very concerned about that, and I \nwill work with you and Senator Snowe.\n    I also know that your proposal has something to do with \ndiscrimination in regards to pricing. I think this is something \nthat we should look at, and I will be more than happy to work \nwith you, as I have on many different occasions, Senator Wyden, \nin any way I possibly can to further the cost containments.\n    I appreciate your offer, and I will reciprocate whatever \nway possible that I can make it work."
"wyden","Senator Wyden","wyden","Senator Wyden","    Well, that is very constructive, Mr. \nSecretary. I did not want to get you into the specific \nprovisions of the bill, but to know that you are on record as \nbeing interested in trying to get additional cost containment \nso we do not hit that $534 billion level is helpful.\n    I would also like, just with respect to the policy aspects \nof it, for you to state your current position on the \nreimportation of medicines that are safe. As you know, there is \nconsiderable debate with respect to where FDA is on this now. I \nwill tell you, as somebody who has tried to specialize in \nhealth over the years, I am very troubled by the evidence that \nindicates that FDA cannot find cases indicating problems with \nhealth and safety consequences with respect to reimportation, \nand at the same time we have thousands of cases out there of \npeople who have suffered as a result of adverse reactions on \nmedicines.\n    So could you tell us your current views with respect to \nreimportation? It is part of our legislation, but I am more \ninterested in your policy position on it as of today?\n    Secretary Thompson. The law requires me to certify that the \ndrugs coming in from another country are safe. This is a hurdle \nthat I cannot meet because I cannot certify that they are safe, \nbecause by immediately certifying that drugs from other places \nthat are not supervised or regulated by FDA are safe puts the \nFederal Government in complete financial responsibility for \nliability if they are not safe.\n    We had two actions that were taken by FDA, Senator Wyden. \nThe first was in Miami and New York between July 29th and 31st \nin 2003, and in San Francisco and Carson, California, from \nAugust 5th to the 7th. During those 3-days, approximately 100 \nparcels per day that were suspected of containing drugs were \npulled, and out of those, about 85 percent were found to be \nmislabeled, were counterfeit, and had other safety problems.\n    The second action was conducted in the same manner as the \nfirst in November in Buffalo, Dallas, Chicago, and Seattle. The \nfirst one had 1,153 imported products to examine; 1,019, or 88 \npercent, were unapproved prescription drugs. The remain 12 \npercent represented dietary supplements and other products. The \ndrugs were from the following countries: Canada, India, \nThailand, Philippines, and the remaining from other countries.\n    On the second stop, out of the 1,982 parcels, 1,728, or 85 \npercent, of unapproved drugs were found. So both of them were \nin the high 80's. Both actions were taken with interdiction of \ndrugs coming in which were mislabeled. That doesn't mean that \nthey were wrong. They were just mislabeled, mispackaged. \nSeveral were counterfeit. And, therefore, based upon that \ninformation, I cannot certify that drugs coming into America \nare safe."
"wyden","Senator Wyden","wyden","Senator Wyden","    I just hope you will stay at this question, \nMr. Secretary, because I have been in a number of hearings \nwhere the FDA literally cannot give any cases that document \ninjury, and you juxtapose that by the thousands and thousands \nthat have been injured that have been documented. I hope that \nyou will stay at it.\n    A couple of other areas I do want to get into. As you and I \nhave talked about before, the country is headed for a \ndemographic tsunami. We have millions of baby boomers retiring, \nand the health care system is completely unprepared for this.\n    Secretary Thompson. It is."
"wyden","Senator Wyden","wyden","Senator Wyden","    We are completely unprepared for what is \ncoming in 2010 and 2011. Senator Hatch and I have been able to \nwin passage of the Health Care That Works for All Americans \nAct, legislation that would give us a chance to have a plan to \nget those people covered, to get everybody under the tent for \nthe basic affordable health care services, and to do it in a \nresponsible way, building on the kinds of things that we have \ndone in Oregon and that Wisconsin and other States have done.\n    What is your position on that? Obviously, we are going to \nbe trying to get the appropriation this year. Senator Byrd has \nbeen enormously helpful on this, and I am so glad that he is \nhere. I would like to just have you state for the record your \nassessment of this bill that Senator Hatch and I have written \nthat has been passed.\n    Secretary Thompson. My reaction is that anything we can do \nto move health policy and health insurance to forefront and get \nmore people involved is a net plus. Your commission idea is a \npositive one. It is going to allow for a commission. The only \nquestion I had is all of the commissioners have to become \nemployees of the Senate, and I am one of those that are \ndesignated. And it is going to be funded by the Senate \nAppropriations. I don't know. So I think there has got to be \nsome interpretations done in order for me to qualify to be on \nthe commission.\n    I think it is a giant step forward. I think that there are \nother ways that we can approach it. But anything we can do to \nget more people involved in talking about how we solve the \nhealth insurance problems in America, I am all for it."
"wyden","Senator Wyden","wyden","Senator Wyden","    We will work with you on that. It is a per \ndiem arrangement, Mr. Secretary, and, of course, we very much \nwant your involvement in it. It just seems to me that we have \ntried the same thing now, literally going back to Harry Truman \nin 1941, in terms of trying to get everybody covered. You write \nthese bills in Washington, D.C. The American people find them \nincomprehensible. The interest groups attack it, and it all \nfalls apart. What Senator Hatch and I have done is essentially \nsay let's go 180 degrees the other way. Let's get the American \npeople involved early on in terms of some of the difficult \nkinds of choices and then force congressional action.\n    So we will work with you to make sure that it is clear on \nthat point that you appropriately raise, that this is per diem \nfor these kind of people, and it is not all----\n    Secretary Thompson. The idea, the concept is great. I think \njust the mechanics have to be worked out a little bit."
"wyden","Senator Wyden","wyden","Senator Wyden","    I appreciate that. One last question, if I \nmight, Mr. Secretary. As you know, Senator Smith and I have \nbeen very concerned about Oregon's TANF waiver, the Temporary \nAssistance to Needy Families, and we have a situation where \nStates like ours are performing particularly well, and you \nhave--and we have talked about it--often been a champion of \nthis question of making sure that the States have the \nflexibility so that what you do in Oregon is not necessarily \nwhat you do in Tallahassee or what you do in the Bronx. And we \nwould just like to--and I ask this on behalf of Senator Smith \nand myself, because we have both been very interested in it, \nwhat you can do to help us nail down that waiver and get the \nOregon program protected.\n    Secretary Thompson. Let me respond, because we have worked \nvery closely with Oregon, as you know. When the TANF bill \nexpired, it took away my authority to grant any waivers in this \narea whatsoever. So my waiver authority expired with the \ntermination of the TANF law. So I have no authority to do that.\n    Second, we have examined--we have worked with Oregon, in \nfact, I think we worked with them this past week.\n    Third, we have examined Oregon's law. We think you have a \ngood law. We want it to continue. We want it to have as much \nflexibility as possible. We are under the impression, in \nlooking at it through our professionals, Senator Wyden, that \nOregon has nothing to fear whatsoever, that Oregon's all-family \nparticipation rate, if the finance bill was passed, would be \nover 60 percent and would qualify, more than quality for all of \nthe requirements under it, and TANF in Oregon, Oregon-style, \nwould be able to continue, with or without the waiver."
"wyden","Senator Wyden","wyden","Senator Wyden","    We will work with you on that, Mr. \nSecretary, and you will also be getting an effort from the \nState to deal with the Oregon Health Plan. As you know, because \nof our difficult economy, we are trying to figure out how to \nmake the best use of those resources, and given the State \nbudget situation, they are going to have to turn this around in \nsort of land-speed record time. And if Senator Smith and I \ncould work with you on both the TANF waiver and the Oregon \nHealth Plan----\n    Secretary Thompson. The door is always open for you, \nSenator Wyden."
"wyden","Senator Wyden","wyden","Senator Wyden","    Next time we have a chance to visit and I \nhave given you more time to prepare, we will talk more about \nthe specifics of the Snowe-Wyden legislation on prescription \ndrugs.\n    Secretary Thompson. Thank you."
"wyden","Senator Wyden","wyden","Senator Wyden","    But both of the principles embodied in \nthis--and we are two, as you know, who voted for the \nlegislation--would allow you to keep in place the basic \nconfiguration of the legislation. Both policies have been \nendorsed by AARP. I am hopeful that we can win additional \nsupport for it in the administration, and given these \nprojections that you lay out--we are going to need every cost \ncontainment tool that we can use. As of now, the fact is the \nMedicare program faces a statutory bar to going to bat for the \nbeneficiaries that the Federal Employee Plan doesn't face when \nyou are going to bat for Members of Congress. Just having come \noff the town hall meeting circuit at home, that just doesn't \npass the smell test. And I want to work with you on that.\n    Secretary Thompson. Thank you."
"wyden","Senator Wyden","wyden","Senator Wyden","    Thank you for your cooperation.\n    Secretary Thompson. Thank you very much, Senator Wyden.\non, just a few minutes left, so I am going to have to leave \nmomentarily. We are trying to make it so that Senator Nickles \ncan be back in time so the hearing can continue.\n    Secretary Thompson. Good."
"conrad","Senator Conrad","wyden","Senator Wyden","    Let me just go back to what I was asking \nyou about before. I have now been told that some 70 members of \nthe House and Senate have written to you to ask that you \nsuspend this Medicare campaign until the GAO determines whether \nor not it is an illegal use of taxpayer money. Would you be \nwilling to suspend the campaign until GAO determines whether it \nis illegal?\n    Secretary Thompson. I will consider it, but I am not going \nto make a commitment at this point in time. I just heard about \nthe individuals that have written to me. I would like to see \nwhat they have to say. I know your concerns. I differ with you, \nSenator Conrad, but as you know, I try to be bipartisan, I try \nto reach across. I will take your complaints, and I will go \nback to the office and review it again, and I will get back to \nyou with a definite answer."
"conrad","Senator Conrad","conrad","Senator Conrad","    I would appreciate that. And I say to you, \nI think it would be wrong if the other party were doing it. If \nmy party were doing it, I think it would be wrong. I just think \nit is wrong. I think this way lies a lot of grief if we start \ngoing down this trail.\n    Let me turn to another issue, and that is in CBO's letter \nto us, Chairman Nickles and the Committee, with respect to the \ndifferences in the estimates, one of the major differences, $32 \nbillion, is that CMS assumes higher participation in Medicare \nAdvantage, 32 percent versus 9 percent in the CBO estimate in \nlow density, low cost areas where payments to these plans would \nbe much higher than the cost of traditional Medicare. The whole \nidea of Medicare Advantage is that it is going to save money. \nHow can it be that your actuaries are telling us that these \nplans cost more than traditional Medicare?\n    Secretary Thompson. Because our actuaries and the proposal \nthat we had advanced limited, Senator Conrad, the bids to the \nlowest three bidders."
"conrad","Senator Conrad","conrad","Senator Conrad","    Say that again for me. You would have?\n    Secretary Thompson. We requested that the Medicare \nAdvantage, the bidders, would be limited to the three lowest \nbids."
"conrad","Senator Conrad","conrad","Senator Conrad","    OK.\n    Secretary Thompson. The conferees said no, and they said if \nwe are going to go this way, it has to be expanded to anybody \nthat wants to bid. By having the three lowest bids, you would \nforce the marketplace to come in with the lowest bids. Our \nactuaries at that time projected they would be at 98 percent, \nbut if you took----"
"conrad","Senator Conrad","conrad","Senator Conrad","    98 percent?\n    Secretary Thompson. Of fee for service."
"conrad","Senator Conrad","conrad","Senator Conrad","    So the cost of Medicare Advantage would be \n98 percent of traditional fee for service?\n    Secretary Thompson. That is correct."
"conrad","Senator Conrad","conrad","Senator Conrad","    OK.\n    Secretary Thompson. But when they took off the cap, our \nactuaries projected that that would go to 105 percent as an \naverage."
"conrad","Senator Conrad","conrad","Senator Conrad","    And the reason for that is, because, \nfrankly, I think given the fact we have now had this dramatic \nchange in the estimate from $400 billion of cost to $530 \nbillion in just a few months, that we have to go back in and \nfigure out how we can save some money here. Maybe this is one \nplace we could save some money.\n    You had taken the position before that we ought to restrict \naccess to the three lowest bidders. Is that the basic concept?\n    Secretary Thompson. That is correct."
"conrad","Senator Conrad","conrad","Senator Conrad","    Does the lowest bidder always win or not?\n    Secretary Thompson. The three lowest bidders would always \nwin."
"conrad","Senator Conrad","conrad","Senator Conrad","    Under that scenario the three lowest \nbidders would win. And under this scenario somebody that is not \namong the three lowest bidders could win?\n    Secretary Thompson. Everybody will be eligible, anybody \nthat bids."
"conrad","Senator Conrad","conrad","Senator Conrad","    Anybody that bids can be in even if they \nare much higher than the three lowest bidders?\n    Secretary Thompson. That is correct, and that is why our \nactuaries say if anybody can be in, there is no reason to \nsharpen your pencil and be below."
"conrad","Senator Conrad","conrad","Senator Conrad","    That is really--why did they do that?\n    Secretary Thompson. Well, that was an argument we made in \nthe--I made the argument, so I lost, I lost----"
"conrad","Senator Conrad","conrad","Senator Conrad","    Can you tell us what the argument was on \nthe other side for doing it the other way? I find it hard to \nunderstand what their rationale was.\n    Secretary Thompson. Senator Nickles I think was the only \nperson in that conference----"
"conrad","Senator Conrad","conrad","Senator Conrad","    That agreed with you.\n    Secretary Thompson. That agreed with me."
"conrad","Senator Conrad","conrad","Senator Conrad","    Do you think we should at least reopen the \nbill for the purpose of revisiting at least that item? Frankly, \nI think we have to revisit other items too. We went from $400 \nbillion to $530 billion in 3 months.\n    Secretary Thompson. We want to get the bill up and running. \nWe are fearful that opening it up is just going to delay the \nimplementation of it. I understand your arguments, and I think \nthey are sound, Senator Conrad. The argument on the other side, \nyou asked what it was. They said that this is a competitive \nmodel. Let us allow competition to work. So let us let anybody \nthat wants to bid, bid."
"conrad","Senator Conrad","conrad","Senator Conrad","    But your actuaries say by not restricting \nit to the lowest bidders, just saying open sesame, everybody \ncan participate, the marketplace will give us higher cost than \ntraditional Medicare. That makes absolutely no sense.\n    Secretary Thompson. That is not the motive to keep the \nprices down."
"conrad","Senator Conrad","conrad","Senator Conrad","    Certainly. Let me ask you on another issue \nif I can. This $65 billion that is in the President's budget, I \nknow you were Governor of a State for a long time, Governor of \nWisconsin. You had a very distinguished record there. You led \nreform of welfare. You were more fiscally responsible as a \nGovernor. You are close to being a neighbor, so I have followed \nwhat you did there. I find it very troubling that the \nPresident's budget says we are going to have $65 billion for \nhealth care credit, but then provides no money for it. I do not \nthink you budgeted that way when you were Governor.\n    Secretary Thompson. There are a lot of things, Senator, \nthat I have found different in the Federal budgeting process \nthan what we were able to do. I still find it somewhat hard to \nbelieve that you do not have amortization accounts, you do not \nhave capital accounts."
"conrad","Senator Conrad","conrad","Senator Conrad","    I will tell you, you know I come from a \nfinancial background, and I must say, when I first came here, \nand to this day, the way the Federal Government accounts for \nthings makes no earthly sense, and I think it fundamentally \nmisleads people.\n    Secretary Thompson. It does."
"conrad","Senator Conrad","conrad","Senator Conrad","    And I think it even misleads our \ncolleagues. That is why I think the Social Security reference I \nwas making earlier is so important. We talk about surplus. \nThere are no surpluses. We need that money when the baby-\nboomers retire. I think the misuse of language confuses people.\n    I am going to go vote.\nvery much for chairing. They are holding the vote for you, and \nI am sure they will.\n    Senator Murray."
"murray","Senator Murray","conrad","Senator Conrad","    Mr. Chairman, thank you very much.\n    And thank you, Mr. Secretary, for being here today to talk \nabout the HHS budget for this year. You oversee an agency that \nimpacts all of us, and I know it has a tremendous impact on a \nlot of people across this country, so I appreciate the job you \ndo.\n    I am concerned about a number of issues in the budget, some \nof the proposed cuts in CDC and the Community Access Program, \nwhich I think is really critical. I am concerned about the FDA, \nparticularly in light of the mad cow disease that surfaced in \nmy home State, and I want to ask you about that, and a number \nof things.\n    But before I do that, I do want to ask you, since you are \nhere today, about a story that is out today that I find \nextremely troubling, and that is the announced efforts by \nAttorney General Ashcroft and the Department of Justice to \nsubpoena private medical records of doctors and hospitals who \nare currently challenging the Federal Partial Birth Abortion \nBan. It is reported in the New York Times today and a number of \noutlets that the Department of Justice is demanding that at \nleast six hospitals in New York City, Philadelphia and \nelsewhere turn over hundreds of patient medical records on \ncertain abortions that are performed there, and it does not \nappear that the Department of Justice has made any distinction \nbetween different procedures. They are simply demanding private \nmedical records of women who have no idea that their identities \nwould be turned over to Attorney General Ashcroft.\n    Mr. Secretary, I find this kind of intimidation very, very \ntroubling, and I also believe that it is a clear violation of \nthe intent of HIPAA, which you oversee in your division. I know \nthere are some exceptions in HIPAA, but clearly, releasing \nprivate medical information to the Department of Justice about \nany reproductive health procedure just is not acceptable.\n    Has the Department of Justice asked for any opinion of your \noffice since HHS was the lead agency on implementing and \nenforcing HIPAA standards, on this action?\n    Secretary Thompson. To the best of my knowledge, no. I was \nnot contacted. This is the first time I have heard about it, \nSenator Murray."
"murray","Senator Murray","murray","Senator Murray","    I find that troubling as well since it is \nyour office that oversees the Health Information Privacy Act.\n    Secretary Thompson. That is correct."
"murray","Senator Murray","murray","Senator Murray","    It would seem to me that it would be \nextremely important that they get an opinion from you. Since \nthey have not, then I would ask you to give this Committee an \nopinion, and simply ask you the question: are women who seek \nabortions or reproductive health care denied protections under \nHIPAA, and can doctors be compelled to release this kind of \ninformation at the request of the administration?\n    Secretary Thompson. Why don't you send me these questions \nand I will get back to you. The Department of Justice could \nhave contacted our General Counsel or could have contacted some \nof our legal staff. I do not know, but this is the first time \nthis issue has come to my attention, Senator."
"murray","Senator Murray","murray","Senator Murray","    I will give that to you in writing, but I \nthink it is extremely critical that we get an answer from your \nagency as quickly as possible since you do oversee HIPAA. I, \nlike many women, are very, very troubled that someone can go to \na doctor and completely, unbeknownst to them, have their \nrecords subpoenaed by the Department of Justice over an action \nthey have nothing to do with, and clearly, prying through \nmedical records or second guessing doctors' advice to their \npatients is the kind of Government intrusion that many \nAmericans are very, very troubled by. Since you oversee HIPAA, \nI would really request that you do it and do it expeditiously \nbecause I think the question needs to be answered.\n    If it is that the DOJ can go on a fishing expedition to \nhospitals and doctors and seek medical records, I think we have \nan obligation to make sure that the privacy acts that we have \nworked so hard on protect their rights. I certainly think any \nwoman or anybody who has a daughter or anybody who may have \nsought health care protections or decisions that are very, very \nprivate and part of their own family and their own religious \ndecisions, should not be worried that this Department of \nJustice can ask for their records. So I would ask that you \nexpeditiously get a response back and tell us what HIPAA will \nallow under that.\n    I would hope, really, that DOJ take a quick second thought \nhere and realizes they should have sought your opinion before \ngoing on this expedition as well.\n    Secretary Thompson. Thank you."
"murray","Senator Murray","murray","Senator Murray","    Thank you. I will ask you also a question \nabout the prescription drug bill, but I hope you can get that \nback to us because I am deeply troubled. I think many, many \npeople are by that.\n    On the prescription drug bill, you are going to be tasked \nwith determining different regions of the country, and as you \nknow, under that bill, the country's going to be divided up \ninto as many as 50 regions. PPOs will be offered within these \nregions, HMOs within the entire State, and the products that \nthese PPOs and HMOs offer will really determine the kind of \naccess that seniors will have to qualify affordable \nprescription drug coverage.\n    As we experienced in my home State and others with the \nMedicare Plus Choice program, senior can be facing a new \nMedicare program every year, and many seniors within a State do \nnot have access to those choices. That was the experience we \nhad under Medicare Plus Choice. In fact, in Washington State we \nhad two very different Medicare options for seniors, and every \nyear there were changes to the plan. Some increased premiums, \nreduced coverage, limited coverage, or even closed for new \nenrollees.\n    So I am really concerned as we move forward on this that my \nState could be divided up into more than on region or even two \nregions with a fall-back region. That would mean that access to \ncoverage would depend on where you lived for the first time in \nthe history of Medicare and could force health care providers \nto compete for preferred provider status.\n    I would like to know from you what efforts you are going to \nundertake to ensure that stability within a State and with \nStates will be there, and whether you know States like \nWashington, that are large and diverse, will see a number of \ndifferent regions that could mean different choices for \ndifferent seniors who live within the same State?\n    Secretary Thompson. As you can well imagine, we have not \nbeen able to get to that particular portion of the law because \nour attention had to go to the drug card first and to get that \nup and running. We are looking at all of the provisions.\n    I would like to point out that there is a tremendous, \nenthusiasm for the new Medicare Modernization Act. There are \npeople that were on Medicare Plus Choice and are now coming \nback into it. You are going to see a lot more plans coming to \nthe forefront. You are going to see a reduction in copays. You \nare going to see enhanced benefits, and you are going to see a \nlot more people in the market.\n    In regards to the State of Washington, I cannot imagine any \nscenario, just listening to you, Senator Murray, in which you \nwould divide the State of Washington up into more than one \nregion. I suppose it is possible, but I do not know any reason \nwhy you would do that. The law says we have to have a minimum \nof 10 regions up to a maximum of 50. We are looking at the \npotential of around 15, but in all of the regions that we have \neven speculated on, States are held together, and every State \nis held together in a region. I cannot imagine any way in which \nwe would divide it up at this particular point in time unless \nit might be a huge city that would be overlapping into another \nregion. But I cannot imagine that would take place in the State \nof Washington."
"murray","Senator Murray","murray","Senator Murray","    As you know, we have regions like Portland, \nOregon that is right across the border from a----\n    Secretary Thompson. Yes, but I would think that Washington \nand Oregon would probably be in the same region."
"murray","Senator Murray","murray","Senator Murray","    We will be following this very carefully \nbecause----\n    Secretary Thompson. Listen, before we make final \ndecisions--this is going to be a very controversial as to how \nthe States are placed in the regions. I will be working with \neverybody on a bipartisan basis as long as I am Secretary."
"murray","Senator Murray","murray","Senator Murray","    All right. Let me ask you quickly then \nabout mad cow because I know you are working with FDA to \naddress a lot of the issues of the gaps in safety, and FDA has \nmoved forward on a number of initiatives to deal with this.\n    Secretary Thompson. Yes, we have."
"murray","Senator Murray","murray","Senator Murray","    As a member of this Committee and the \nHealth Committee, I am really concerned that FDA may need some \nkind of legislative authority to continue to move forward, and \nI wanted to ask you if you felt that that would be necessary, \nor is there anything more we should be doing to providing you \nthe authority you need to provide the protections that are \ncitizens are looking for?\n    Secretary Thompson. As you know, we have expanded our rules \nas it relates to the composition of feed. That is a big area \nthat we have complete control over. We have strengthened the \noversight. We are going to increase the number of inspections \nby a great deal, and we are also prohibiting the use of downer \nand dead cattle into human consumption products. So we are \ndoing a lot.\n    We are continuing to address this. Les Crawford is the \nindividual I have tasked to do this. He negotiated this week \nwith the Canadians, and we are negotiating with the Japanese as \nfar as opening up the market, and we are looking at scientific \nthings. We want to base our decisions upon science. At this \npoint in time we have not found a place where we cannot go \nstatutorily, but if we do, I will be more than happy to sit \ndown with you."
"murray","Senator Murray","murray","Senator Murray","    You know that there are many of us who \nstand ready to work with you in case you do need that \nauthority.\n    Secretary Thompson. This is very much a concern of mine \nbeing a beef grower myself."
"murray","Senator Murray","murray","Senator Murray","    Mr. Secretary, I appreciate that. Let me \njust say, Mr. Secretary, we will get the question to you on \nwhether or not women who seek reproductive health care \nprotections are denied privacy under HIPAA. We will get that to \nyou today. Can I ask you how long it will take your decision to \ncome back to us?\n    Secretary Thompson. I would hope that my attorneys would be \nable to turn it around the beginning of next week."
"murray","Senator Murray","murray","Senator Murray","    OK.\n    Chairman Nickles. Senator Murray, Thank you very much.\n    Senator Sessions.\n    Senator Sessions. Thank you, Mr. Chairman. You know, on the \nmedical issue that Senator Murray raised, as a prosecutor, I \nhave been amazed in recent years the shock people have that \nthey think you cannot subpoena library records. You can \nsubpoena bank records. You can subpoena medical records. You \ncan subpoena library records. There is no privilege for those \nthings under certain circumstances.\n    Now, if somebody objects, they can file a motion to quash a \nsubpoena, but Congress did vote to eliminate the practice of \npartial birth abortion, and I think we meant that. It was an \noverwhelming vote. The investigations surely are focused on the \nphysicians who may be performing those procedures if they are \nongoing. So I think you have at some point, any investigation \nto determine whether or not a physician is performing partial \nbirth abortion contrary to the overwhelming vote of this \nCongress should be investigated and you will have to get some \nrecords. if there is an objection, they can be objected to \nthrough the court system."
