surname,speaker,previous_surname,previous_speaker,speech
break,break,break,break,break
"","","hoyer","Mr. Hoyer","fidence of our constituents know what you have to do to come to \nCongress. We have to find a middle ground.\n    My legislation was worked on with Dr. Norman Ornstein of \nthe American Enterprise Institute. It covers a lot of issues \nthat we have raised in our system. We worked closely to tailor \nthose issues. I think you will find it both balanced, allowing \nfor needs of the Democratic Party and our center city problems \nto raise funds, it works to the benefit of the Republican Party \nin that it encourages participation, but, most of all, it works \nto the benefit of challengers by allowing them to get in and to \naddress the issues that Mr. Jacobs referred to.\n    The most crying problem facing our country is the fact if \nwe don't get able people to run for Congress or other elected \noffices, who are willing to talk about issues and substance \nrather than simplicity, we are going to lose more respect in \nthe public than the little the Congress has now, and I don't \nknow whether that is possible, but I suspect we may accomplish \nit.\n    I would urge my colleagues on the committee to look at H.R. \n296. It is bipartisan. I think it could be passed. People with \nopen minds could, in a bipartisan way, say this is a tool we \ncould use in 1995 and 1996 to make some of the corrections \nwhich we all recognize are needed.\n    Thank you."
break,break,break,break,break
"","","hoyer","Mr. Hoyer","    <GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT>"
break,break,break,break,break
"","","hoyer","Mr. Hoyer","    <GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT>"
break,break,break,break,break
"","","hoyer","Mr. Hoyer","    <GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT>"
break,break,break,break,break
"","","hoyer","Mr. Hoyer","    <GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT>"
break,break,break,break,break
"","","hoyer","Mr. Hoyer","    <GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT>"
break,break,break,break,break
"","","hoyer","Mr. Hoyer","    <GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT>"
break,break,break,break,break
"","","hoyer","Mr. Hoyer","    <GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT>"
break,break,break,break,break
"","","hoyer","Mr. Hoyer","    The Chairman. Thank you.\n    The gentleman from South Carolina, Mr. Inglis."
break,break,break,break,break
"","","hoyer","Mr. Hoyer","<DOC>\nSTATEMENT OF HON."
break,break,break,break,break
"","","hoyer","Mr. Hoyer","    Mr. Inglis. Thank you, Mr. Chairman, for this opportunity. \nI, too, congratulate you on holding these hearings. I think it \nis a great beginning.\n    I was interested in the discussion earlier that the \ncommittee had with the Minority Leader, very interesting \ndiscussion I think, very helpful in identifying for me two \nareas that need some help. One is the fact that we have got \nthis pervasive impact of television on the process, and the \nother is the impact of single-issue orientations in this \nprocess. It seems to me both of those can be addressed by \nsimply eliminating political action committees. Let me explain \nwhy I think both of those we will get to if we simply eliminate \nthe PACs.\n    I should tell you, to begin with, that I ran for Congress \nin 1992 the first time, having never run for office before, \nchallenged an incumbent in a situation where nobody expected us \nto win. I had sort of an unusual approach, I believe, in term \nlimits, and therefore I will limit myself. I believe we should \nabolish PACs. Therefore, I refuse to take any PAC money.\n    At one eventful press conference in my campaign, I hung \nthis sign on the podium, and I said, ``If you send me to \nWashington, I'll hang this sign on the door in Washington.'' It \nsays, ``Notice to all PACs: Remember, you didn't give me a \ndime, and I don't owe you a thing.''\n    It has had a way of warding off evil spirits now that I am \nhere. They seem not to come around too much. It works fairly \nwell, I think.\n    The exciting thing I think that we--the opportunity we have \nin abolishing PACs is to get at this thing of this pervasive \nimpact of television, and where does it come from, of course, \nbut the enormous sums that we raised and spend on campaigns.\n    The reason we must raise those funds is the opponents on \ntelevision. If we sort of put the pin in the balloon and out \ncomes the money from the PACs, I believe there would be less \ntelevision, less purchases of those 30-second attack adds, and \nthat will help significantly.\n    The other part of this is that single-issue orientation. I \nthink there are several critical differences between PAC giving \nand individual giving. Individuals, unlike PACs, give for a \nvariety of reasons. PACs give for a very focused agenda. They \nare after something in particular for their little industry or \ntheir particular need. They give without much emotion. They \ngive solely in order to advance that very narrow agenda.\n    Usually when we talk in terms of single-issue orientations, \nwe are talking about issues like abortion or other things like \nthat. But in the PAC area we have to open our minds to the \nsingle-issue orientation of the PACs. They are after small \nchanges in law, they are not after massive changes. They are \nafter small changes that affect their industry significantly."
break,break,break,break,break
"","","hoyer","Mr. Hoyer","    So by eliminating PACs, what we have is the process opened \nup to a much more complex reason for giving rather than a PAC \ngiving with something of a contract for voting, as some of them \nhave moved towards in recent years. You would be passed on \nindividuals who give for very complex reasons. Individuals may \nagree with you on nine issues, disagree on one. That one may \ncause him not to vote or contribute to you.\n    Individuals are complex, PACs are simpleminded; they simply \ngive for a very narrow purpose. That is one critical difference \nbetween PACs and individuals.\n    Another critical difference, of course, is the amounts of \nmoney involved. Individuals, at the maximum, can give $2,000 \nper cycle, PACs did get $10,000, and we know a string of PACs \ncan be organized, and if you get 10 PACs together in the \nstring, the leader of the pack of PACs can give you $100,000. \nThat is a whole lot of money. So this is a very significant \ndifference in that quantitative way between PACs and individual \ncontributions.\n    I believe that that is the way that we really can change \nthis process, by eliminating the political action committee and \nfreeing up Members of Congress to go, rather than to those \nnarrow interests, to go more broadly to their individual \npotential contributors and ask for money. It would be a very \ndifferent system and a system that involves much less money.\n    At that point, we would have more candidates relying on \ndoor-to-door afternoon town hall meetings and that sort of \nthing in order to get out their message, and everyone would \naddress their expectations that that is how I must learn about \nthe candidates, not from the 30-second attack adds.\n    Lest you think it cannot be done, it can be done that way, \nand I know a number of Members of Congress, including Mr. \nPortman to my left, who doesn't take PAC money. In fact, now in \nthe House there are 24 of us who do not take PAC money and \nbelieve we should abolish political action committees, and we \nare here. It does work. It is possible. Of course you run your \ncampaigns with a whole lot more shoe leather and a whole lot \nless television buys, but the result, I think, is a more \ninformed electorate and more involved electorate and an \nelectorate that can see the opportunity for a very different \nkind of Congress.\n    Thank you, Mr. Chairman, for the opportunity to testify \ntoday."
break,break,break,break,break
"","","hoyer","Mr. Hoyer","    <GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT>"
break,break,break,break,break
"","","hoyer","Mr. Hoyer","    The Chairman. Thank you very much, Mr. Inglis.\n    Mr. Portman, you have the option of trying to get your \ntestimony in before we go vote--I see five lights are on, and \nwe are going to have a series of votes--or join us when we \nfinish with this series of votes.\n    Mr. Portman. Mr. Chairman, I think I can do it in three or \nfour minutes.\n    The Chairman. It is your time."
break,break,break,break,break
"","","hoyer","Mr. Hoyer","<DOC>\n  STATEMENT OF HON."
break,break,break,break,break
"","","hoyer","Mr. Hoyer","    Mr. Portman. Thank you, Mr. Chairman, for having this very \nimportant hearing. I commend you for doing this, and I commend \nthe Members for spending time on this matter.\n    It seems to me we have come to a real opportunity to pass \nserious campaign finance reform, given the opportunity in these \nhearings this afternoon and given the focus the Speaker and the \nMinority Leader have brought to this.\n    I am here to talk about my legislation regarding a PAC ban. \nI would associate myself with a lot of the comments made by the \nprevious speakers with regard to the pervasive influence of \nPACs and the problems with it. I would like to focus on two \nfundamental problems I see in the campaign finance area \ngenerally and suggest that a PAC ban is the best way to solve \nit.\n    Number one is undue influence of special interests. My \nfriend from Indiana, Mr. Jacobs, talked about the sweetening \ninfluence. It is there, and I think that should be one of the \nprimary goals of any campaign finance reform effort.\n    Second is the obvious advantages incumbents enjoy in this \nsystem. Even with turnover in the House, which is primarily due \nto retirements, I would argue we still have a situation where \nthere are enormous advantages enjoyed by incumbents which keep \nthe system from being a truly open and competitive process for \nchallengers.\n    The best way to approach those two is through a PAC ban. \nThe PACs have grown enormously, from 608 in 1974 to over 4,000 \ntoday, and the influence they have has increased greatly as \nwell.\n    Today PACs contribute, as most of you know, over half the \nmoney in the congressional races. They also contribute \nsubstantially to the advantages incumbents enjoy. According to \nthe FEC 20-year report, in recent years more than 70 percent of \nPAC contributions have indeed gone to incumbents.\n    In my State of Ohio, for example, PACs supported, on \naverage, incumbents by a margin of 10 to 1 over challengers. So \nby doing away with PACs I think you are going to put money and \ninfluence back where it should be; that is, in the hands of the \nindividuals and in the hands of the voters.\n    Rather than funneling individuals' contributions through \nthe Washington PAC, I would rather encourage individuals to \ncontribute money directly to candidates they believe in. I \nthink you would get a different result. This increases \ncandidate accountability directly to the voters and not to the \nspecial interests that, again, have too much influence over the \nprocess."
break,break,break,break,break
"","","hoyer","Mr. Hoyer","    Over the years a lot of concerns have been expressed about \nthe constitutionality of a PAC ban, and I assume we will get \ninto that during the discussion, and I am looking forward it. \nThey cite the Buckley v. Valeo case, where in 1976 the Supreme \nCourt upheld the Federal Election Campaign Act limitations on \ncontributions. Under that reasoning, they were limited as \nappropriate weapons against the reality or appearance of \nimproper influence.\n    Three points of clarification. Number one, the Court has \nnever directly addressed the issue of banning political action \ncommittees. We should remember that. Whether or not PACs are \nconstitutional has not been explicitly cited in Buckley or \nother constitutional cases by the Supreme Court. I would argue \nthere is helpful language in the Buckley opinion with respect \nto the apparent or real corruption.\n    Number two, there are other forms of association that are \nrecognized under the Federal Election Campaign Act; for \nexample, partnerships. It is very interesting to me that if an \nindividual gives money to a partnership and that partnership in \nturn donates contributions to any of us on this panel this \nmorning, that individual's contribution is attributed to the \nindividual, not to the partnership as a whole.\n    Again, of course this isn't the case with PAC \ncontributions. Individuals can give to PACs, and it is not \nattributed back to them for purposes of their own contribution \nlimits. In essence, I don't know that there is a constitutional \nright to give an enhanced contribution merely because one \naffiliates. I think if PACs are banned the problem is cured.\n    In any case, it is clearly wrong for corporations, labor \nunions, and trade associations to use money that would be an \nillegal contribution, if made directly to a campaign, to \nsubsidize PACs, particularly administrative costs of PACs. I \nbelieve banning those subsidies or those PACs that receive \nsubsidies would clearly stand up to the constitutional test.\n    This has to do with the issue of connected PACs. I believe \nthat that clearly is something that would survive \nconstitutional muster and that constitutes the majority of PAC \ncontributions. So at the very least I think we should be in a \nposition of coming together on legislation that would ban \nconnected PACs.\n    For all these reasons and the fact that the makeup of the \nSupreme Court has changed dramatically in the 19 years since \nthe Buckley decision, I think it is not clear that a ban on \nPACs would be found unconstitutional.\n    Furthermore, I think the other alternatives that have been \ndiscussed here today and in the debate generally are \nproblematic. Halfway measures, I think, don't work, we have to \ngo all the way. I think raising the amount individuals can \ncontribute does not fundamentally solve the problem. I think it \nis a short-term fix. It will make one side more or less \nvaluable as a funding source, but it is temporary.\n    Aggregate limits on PAC receipts is a mistake. It will \nplace emphasis on early contributions, thus enhancing the \nadvantages of incumbents who traditionally get these \ncontributions, as lobbyists anticipate what are the best \ncontests to fund."
break,break,break,break,break
"","","hoyer","Mr. Hoyer","    There are ownership problems. I think raising the \nindividual limits from $1,000 to $2,000 or $1,500 would \ndiminish the role of PACs. True, but few individuals can afford \na contribution of that size. It doesn't really open the \nprocess. Aggregate spending limits further institutionalize the \ngeneral bias against challengers. So I am not a supporter \ngenerally of the limitations. I think we need to level the \nplaying field until the alternatives are good to do so.\n    I would be concerned about other measures that would be \nattached to a PAC ban that are major campaign finance reforms. \nIt will bog down the process. As a practical matter, I think we \nhave an opportunity to ban PACs and get that done. I would hate \nto see us get bogged down again.\n    In conclusion, Mr. Chairman, let me say that I think H.R. \n356 or any other clean PAC ban legislation is the way to go \nthis year. It is clean, it is tough, it is fair. By banning \naltogether the activity of the PACs, we can make progress in \nmaking elections more competitive and getting the undue special \ninterests' influence lessened in this city. I would encourage \nthis committee to support that kind of a bill.\n    I am pleased to join you later for questions."
break,break,break,break,break
"","","hoyer","Mr. Hoyer","    <GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT>"
break,break,break,break,break
"","","hoyer","Mr. Hoyer","    <GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT>"
break,break,break,break,break
"","","hoyer","Mr. Hoyer","    <GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT>"
break,break,break,break,break
"","","hoyer","Mr. Hoyer","    <GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT>"
break,break,break,break,break
"","","hoyer","Mr. Hoyer","    <GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT>"
break,break,break,break,break
"","","hoyer","Mr. Hoyer","    The Chairman. If you are able to join us--we have about \nfive minutes left on the current vote and a five-minute vote \nfollowing--about 10 minutes after the last vote, the committee \nwill reconvene.\n    The committee stands in recess."
break,break,break,break,break
"","","hoyer","Mr. Hoyer","    The Chairman. The committee will reconvene.\n    And the gentleman from Kentucky, Mr. Whitfield."
break,break,break,break,break
"","","hoyer","Mr. Hoyer","<DOC>\n STATEMENT OF HON."
break,break,break,break,break
"","","hoyer","Mr. Hoyer","    Mr. Whitfield. Mr. Chairman, thank you for this opportunity \nto present testimony on campaign finance reform.\n    My name is Ed Whitfield. I represent the First \nCongressional District of Kentucky. No fewer than 42 bills \naddressing campaign finance reform have been introduced this \nyear. These bills limit campaign spending, place limits on out-\nof-State, out-of-district contributions, subsidize postal and \nbroadcast rates for campaigns, and eliminate PACs.\n    One thing is certain about these proposals. The Federal \nElection Commission will soon become one of the largest Federal \nagencies, this at a time when we are trying to limit the role \nand size of government.\n    However, I do agree campaign finance laws are not perfect \nand changes should be initiated to make them more equitable for \nchallengers.\n    In spite of the incredible turnover in Congress last \nNovember, 80 percent of those elected were incumbents. The \nprimary reason was the advantage incumbents have in obtaining \ncampaign contributions from political action committees. This \nis the only part of campaign finance laws which needs to be \nchanged.\n    Political action committees, far from being an evil force \nthat will destroy our Democratic political process, as some \nallege, are the essence of our democratic system.\n    Today, there are nearly 4,000 political action committees \nrepresenting every faction of our society. Some represent \nteachers, farmers, attorneys and miners, others represent \nreligious denominations or veterans, others represent causes \nsuch as opposition to flag desecration, or whatever.\n    James Madison, in writing in Federalist No. 10, talked \nabout the importance of factions in our country. He basically \nsaid they are the essence of American freedom and liberty. So I \ncome to the conclusion there is no need to fear political \naction committees.\n    PACs represent the various interests of the American \npopulace, and PAC representatives bring important information \nto bear on the process of government for better decision-\nmaking. Exaggerating the evil of campaign money derived from \npolitical action committees and the amount of money spent on \ncampaigns does a disservice to our system of government.\n    In 1968, the cost of political campaigns was three-one-\nhundredths of 1 percent of the gross domestic product. Today, \nit is only six-one-hundredths of 1 percent.\n    The Smith-Shays bill, and most of the other bills, raise \nserious questions about infringement on constitutional rights, \nby not allow"
break,break,break,break,break
"","","hoyer","Mr. Hoyer","ing citizens to exercise their freedoms of speech, association and \npetition.\n    A basic premise of our Constitution as set out in the 1976 \nSupreme Court case of Buckley v. Valeo, is that the First \nAmendment applies with special force to political campaigns.\n    The bill that I have introduced, H.R. 1865, increases the \ncontribution limits for individuals to $3,000 per election, or \n$6,000 per cycle, and decreases the amounts for PACs from the \ncurrent $5,000 to $3,000, or $6,000 per cycle. The objective is \nto level the playing field between challengers and incumbents \nby reducing the contribution levels of PACs and raising the \namount of individuals.\n    My personal experience as a challenger last year was that I \nwas unable to raise PAC money. I had to go to the individuals. \nThey were limited. Many of them would have given more money if \nthey could, but under the Federal laws they could not.\n    Had the contribution limits been indexed 20 years ago, the \nindividual limit would now be over $3,000, and the PAC limit \nwould be over $15,000. My proposal brings the individual limit \nin line with inflation, while reducing PACs' limits by 40 \npercent. Increasing the individual limit recognizes that, in \neffect, over the past 20 years, we have had static contribution \nlimits without price controls on the cost of campaigns.\n    My bill avoids the constitutional implications of \ncompletely banning PACs or placing limits on geographical \ncontributions. It is achievable this Congress, while proposals \nsuch as Smith-Shays face a certain filibuster and \nconstitutional challenge.\n    My bill avoids public subsidies necessitated by the \nspending limit approach, and as we know, subsidies will \nultimately be paid by the American taxpayer.\n    Most important, my bill creates equity for incumbents and \nchallengers.\n    Fundamentally, we have a good campaign finance system. I \nurge Members of the committee to enact a simple common sense \ncampaign finance reform that creates equity for incumbents and \nchallengers. But most important, we do not want a Federal \nbureaucracy micromanaging our campaign system.\n    Thank you.\n    The Chairman. Thank you very much. We appreciate your \ntestimony."
break,break,break,break,break
"","","hoyer","Mr. Hoyer","    <GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT>"
break,break,break,break,break
"","","hoyer","Mr. Hoyer","    <GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT>"
break,break,break,break,break
"","","hoyer","Mr. Hoyer","    <GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT>"
break,break,break,break,break
"","","hoyer","Mr. Hoyer","    <GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT>"
break,break,break,break,break
"","","hoyer","Mr. Hoyer","    <GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT>"
break,break,break,break,break
"","","hoyer","Mr. Hoyer","    The Chairman. The gentleman from Pennsylvania, Mr. \nGreenwood."
break,break,break,break,break
"","","hoyer","Mr. Hoyer","<DOC>\n   STATEMENT OF HON."
break,break,break,break,break
"","","hoyer","Mr. Hoyer","    Mr. Greenwood. Thank you, Mr. Chairman. Thank you for \nholding the hearing.\n    The committee has my testimony so I will simply briefly \nsummarize it.\n    I was invited here because of my introduction of House \nResolution 1432, which bans all PACs of any kind. It is one of \nthe extreme positions.\n    Let me tell you three reasons why I think this is a \nreasonable thing to do, and why it is good for our country and \nfor the future of our country.\n    I think there are three problems associated with political \naction committees: The first of those is that regardless of how \neach of us as a Member of Congress conducts ourselves and how \nmuch we know about the source of our finances and how we manage \nthe relationship between contributions and our positions on the \nissues, what is not debatable is that the PAC system does \nundermine confidence of the American voters in our system. It \nis simply unreasonable to expect Members of Congress to stand \nbefore their constituents and say, yes, it is true, I received \n$50,000 of contributions from the pharmaceutical industry; yes, \nI voted with them yesterday. You need never trouble yourself \nabout the correlation of those two events. It simply is too \nmuch to ask the American people to accept that there is not at \nleast the appearance of a conflict there. And for that reason, \nmore than any other, I think we need to eliminate the PAC \nsystem.\n    The second evil that I think is associated with PACs, or \nthe second problem, is the way in which they, I think, \nundeniably favor incumbent retention and protect the status quo \nand mitigate against change. We all know how the process works.\n    And the example that I use is somewhere out in the farm \nbelt there may have been a fellow who ran for Congress 20 years \nago because he didn't like the way Federal policy affected \nfarmers. And so he ran for Congress and he got elected and he \ndidn't get on the Agriculture Committee, he got on the Fish and \nMarine Committee. And next thing you know he is the Chairman of \nsome subcommittee that has to do with exports, and 20 years \nlater he is a powerful exponent of everyone who is not \nnecessarily in favor of the farmer back home because that is \nwhere his money is coming from.\n    The challenger, 20 years later, finds himself in the same \nplace this fellow did 20 years ago, says I am tired of \nCongressman X, he is constantly voting with the exporters and \nthe shippers and not the farmers, and it is time now to mount a \nchallenge here. By the time that young farmer raises a few \nthousand dollars from his fellow farmers, the big powerful \nincumbent, with his PAC contributions from all over the \ncountry, that have nothing to do with back home, enable him to \nfinance a television campaign against the challenger that wipes \nthe challenger out before he gets started. Resources can be \nfocused from around the country based on a Member's position \nand other special interests. Because of this, I think "
break,break,break,break,break
"","","hoyer","Mr. Hoyer","the system is corrupted as it undermines the ability of a challenger to \nget off the ground.\n    And thirdly, I think that the PAC system causes American \ncitizens who contribute to PACs to become far too narrowly \nfocused in terms of the issues that they consider when \nsupporting a candidate. The doctors are told by their \nassociation, this candidate is good for doctors, this candidate \nis not good for doctors, and the member makes his contribution \nand usually his vote on the basis of that, and doesn't consider \nthe wide array of issues that each of us deals with in \nCongress.\n    I think that if we change to a system in which individuals \ncontribute writing their own personal checks, to the candidate \nof their choice, it will cause them to consider all of the \nissues at stake in an election and not simply the issue that is \nrelated to their profession or a narrow interest.\n    I understand that some people worry about whether they can \nsurvive without PAC contributions. I will tell you that when I \nchallenged a 14-year incumbent in 1992, he spent $1.25 million. \nWe spent $750,000. We both took PAC money. I had challenged him \nnot to. He didn't agree, so we both took PAC money.\n    When I was elected, I decided I would not take PAC money, \nhaven't taken any PAC money since, and what we managed to do is \nbring the cost of the campaign in our district down by about 75 \npercent. There are four United States Senators and I think 24 \nhouse Members who don't accept PAC contributions. I think this \nbrings about a fair fight in each district.\n    Wealthy districts have expensive campaigns, financed by \nindividuals. Low-income districts have low-cost campaigns \ncharacterized by a lot of door-knocking and speech-making and \nless TV, and I think in each district it brings about a fairer \nfight.\n    Finally, I would say that on the question of \nconstitutionality, based on my understanding of the Buckley \ncase, I think the door is open to ban PACs. Because clearly the \nBuckley case talks about the appearance of corruption. Although \nthe word ``corruption'' is rather a strong word, I think that \nthere is enough room constitutionally for us to ban PACs and \nhave it hold up in court.\n    And I yield back the balance of my time."
break,break,break,break,break
"","","hoyer","Mr. Hoyer","    <GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT>"
break,break,break,break,break
"","","hoyer","Mr. Hoyer","    <GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT>"
break,break,break,break,break
"","","hoyer","Mr. Hoyer","    <GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT>"
break,break,break,break,break
"","","hoyer","Mr. Hoyer","    The Chairman. I thank the gentleman for his testimony.\n    With those of us that are here, it appears to be pretty \nclose to a fair fight. Because Mr. Kanjorski, Mr. Whitfield, \nalthough modifying the amount of money that PACs have, believe \nthey ought to exist. And Mr. Greenwood and Mr. Inglis do not. \nAndy Jacobs doesn't think there should be any private money, \nPAC or individual, in the system. So we have got a relatively \neven discussion opportunity.\n    Obviously, then, those of you who believe that PACs should \nnot be allowed to exist in terms of voluntary associations, \ncombining information and money to assist candidates, that you \ndon't think there is a First Amendment problem with (banning) \nPACs. Obviously, you wouldn't have offered it.\n    Do you believe the question is open, that it could go \neither way, or that you are pretty comfortable that there is no \nFirst Amendment problem with banning the free association and \nthe combining of money for participation in the system?\n    Now, Andy's position would seem to be that you would simply \nignore--pass law that says you can't do any of that. Now, what \nare you going to do?\n    Mr. Jacobs. No, no, I propose a constitutional amendment.\n    The Chairman. Excuse me, correct. A Constitutional \namendment to make sure that there is no individual money \ninvolved.\n    Mr. Jacobs. Yes, I think that is necessary. Of course, I \nwill just elaborate slightly on that. Who was it, Teddy \nRoosevelt said that what is constitutional depends on whether \nthe fifth Justice comes down heads or tails. And I think we \nhave that problem here.\n    As near as I can tell, the theory must have been the old \nAmerican slang expression ``money talks,'' and therefore it was \nentitled to First Amendment privileges.\n    The amendment, Mr. Chairman, that I have proposed, does two \nthings: It states that neither physical desecration of the Flag \nof the United States, nor political contributions of money for \nthe purpose of electing people to public office, shall be \nspeech under this article.\n    As I say, I think you have to stretch your imagination a \nlong way on both of those, and all I want is a little \ncorrectional navigation.\n    Mr. Greenwood. The Buckley, in the Buckley decision, as I \nunderstand the rule, was that the government can restrict \ncontributions only--the only purpose recognized by the Supreme \nCourt to justify such restrictions is the prevention of real or \napparent corruption.\n    As I said in my testimony, corruption is a strong word to \napply here. But I think the use of the word ``apparent'' \nclearly makes it--I think if you ask American citizens if they \nthink the special interest contributions to congressional \ncampaigns corrupt the process, I think clearly you would get a \nrather overwhelming affirmative answer. I think that the--that \nthat gives us more than ample room to sustain constitutional \nchallenge. I am not an attorney.\n    The Chairman. A proposed discussion might be that the same \ndecision removed the limits on individual personal money being \nused in the campaign. Congress in the 1974 amendments to the \nFederal Campaign Act said there were limits on personal money, \nand the Court removed them."
break,break,break,break,break
"","","hoyer","Mr. Hoyer","    Is there any general feeling that unlimited personal funds \nhave the appearance of corruption in the system as well? \nPerhaps they could be banned on that same constitutional basis, \nor is that stretching it too far?\n    Mr. Kanjorski. Mr. Chairman, not to get into the \nConstitutional question, because I really think we get off the \npoint, and will never accomplish campaign reform if we get into \nthat. But PACs existed in the United States for hundreds of \nyears in one form or another. In some instances, we called them \ncountry clubs, in some instances we called them union halls. In \nPennsylvania, we used to call them the Pennsylvania Railroad \nand United States Steel.\n    We have seen the abundant ability of a few people to put \nresources together that affect gubernatorial elections, \nsenatorial elections, congressional elections, on down to \nlegislative and local elections.\n    You know, maybe the Congress made a big mistake. On the way \nover, I was thinking about it. If only we had not called them \n``political action committees'' which became known as PACs, \nbecame Pacman, we said instead Democratic Action Committee, and \neverybody is for democracy, it may be a nomenclature problem.\n    The fact of the matter is most people do not realize what a \nPAC is. So many people have campaigned against PACs, they do \nnot realize that you have more accountability and disclosure \nnow in the law, since the campaign reforms of 1970s were put in \nplace, than we ever had.\n    I come today with a unique perspective. There are only two \nMembers of the current Congress who served in the Congress the \nlast time it was controlled by the Republican party. I served \nin the 83rd Congress of the United States as a Page. I saw the \nmakeup of the last Republican Congress. And things have changed \na great deal since then, and those people that didn't have the \nperspective.\n    There wasn't a Member's office then that you couldn't go \ninto at that time, where there wouldn't be a safe. As a matter \nof fact, this very building was designed with the safes in the \nMember's offices. I hope you don't think they were putting \ntheir chess sets in there. They were putting their campaign \nfunds in those safes. And they had bank accounts downtown, in \nthe largest banks, with hundreds of thousands of dollars, \ntotally unaccounted for.\n    It seems to me the corrections of the 1970's, like \npolitical action committees (PACs), was quite a revolutionary \ncorrection. And it has allowed many industries to have an undo \ninfluence on some particular pieces of legislation. And I think \nyou have to worry about that, the pharmaceutical industry, for \nexample, wants some special provision, tax benefits for \noperating in Puerto Rico.\n    But the PACs I receive money from on the Democratic side \nare the carpenters in my district, the plumbers in my district. \nAnd the major difference is they give five bucks a month or two \nbucks a month each to a PAC and they get all of these small \ncontributions together and they send me a check for $1,000 or \n$2,000 to represent 1,500, 2,000 people.\n    If I had to solicit them under our normal process, we would \nprobably spend 50, 60 percent of the funds raised on expenses, \nrunning to restaurants, selling, doing advertising, for that \namount of money. Would that make it any better money?"
break,break,break,break,break
"","","hoyer","Mr. Hoyer","    You feel it does make it better money? Well, we differ----\n    The Chairman. Paul, let somebody get in on that in terms of \nif they do feel it is different, why is it different?\n    Mr. Inglis. I think it is considerably different.\n    The Chairman. What is negative about it?\n    Mr. Inglis. In fact, that is what we want you to do. We \nwant you to go to somebody and ask them: Will you come to my \nbaseball event and pay $25 per family and commit to this thing, \nthat endeavor? Rather than having the union hall or the \ncorporation basically impose upon employees or members. And \nthere is extortion, I mean, it is a fairly strong word----\n    Mr. Kanjorski. That is enforcement, that is a question of \nenforcement. If that is occurring----\n    Mr. Inglis. Well, but again if--maybe extortion is a little \ntoo strong a word. We all know, for example, in an United Way \nCampaign, everybody in the accounting firm is expected to give \n``X'' amount of dollars, because they want 100 percent. Now \nthat is not extortion, it is just a social norm. So the social \nnorm at the union or at the office is that you will give to the \nPAC.\n    Mr. Kanjorski. Having lived in both parties----\n    The Chairman. Let me ask a question to try to focus on, \nbecause, Paul, I think I agree with you, if you ask the \nconstitutional question, you are all over the place.\n    If we can set the constitutionality question aside, is \nthere a logical argument for individuals who come together in \nan association having the ability to contribute more to a \ncandidate in a particular election cycle, than individual?\n    Mr. Inglis. If I may address that.\n    The Chairman. Mr. Whitfield's legislation goes directly to \nthat. He says, no, the same amount should go to either. He said \nsince limits were not indexed, the $3,000 amount seems to bring \nit up to date. Ed's legislation goes directly to that.\n    Those of you, even though you may feel you can ban PACs \nconstitutionally, do you believe that if you are wrong there is \na rationale for having a different amount for collections of \npeople versus an individual?\n    Mr. Kanjorski. I think it is a degree of sophistication and \nknowledge. And what you are running against--there was a famous \nSenator who----\n    The Chairman. I really--if somebody has got a specific \nresponse, especially those who are opposed to PACs, because I \nam trying to follow a line of questioning here?\n    Jim, you had your finger up.\n    Mr. Greenwood. The question you asked earlier was is there \nan argument for not having a limit on individual contributions? \nI think there is--there should be a limit on individual \ncontributions.\n    The Chairman. I am not speaking of personal money, the \nCourt has said personal money has no limit. Should there be?\n    Mr. Greenwood. I think there should be a limit. I think it \nmakes some sense to take that $1,000 limit and inflate it up to \n$2,600 or $2,500 or 3,000, whatever inflation would have done \nto it. But I think that the distinction here is if--if Mr. \nKanjorski goes to his district and he invites as many \ncarpenters as he can find who like him in his district and they \nall come with $20 or $50, and "
break,break,break,break,break
