surname,speaker,previous_surname,previous_speaker
"crapo","Senator Crapo","crapo","Senator Crapo","    Well, thank you. My time has run out, but we \nwill get back to this.\n    Chairman Johnson. Senator Reed.\n    Senator Reed. Well, thank you very much, Mr. Chairman. I \nwant to commend Senator Corker and Senator Warner for moving so \nthoughtfully on this issue. I think, again, I thank the \nwitnesses, but also the Chairman and the Ranking Member \nbecause, as we move here, I think we appreciate with each step \nhow complex, interrelated, and how thoughtful we have to be \nabout these judgments. We are transforming a huge, huge part of \nour economy, and I am glad we started, and I think Senator \nCorker and Senator Warner deserve a great deal of credit. Thank \nyou, gentlemen, very much, and I thank the Chairman and the \nRanking Member.\n    Mr. Zandi, just this very simple-minded question in a very \ncomplex field, but you talk about capital, but one of the--sort \nof looking back, there was a lot of mysterious capital in the \nbanking field several years ago, i.e., people created entities, \nborrowed, leveraged themselves up to their--you know, wherever \nthey could, and then it used that capital to go in and to \ninvest in different products.\n    I know there is an ongoing FHFA pilot program, $30 billion \nin credit risk, et cetera. In general, and in terms of the \npilot, is that an issue we have to deal with? And how might we \ndeal with it in terms of avoiding being overleveraged?\n    Mr. Zandi. Well, that is a good question. One of the \nconcerns about capital markets as a source of capital is, in \nfact, leverage in the entire system. This is what Ms. Gordon \nwas referring to. And it needs to be considered in the context \nof the broader financial system and any future housing finance \nsystem that we establish. So that is a potential risk created \nby drawing capital from the capital markets.\n    I do not think we are anywhere close to that yet. We are in \nearly stages here, and what Freddie and Fannie are doing is \nquite small in the context of all the things that are going on, \nand quite appropriate, in my view, because we need to \nexperiment. We need to see what works, what does not work, what \nthe risks really are, and how to manage those risks.\n    So what they are doing is entirely appropriate, but you are \nright when we are thinking about the future of the housing \nfinance system and the capital structure and where the capital \nis coming from, this is one of the risks that we need to really \nthink about because there is a potential systemic problem.\n    Senator Reed. And that just touches on what I think \neveryone has reflected, that there has to be a regulatory \nauthority here that is looking at where the capital is coming \nfrom, that is looking at: Are these products accessible, \navailable to everyone? Do they include multi-family housing as \nwell as single-family housing? And that is something I think we \nwould all recognize.\n    Mr. Zandi. Yes, I think I am taking as given that we are \ngoing to have a catastrophic Government guarantee. I cannot see \nany system that does not work without that, and that requires \nregulation.\n    Senator Reed. And that guarantor would be effectively a \nregulator as well as a guarantor.\n    Mr. Zandi. Exactly, yes.\n    Senator Reed. Mr. Johns, you talked about the TBA market is \nvery critical, and there are multiple proposals, but one \nproposal seems to separate it into sort of two categories: \nfirst, a guaranteed piece up front, and then an unguaranteed \npiece, which would be sort of--or senior/junior, however you \nwant to describe it. The issue might be, How do you price the \nsecond piece? It is pretty easy with a guaranteed--or easier to \nprice a guaranteed issuance. I think that is a fair assumption. \nIs that a problem with this, having this set of bifurcated \napproach to TBA markets?\n    Mr. Johns. I do not know whether it is a problem \nnecessarily. It is certainly something I am happy to take away \nto our members and talk about.\n    What I might highlight there is that with that proposal you \nare creating a bifurcation of the old market versus the new \nmarket, and consequently, you will have a very shallow new \nmarket when you move forward with that structure, which creates \nits own liquidity issues in and of itself.\n    Senator Reed. So the question then--one of the first \nquestions not only in terms of pricing is liquidity. Would \nactually anyone come into that market given the narrow--the \nability--the lack of liquidity. Is that a fair----\n    Mr. Johns. I think so. I mean, look at liquidity as almost \nsynonymous with cost. If you have shallow liquidity, the cost \ngoes up. If you have deep liquidity, the cost goes down.\n    Senator Reed. Again, I think this is extremely helpful, and \nas we go forward, I think we will learn more and I think very \nproductively raise more questions than initially we will have \nanswers, and that will allow us to come to a better answer at \nthe end of the day. But thank you all for your excellent \ntestimony.\n    Thank you, Mr. Chairman.\n    Chairman Johnson. Senator Corker."
"corker","Senator Corker","crapo","Senator Crapo","    Mr. Chairman and Ranking Member, thanks for \nhaving the hearing, and I do think we are at a point in time, \nafter really 5 years--I remember how controversial the whole \nFreddie/Fannie issue was during the time we tried to do \nfinancial regulation. I think we are at a point where we are \nready to take that on, and I thank you for having these \noutstanding witnesses.\n    To the witnesses, you know, 10 Members of this Committee, 5 \non each side, have gotten behind the bill called S. 1217, and \nnumbers of other folks on the Committee I know are working on \nthis issue and have really spent a lot of time on it. And I \ncommend everybody for the time they spent on this issue.\n    But starting with you, Dr. Zandi, is Senate bill 1217, with \n10 Members of this Committee on it and probably others being \nadded, a good starting point?\n    Mr. Zandi. Absolutely. I think it is an excellent starting \npoint. I think it shows a lot of hard work and a lot of good \nideas and thoughts. And I do not know why you would want to \nstart from scratch. I would start with that legislation. It is \nan excellent place to get going."
"corker","Senator Corker","corker","Senator Corker","    Mr. Johns?\n    Mr. Johns. I would agree. I think, you know, as I \ntestified, we do believe that there is a phased implementation \nthat we can work with on this, but the framework in and of \nitself and the end game is something that in general the \nindustry is supportive of."
"corker","Senator Corker","corker","Senator Corker","    Mr. Lienhard?\n    Mr. Lienhard. I believe a multi-trillion-dollar industry \nbeing run in conservatorship is long term an untenable \nsituation. I think this bill definitely highlights all of the \nissues in moving forward, so, yes, I think it is a very good \nstart."
"corker","Senator Corker","corker","Senator Corker","    Ms. Gordon?\n    Ms. Gordon. Absolutely I agree. I am just so glad that \nsomeone has started because I agree with Mr. Lienhard that we \ncannot continue in the conservatorship mode.\n    There does remain, as I mentioned, work to be done. I think \nwe have done a lot of work on the sort of asset class side of \nthings. We still need to do a lot of work on the access for \nborrowers side to get the bill to a place where we will, you \nknow, feel like it can pick up and do better than the last \nsystem."
"corker","Senator Corker","corker","Senator Corker","    I appreciate that, and I would hope \neverybody would continue to make what has been worked on for a \nyear even better, and I thank you for that comment.\n    One of the things I think that the 10 Senators who all made \nmajor contributions to this piece of legislation, all of which \nare on this Committee, tried to do was to create something that \nis more dynamic. I think all of us know we have this duopoly \nright now. I know that even though it has some strengths, there \nare a lot of weaknesses in that regard. And just again to go in \nthe same order, have we done something with the construct? \nAgain, we all know that, you know, there are tweaks that people \nwould like to make, but have the 10 Senators on this Committee \nthat have worked on this created something that is more dynamic \nin structure than the system we now have?\n    Mr. Zandi. Yes, and I think that goes to the fact that in \nthe legislation, you worked very hard to promote varied sources \nof capital. It is not just coming from one place. Let a \nthousand flowers bloom. Let us see what works here, what does \nnot work. At some points in time, some sources of capital are \ngoing to work better than other sources of capital. And I think \nthat makes the system dynamic, as you say, certainly more \ninnovative because there is going to be more competition in the \nsystem as a result of that; lower costs because you are going \nto have capital coming in from different places; and, \nultimately more resilient, as well.\n    So, I think that is the strength of the legislation, that \nyou are allowing the system to be, as you call it, more \ndynamic, yes."
"corker","Senator Corker","corker","Senator Corker","    Thank you.\n    Mr. Johns. I would agree again with what Dr. Zandi says. I \nthink as well the developments of a common securitization \nplatform that allows you to have more dynamicism, and the \nvarious forms of capital that could be--you know, private \ncapital that can be considered for the proposed enhancement I \nthink as well leaves you with a dynamic element. Of course, \nthat could, you know, settle hopefully as we feel our way as to \nwhat the most viable structure is."
"corker","Senator Corker","corker","Senator Corker","    OK.\n    Mr. Lienhard. I am assuming we have the same definition of \ndynamic, yes, but one of the things I am concerned about--and \nit is not entirely clear to me that the bill yet addresses \nthis--is the relative potential--the potential to disadvantage \na regional originator versus a national originator, an \nunintended consequence of that simply because of the regional \nconcentration or various exposures that exist in certain \nStates, and so that would be something I would really be \nconcerned about. So dynamic, yes, but I am not sure that is \nclear."
"corker","Senator Corker","corker","Senator Corker","    Well, and I am glad you made that comment. \nYou know, I have spent a lot of time with your CEO and your \nformer CEO, and, you know, regionals are kind of no-man's-land. \nYou know, some people like that, some people do not. I think \nyou all like it. But I do think that we have done a lot here to \nfocus on, you know, where the--making sure the larger \ninstitutions do not have an advantage and making sure that the \nsmaller institutions, as I think the Chairman alluded to when \nhe began, had a lot of access. But I agree that we need to do \nsome work to ensure that the regionals that in some ways are \nno-man's-land end up in a good place, and I appreciate you \nbringing that up. And I am not going to go to you, Ms. Gordon, \nbecause I am--I know I am out of time. I do want to say just if \nI could make one point, thank you, though for being here and \nthanks for your organization's contributions to helping us all \nwith this bill.\n    There has been some discussion about capital and the \nincreased cost--of the 10 percent capital, I might add, Dr. \nZandi. But I am just, of course, getting with you.\n    The fact is, you know, there are numbers of things that \nactually lower the cost, and when you look at the increased \ncompetition, the fact that you have issuers who are going to be \ncompeting with technology, you have got a single security \nplatform instead of a dual platform like we have now, you have \nthe full faith and credit, you have got uniform PSA, you have \ngot a clear definition of reps and warrants, and, candidly, you \nmove beyond the legal limbo that we are in.\n    So I know that there are some costs of capital, but when \nyou create the kind of dynamic and clear clarity that we would \nbe doing with this bill, you also have some things that would \nlower costs. Would that be a fair statement to make?\n    Mr. Zandi. Absolutely. And I did not comment on the 10 \npercent capital. In my view, 5 percent is appropriate. But \ngetting to 10 percent, I think it can be organized in a way \nthat it is not too costly. And you are absolutely right, there \nare things in the legislation--which should be, by the way, in \nevery legislation--that will lower costs relative to where we \nare today, absolutely."
"corker","Senator Corker","corker","Senator Corker","    I thank all of your for your testimony and \nyour contribution and Mr. Chairman and Ranking Member for \nhaving this hearing.\n    Chairman Johnson. Senator Menendez.\n    Senator Menendez. Thank you, Mr. Chairman. Thank you all \nfor your testimony.\n    As the Committee considers its priority for housing finance \nreform, I think there are several objectives, but one that I \nwould like to hear from you on that I think is very important \nand that I consider the bedrock of our current system is the \n30-year, fixed-rate mortgage, which has made home ownership \nmore accessible and affordable for generations of Americans, \nand most assessments of the market have concluded that, without \nsome form of public sector guarantee or backstop, the vast \nmajority of home buyers would lose access to that type of \nproduct.\n    So, number one, for the panel, do you all agree with this \nassessment? And, second, can you discuss what would be the \nimpact to home buyers and even homeowners who, as they try to \nsell, would find themselves with a marketplace quite different \nin terms of who the buyer would be of losing a 30-year, fixed-\nrate mortgage?\n    Ms. Gordon. I am happy to take a start. Yes, we absolutely \nagree with you that the 30-year, fixed-rate mortgage has been a \ntremendous product for families. It is sustainable. It helps \nmake home ownership affordable. And we think protecting it \nshould be one of the key goals of the work we are doing here \nnow.\n    We believe you really need two things to protect that \nproduct: one is the Government backstop guarantee, and the \nother is the TBA market, which needs to be sufficiently liquid \nthat institutional investors can move in and out as they are \nrequired to do so that they continue to have interest in \nparticipating in this system. And so that is--you know, as we \ngo forward--assuming that we have now somewhat crossed the \nRubicon of having the guarantee and these discussions, really \ndigging down and making sure that we are really protecting that \nTBA market and that we fully understand the impact of these \ndifferent structures on that is really important. You know, as \nMr. Johns said, if we start to fragment that or make TBA \nshallower, it will not work as well.\n    Mr. Johns. I would just follow on from Ms. Gordon there. I \nthink Ms. Gordon highlighted the need for the TBA and the \nGovernment guarantee. I think the two are effectively the same. \nIf you are going to have the TBA remain liquid, you know, then \nthe guarantee is required. And if the guarantee is there, the \nTBA market should be there providing we are cautious not to \nfragment that market, which will enable the maintaining of the \n30-year fixed.\n    Senator Menendez. Well, I hope we have crossed the Rubicon. \nI am never sure we have crossed the Rubicon until we cross it. \nBut I hope that that is there. I think this is one of the \nessential elements, and I think those who have been working on \nthis issue--I have shared my thoughts on it--I think they \nbelieve so, too.\n    Another thing that I am concerned about is a multitude of \nhousing finance reform plans that many of you have either \nauthored and/or helped contribute to. I think most of those \nplans acknowledge the need to keep in place some form of that \nGovernment guarantee or backstop, and in doing so, the \nattention naturally turns to policies as it relates to \nprotecting taxpayers from losses, which is an important \ninterest.\n    One example that is given in that regard is setting minimum \nunderwriting standards for a mortgage to qualify for a \nguarantee. And as part of those standards, some proposals have \nsuggested requiring a high minimum downpayment for a borrower \nto qualify.\n    Now, certainly no- and low-downpayment mortgages were a \nmajor problem during the financial crisis, and a downpayment \ncertainly can affect the size of the riskiness of a loan. But \nmy concern is that if we go too far in the other direction and \nset the bar too high, we will end up shutting out the market of \ncreditworthy individuals and families who will have other \ncompensating factors and are in a high-risk default at all. I \nknow that in my own case, the first home that I bought, if some \nof the standards that are being suggested were the case, I \nwould never have achieved that. And I was a responsible \nborrower and have been a responsible borrower ever since.\n    So my concern is a requirement that is too high can \nseriously undermine the goal of helping Americans afford home \nownership. There is one prominent analysis that estimates that \nit would take an average family 14 years to save for a 5-\npercent downpayment and 22 years to save for a 10-percent \ndownpayment.\n    So my question--maybe, Ms. Gordon, I think you have done a \nlot of work in this regard, but I am happy to hear from \nothers--can you elaborate on the importance of getting the \ncalibration right on the policies like downpayment requirements \nin order to properly balance the goals of protecting taxpayers \nbut also meeting the goals that we have of making sure that we \ncan give responsible borrowers the opportunity to have the \nability to own their home?\n    Ms. Gordon. Thank you so much for asking that question. \nThis is a matter of utmost concern to us when we think about \naccessibility of the system to the average homeowner.\n    First, let me just say that while we saw a problem during \nthe crisis with loans that had low downpayments, it was not the \nlow downpayment characteristic that caused these loans to be \nrisky. These loans tended to be heavily risk layered; you know, \nmaybe it was a negative amortization loan that had a low \ndownpayment and had little or no underwriting that was taking \nplace. And that caused loans that were low downpayment to be \nrisky or to fail. There is quite a great deal of evidence that \nwell-underwritten and safe fixed-rate mortgages that were made \nwith low downpayments performed quite well throughout the \ncrisis. And so, you know, I think we cannot just isolate that \none factor and say this factor in and of itself is a big \nproblem.\n    That said, you know, different lenders will have different \nviews as to downpayment, which I think is appropriate. What I \ndo not think we should do is enshrine a particular number in \nlegislation. I think that would be a mistake regardless of \nwhich number we pick.\n    Senator Menendez. Thank you.\n    Chairman Johnson. Senator Johanns.\n    Senator Johanns. Let me also add my voice to those who are \nsaying thanks to Senator Warner and Senator Corker. And to the \nRanking Member and to the Chair, thank you so much for taking \nthis issue on.\n    Ms. Gordon, I could not agree with you more. Thank goodness \nsomebody after 5 years has grabbed hold of this, because the \none thing that seems clear from everybody's testimony is the \ncurrent system is not where we want to be. We need to head in a \ndifferent direction.\n    Dr. Zandi, you are probably feeling picked on because I am \ngoing to start with you also at the start here.\n    Mr. Zandi. Well, you know, all my life I have been at the \nend of the list."
break,break,break,break
"","","","","    [Laughter.]\n    Senator Johanns. That is right.\n    Mr. Zandi. Bring it on. It feels good.\n    Senator Johanns. It feels good to be in the A category, I \nguess.\n    Mr. Zandi. In the A category, yes.\n    Senator Johanns. I was following your testimony about \ncapitalization, and I think there are a lot of central pieces \nto this legislation, S. 1217, but I think that has got--we have \ngot to get that right, or this thing just does not work.\n    You expressed an opinion that 5 percent is a good \nbenchmark. I do not disagree with that. I think there is some \nsafety built into that. You talked about varied sources of \ncapital, and you have expanded on that.\n    You then talked about G-fees and the impact on the monthly \npayment. I want you for the record, just so we are clear on \nthis, to please explain how G-fees and other sources of capital \nare going to get us to this varied capital system, if you will. \nDo you follow my question?\n    Mr. Zandi. I am not sure I do.\n    Senator Johanns. Yes. What I am trying to figure out is: \nHow would you describe G-fees relating to what we are trying to \naccomplish here? That is really what I am getting to.\n    Mr. Zandi. G-fee is a guarantee fee. It is the cost to \nmortgage borrowers through the mortgage interest rate for \npaying for the potential losses that will occur from the \nlending. So, you know, you make loans. Some loans are going to \ngo bad. That is going to create losses. And you need to charge \na fee to compensate for those losses, and that is what the \nguarantee fee is.\n    Now, if you want to be prepared for a little bit of loss, \nthen you would only need a lower G-fee. If you want to be \nprepared for bigger losses, which I think we are talking about \nhere--and we need to be prepared for bigger losses given what \nwe went through--it is going to result in a higher G-fee or a \nhigher mortgage rate.\n    Senator Johanns. And to get to----\n    Mr. Zandi. Does that make sense?\n    Senator Johanns. It does.\n    Mr. Zandi. OK.\n    Senator Johanns. To get to the 5 percent that you think we \nshould be focused on, you are saying that the net effect of \nthis to the borrower is going to be roughly $60 a month.\n    Mr. Zandi. Yes. That is obviously a lot of moving parts, a \nlot of assumptions. I am making assumptions about the future \nfinance system, how we are going to organize ourselves. But my \nsense of it is that is a good ballpark figure. To get from \nwhere we are today, literally today, to that 5 percent world \nthat we all feel really comfortable about and everything looks \nproper, I think it is going to be $60 a month, roughly.\n    Senator Johanns. OK. Now let me shift focus a little, and \nothers can jump into this. In my State, like so many other \nStates, I am worried about the small lender, the community bank \nout there that is not looking to be regional, but they want to \nserve their clientele. They want to create a relationship and \ncontinue that relationship.\n    We have tried with S. 1217 to make sure that their \ninterests are protected. I would like your opinion as to \nwhether you think S. 1217 gets us there.\n    Mr. Zandi. Would you like my opinion?\n    Senator Johanns. Yes. Start, and we can go right on down.\n    Mr. Zandi. I do. I think it is clear that the legislation \nis very sensitive to this issue. There are two key elements of \nthe legislation that address this. One is in the common \nsecuritization platform there will be multi-lender securities. \nSo what that means is that small lenders--community banks--can \nsell into a security, and that security will get the Government \nguarantee. So they have access to the Government guarantee. So \nthat is very important and I think critical to any system, \nbecause that is important for rural areas and more niche \nmarkets.\n    The second aspect of this is in the legislation itself \nthere is a carveout for a bond guarantor that would service, \nexplicitly service small lenders. So it is in the legislation. \nIt is there to help protect against some of the concerns that \nyou might have.\n    So I think there are things we can think about and we can \ntweak this and make this probably work a little bit better. But \nI think those two things go a long way to addressing that \nconcern.\n    Senator Johanns. I am just going to have to ask the rest of \nthe panel if they see something different, because I am out of \ntime. Mr. Johns?\n    Mr. Johns. I would not say I see anything different. I \nwould maybe sort of add to that that when you are looking at \nsome of the constructs of, for instance, the credit-linked note \nproduct, you also want to be amenable--or we should as an \nindustry be looking at potential structures that allow multi-\nissuers to that extent, which also, I think, ties in with one \nof the points that Mr. Lienhard made earlier.\n    Senator Johanns. Go ahead.\n    Mr. Lienhard. As I look at the legislation, I do think that \nit has addressed the needs of small lenders well, and I think \nabout the regionals as being the ones sort of disadvantaged.\n    Senator Johanns. OK.\n    Mr. Lienhard. I will answer in the negative.\n    Senator Johanns. Ms. Gordon, any thoughts on that?\n    Ms. Gordon. I am glad the legislation does have some \nspecific structures that will help in this regard. You know, I \nthink some other things that--there are some ways to prevent \nmarket concentration that are not in here, such as preventing \nan originator from also being a bond guarantor, that I think we \nshould think about for this legislation.\n    Senator Johanns. OK. Thank you, Mr. Chairman.\n    Chairman Johnson. Senator Warner.\n    Senator Warner. Thank you, Mr. Chairman.\n    I want to again actually start with Mr. Zandi. I think you \nappropriately pointed out that any reform may add some costs. \nBut wouldn't you agree that at this point in conservatorship \nthat we have an artificially low, nonsustainable pricing system \nin that we have no private capital, we have a direct Government \nguarantee, Fannie and Freddie have--so that regardless of what \nreform would look like, there is going to be some bump-up in \nmortgage rates just because the system now has, in effect, no \ncapital at risk?\n    Mr. Zandi. Yes, I think that is clear. I mean, I think the \nquestion is ultimately who pays. Is it the taxpayer who is \ngoing to pay for the mortgage, or is it going to be the lender \nand the borrower who pays for the mortgage, the full, all-in \ncost going through thick and thin economies? And right now it \nis on the taxpayer.\n    Senator Warner. Right now it is 100 percent on the \ntaxpayers, no private capital at risk.\n    Mr. Zandi. And I think that is not appropriate.\n    Senator Warner. We, in effect, have while potentially \nartificially low mortgage rates at this point, we clearly have \nall taxpayer exposure.\n    Mr. Zandi. It is all taxpayer exposure, and it is \ninappropriate. And, actually, given the rise in G-fees since \nthe GSEs have been in conservatorship, this has become less of \nan issue, but it is certainly still an issue.\n    Senator Warner. And would there be any disagreement on the \npanel in terms of the current status?\n    Mr. Lienhard, let me acknowledge--one, thank you for coming \nup from Richmond. And, two, I agree with some of my colleagues \nthat while we have, I believe, tried to make a very good-faith \neffort to make sure that the community-based banks, the credit \nunions and others, get access through a mutual or other entity \nso that they get that kind of fair pricing and nondisadvantage, \nthat the regionals are kind of in between here. How will we get \nyou into a market where there is--you get the same kind of \npricing protection, but you get the kind of geographic \ndiversity and others that you need? You know, at least as one \nof the group of 10 who have been involved in this, I am open \nfor business on how we sort that through in a better way. I am \nnot sure if you want to make any direct comment right now, but \nI look forward to----\n    Mr. Lienhard. I mean, the only comment I would make is \nthank you for acknowledging that, Senator, and I think it is \nimportant to point out the fact that I believe our customers or \nour clients are advantaged by our ability to compete not only \nwith small lenders but also the large lenders. And to the \nextent that the regionals are just by construct disadvantaged, \nthat reduces the competition. So I appreciate both your and \nSenator Corker's acknowledgment of this and would really look \nforward to working with your staff on ways to resolve----\n    Senator Warner. And let me also acknowledge, I think \nservicing improvements need to be made and there are multi-\nfamily improvements.\n    Ms. Gordon, I want to thank you again publicly for all the \nideas and input you have had. I also want to make a bit of an \neditorial comment here in that, you know, kind of looking back \nat the old system, where we had a profit--you know, this \nprofit-making enterprise that, as times were good, would make \nprofits but when times were bad, the public bore the risk. It \nseemed like we had almost too many functions in Fannie and \nFreddie. We had a profit-making venture. We had this Government \nbackstop entity. And we also had, you know, very important, \nagain, goals that you have articulated quite well, you know, \nmarket access goals.\n    I would argue that the way S. 1217 has tried to separate \nout those goals--and I know you have got ideas on tweaks, but \nactually make sense. And would you acknowledge at least--as a \nmatter of fact, in the old system, unfortunately, these \nentities got criticism from both ends of the political \nspectrum. They got from those who were perhaps on the \nprogressive end saying you are not doing enough, and you got \ninterests from more the market-based section saying you are \ndisrupting your market function by doing too much.\n    Would you acknowledge that many of the very appropriate \npublic housing goals that we would sometimes legislate with \nhousing trust funds and others, worthy goals, but were \noftentimes never funded?\n    Ms. Gordon. Well, we have certainly had a problem in the \npast with not achieving, you know, exactly what we wanted to \nachieve. The National Housing Trust Fund and the Capital Magnet \nFund are not being funded now even though the enterprises are \nawash in proceeds. And so I am not even sure why they are not \nbeing funded at this point.\n    I think that in looking at the bill, which, you know, we \nare very glad to see, though we do, of course, want some \ntweaks, that there is the provision to collect a fund that will \nbe used to support those borrowers or communities that need \nsomething of a leg up to participate in the conventional \nmarket.\n    I do think, just to refer back to my answer to Chairman \nJohnson earlier, that the bill probably needs to do more to \nensure that existing creditworthy borrowers are served, \nregardless of where they are or whether they are self-employed \nor whether they live in a rural area. I think we need to \nadvance more on that.\n    But I think we should be aware, you know, in a policy sense \nthat Fannie and Freddie did have a very clear public purpose. \nIt did have affordable housing goals. And while there are those \nwho think, I think incorrectly, that the goals caused the \ncrisis, whereas there are others, as you noted, on the \nprogressive side who feel like the goals never did enough, the \nfact is if we are dismantling that system, it is absolutely \ncritical to have a strong sense of public purpose at the center \nof this new system in a way that is sustainable and \nappropriate.\n    Senator Warner. And my time is up. I would simply say--and \nI know there are others who disagree with part of this, but at \nleast if we are going to have these goals and part of the \nnontax pricing function of this Government backstop would give \nthis auditable, identifiable funding entity that you could--we \ncould measure in a way that we were never able to measure when \nit was commingled in the old system. And, again, we may agree \nwhether this is appropriate or not, but I actually think there \nis a lot more transparency and a lot better ability to audit \nthan we had in the past. And I thank again the Chair and the \nRanking Member for the hearing and their willingness to work on \nthis.\n    Chairman Johnson. Senator Toomey."
"toomey","Senator Toomey","corker","Senator Corker","    Thank you very much, Mr. Chairman. I want \nto follow up in the direction that Senator Warner was going. \nBut first a quick question. I hope there is unanimity about \nthis. That is, with respect to this idea that some \nmunicipalities have floated that they will, under the \njustification that they give citing eminent domain, they are \nthreatening to confiscate certain private-label mortgages from \ninvestors.\n    So putting aside what strikes me as an egregious affront to \nthe Constitution, the rule of law, and private contracts, does \neverybody agree that, to the extent that this were actually to \ntake place, it would certainly discourage private capital from \ngoing into the residential mortgage market? Does everybody \nagree with that? And that that has, of course, the consequence \nof making mortgages either less available or more expensive or \nboth?\n    Mr. Johns. I would actually go a little further and say not \njust it will discourage, it is discouraging, the mere threat--\n--"
"toomey","Senator Toomey","toomey","Senator Toomey","    The mere threat is already having that \neffect.\n    Mr. Johns. Absolutely."
"toomey","Senator Toomey","toomey","Senator Toomey","    Does anybody dissent from that?\n    Ms. Gordon. I mean, I am not sure I will dissent that the \nthreat is having an effect, but I will say that, first of all, \nI think this is a local matter; and, second, there have been \nnumerous efforts for municipalities to be able to address the \nproblem that they face. And until they have a way to address \nthat problem, it is not surprising that a number of different \navenues are being pursued."
"toomey","Senator Toomey","toomey","Senator Toomey","    OK. Thanks.\n    Let me go on to the heart of this, another matter, which is \nI am little concerned that it sounds as though it is almost \ngiven as a certainty that there must be a Government guarantee \nin this market. And I would remind everybody, for what it is \nworth, the House Banking Committee has passed out of Committee \na GSE reform bill that has no Government guarantee. So this is \nnot terribly unusual. I would also point out we have huge \nsegments of our capital markets that have never had a \nGovernment guarantee. Nobody contemplates a Government \nguarantee, I trust, for commercial paper markets and corporate \nbond markets and other sorts of markets where the private \nsector provides massive liquidity on a routine basis.\n    I also want to stress there are very substantial risks, I \nthink, that attend to a Government guarantee. The obvious is it \nputs taxpayers at risk. And I think we should not overlook that \nrisk that taxpayers bear.\n    I think it tends to divert capital that would otherwise go \nto other places, but if the Government is weighing in with a \nguarantee, it creates incentives to send money in certain \nplaces. It probably encourages excessive risk taking.\n    And the last and the biggest risk, I think we have heard \nallusions to it around this table today, which is the \ninevitable politicization of the process. If you have a \nGovernment guarantee, it is necessarily a political process to \ndefine the terms under which one has access to that guarantee. \nAnd in the process of setting those rules, what we hear--and, \nin fact, the Senator from New Jersey brought it up as his very \nnext question--the concern that maybe not enough people will \nhave that access. All the politics always drives toward ever \nexpanding the universe of people who will have access to this, \nand I do believe that this political mandate to expand mortgage \nlending to people, including some who were not able to pay back \nthose mortgages, was absolutely at the heart of the financial \ncrisis that we just went through. And it seems to me \nmaintaining a Government guarantee preserves--continues that \nrisk. And it can be lessened somewhat. I am sure there are ways \nto do that. But I do not see how it ever goes away.\n    Now, it seems to me the arguments I hear and justification \nfor the Government guarantee usually seem to be variations on \nthree arguments: one, we need it to maintain the 30-year, \nfixed-rate mortgage; number two, it helps keep mortgage rates \nlower than they would otherwise be; and, number three, it is \nthe assurance that we will always have a liquid market, even in \nthe worst of circumstances that might otherwise dry up the \nprivate capital.\n    I think we should spend some time really evaluating these \npresumed advantages. I do not think we have challenged them as \nthoroughly as we might.\n    A quick question. Mr. Zandi, I think you were asked the \nquestion in a House hearing, a Banking hearing, I assume, about \nwhether or not you thought there would be a 30-year, fixed-rate \nmortgage product in the absence of a Government guarantee. And \nif my information is correct, the answer was that we probably \nwould have such, and we do, after all, have private-label \nsecurities, including 30-year, fixed-rate private-label \nmortgages that have no Government guarantee. So the product \ndoes exist in the absence of a Government guarantee. Isn't that \ntrue?\n    Mr. Zandi. It does. It would be a marginal product compared \nto where it is today. Europe, the rest of the world, would be a \ngood case study for what the 30-year, fixed-rate would look \nlike without a Government guarantee. And if you look at those \nmarkets, the share of the market that has a 30-year, fixed-\nrate, fully prepayable mortgage is small, 10, 15 percent of the \nmarket."
"toomey","Senator Toomey","toomey","Senator Toomey","    But there could be other differences that \nmight explain part of that as well.\n    Mr. Zandi. Could, yes, absolutely."
"toomey","Senator Toomey","toomey","Senator Toomey","    And so it is not clear that that is the \nwhole thing. And we have had private-label mortgages and jumbo \nmortgages that are 30-year and fixed and they have no \nGovernment guarantee.\n    Mr. Zandi. Yes, but I think it is reasonable--a prudent \nplanner would expect, without any Government guarantee--take \nthe House financial services bill, the PATH bill. If that were \nlaw, taken as is, the share of the mortgage market that would \nbe a 30-year, fixed-rate, fully prepayable mortgage would be \nmuch, much smaller than it is today."
"toomey","Senator Toomey","toomey","Senator Toomey","    Or it might be maintained but at a higher \nrate.\n    Mr. Zandi. Well, it would be at a higher rate, so then it \nwould be unaffordable and therefore the share would be----"
"toomey","Senator Toomey","toomey","Senator Toomey","    Well, it is an open question as to how much \nof the difference in rate gets capitalized in land values and--\n--\n    Mr. Zandi. Absolutely. And, by the way, all your concerns I \nsympathize with. Those are very legitimate concerns and need to \nbe explored. I totally agree with that, that you are absolutely \nright, those are things we need to worry about. That is why a \nhigh rate of capitalization in a hybrid system is critical \nbecause it addresses some of those concerns. It does not \nmitigate them, but it addresses them."
