surname,speaker,previous_surname,previous_speaker,speech
"skelton","Mr. Skelton","skelton","Mr. Skelton","    Mr. Bradbury, I am somewhat intrigued by your \ncomments to leave it to the judge and for us not to write basic \nrules by which trials are to be conducted. I am an old country \nlawyer, and we pretty much follow the statutes back in Missouri \nand I think it would be a good idea for us on major things, \nmajor items, to have a statute thereon.\n    Mr. Bradbury, let me ask you: Senator John McCain was \nquoted in The New York Sun as saying, ``I think it is important \nthat we stand by 200 years of legal precedence concerning \nclassified information because the defendant should have a \nright to know what evidence is being used.''\n    Do you agree or disagree with Senator McCain?\n    Mr. Bradbury. Well, I think the----"
"skelton","Mr. Skelton","skelton","Mr. Skelton","    No. Just agree. Do you agree or disagree? We \nwill get along much quicker.\n    Mr. Bradbury. I stand by the proposal in the \nAdministration's legislation which would allow for the \npossibility----"
"skelton","Mr. Skelton","skelton","Mr. Skelton","    You disagree with that statement?\n    Mr. Bradbury. If the statement means----"
"skelton","Mr. Skelton","skelton","Mr. Skelton","    I will read it again. Do you want me to read \nit again?\n    ``I think it is important that we stand by 200 years of \nlegal precedence concerning classified information because the \ndefendant should have a right to know what evidence is being \nused.''\n    Do you agree or disagree?\n    Mr. Bradbury. If the--I am sorry, Congressman. If that \nstatement means that there would never be a circumstance where \nclassified evidence could be used at trial and not--and the \nclassified evidence not made available to the accused, I would \ndisagree. But I would point out that we would provide summaries \nof the evidence that is unclassified to the accused; and then \nin that sense, the accused would have an understanding of the \nevidence that is being used against him, but would not see the \nclassified aspects of the evidence. His attorney would.\n    So his attorney would have a full opportunity to see it, to \nmake an argument based on it. So consistent with the full and \nfair trial, up to the military judge; and I don't think that is \ninconsistent with traditional or, as I say, with international \nstandards."
"skelton","Mr. Skelton","skelton","Mr. Skelton","    Do you agree or disagree with Senator Lindsey \nGraham quoted from The New York Times, ``I do not believe it is \nnecessary to have trials where the accused cannot see the \nevidence against them''?\n    Mr. Bradbury. In these limited circumstances, we do think \nit is necessary to have this tool available for these \nprosecutions."
"skelton","Mr. Skelton","skelton","Mr. Skelton","    You are disagreeing with that statement?\n    Mr. Bradbury. Again, if that statement means there would \nnever be such circumstances----"
"skelton","Mr. Skelton","skelton","Mr. Skelton","    It means what the English language says. Do \nyou agree or disagree with it? This isn't--this isn't----\n    Mr. Bradbury. I disagree that we should close the door to \nthis possibility. This is going to be an important aspect of \nour ability to prosecute in certain of these important cases, \nnot all; and not--and we are not talking about a common part of \nit. We are talking about in extraordinary circumstances.\n    We have to leave that door open, and I would just implore \nthe Congress not to close that door, and if that statement \nmeans the door should be closed to the use of that kind of \nevidence, then I think that is unacceptable.\n    The President has said, yes, as it was suggested, we could \nwait until the end of the conflict to prosecute or we could \ndrop the prosecutions. I think from the President's \nperspective, both of those options at this point are \nunacceptable."
"skelton","Mr. Skelton","skelton","Mr. Skelton","    Under your proposal, who would be the persons \ncovered by your language in this bill?\n    Mr. Bradbury. The persons who would be subject to the \nmilitary commission trial would be unlawful enemy combatants. \nThere is a definition in the bill that would include those who \nfight on behalf of terrorist organizations like al Qaeda, and \nit would be limited to unlawful enemy combatants who commit \nviolations of the law of war. So it would not apply to \nprisoners of war (POWs) or protected persons under the Geneva \nConventions, and the legislation would expressly stipulate that \nthose protected persons would be tried even for their war \ncrimes by courts-martial or other tribunals and not by these \nmilitary commissions."
"skelton","Mr. Skelton","skelton","Mr. Skelton","    How about those that violate human rights?\n    Mr. Bradbury. Well, some of the war crimes are also crimes \nagainst humanity, but what we are talking about here is enemy \ncombatants who have been engaged in supporting hostilities \nagainst the United States. So fundamentally we are talking \nabout war crimes and enemy combatants. This is a law of war \nparadigm."
"skelton","Mr. Skelton","skelton","Mr. Skelton","    May I ask you what I posed in my opening \nstatement? I know you have been working on this for quite some \ntime, but we just received this yesterday. Would you explain to \nthe committee why we didn't have it at least several days \nbefore?\n    Mr. Bradbury. Well, I can certainly say we have worked very \nhard, as I believe you know, Congressman, for two months on \nthis project, coming off the court's decision, and much of that \nwork involved consultations with the armed services and \nmilitary lawyers and the Department of Defense; and much, much \nwork was done, many changes were made in the legislation as it \nevolved.\n    I think a lot of improvements were made. I think these \ngentlemen and their staffs provided terrific input that \nimproved the bill significantly. And in addition to that \nprocess, there was extensive consultation with various Members \nof Congress and their staffs.\n    I walked through proposals, draft language with members and \nwith staff and took suggestions, and the product continued to \nevolve right up until days before we submitted it. So I think \nwe have benefited from that continued work."
"skelton","Mr. Skelton","skelton","Mr. Skelton","    Did you contact any person on our side of the \naisle regarding this?\n    Mr. Bradbury. There were consultations, yes."
"skelton","Mr. Skelton","skelton","Mr. Skelton","    Now, you did not put this within the structure \nof the Uniform Code of Military Justice; is that correct?\n    Mr. Bradbury. It actually is modeled closely on----"
"skelton","Mr. Skelton","skelton","Mr. Skelton","    No, no, no, no. I am not talking about \nmodeled. I am talking about within the structure of the Uniform \nCode of Military Justice.\n    Mr. Bradbury. We adopted the structure of the Uniform Code \nof Military Justice for this Code of Military Commissions. So \nit does reflect almost the entire structure of the Uniform Code \nof Military Justice for courts-martial with certain key \ndifferences, as we have pointed out. But it would be--you are \nright, Congressman, it would be a separate code and a separate \nprocedure, because the President feels very strongly that these \nproceedings and these trials for enemy combatants, for unlawful \nenemy combatants should be kept separate from the court-martial \nproceedings that we use for our own troops."
"skelton","Mr. Skelton","skelton","Mr. Skelton","    I won't be short, but let me ask you just a \ncouple more questions.\n    The former detainees that have just been turned over to the \nDepartment of Defense, what is that--15; what is the number?\n    Mr. Bradbury. Fourteen."
"skelton","Mr. Skelton","skelton","Mr. Skelton","    Fourteen. The intention is that they be tried \nunder whatever law Congress passes; is that correct?\n    Mr. Bradbury. I think the intention is that all of their \ncases will be reviewed for trial--for possible prosecution \nunder the military commission procedures that come out of this \nprocess. So we will seek to prosecute them. There is no \nguarantee that prosecutions will move forward.\n    They remain enemy combatants, and we will hold them either \nway, but the hope and the intent is that as quickly as possible \nafter legislation is in place, we will review their cases and \nmove them forward for possible prosecution."
"skelton","Mr. Skelton","skelton","Mr. Skelton","    Does your proposal include the protections \nunder the Geneva Common Article 3?\n    Mr. Bradbury. Yes, it does, Congressman. We think the \nprocedures for these military commissions would fully satisfy \nthe requirements for the Common Article 3."
"skelton","Mr. Skelton","skelton","Mr. Skelton","    Does it state that?\n    Mr. Bradbury. Yes."
"skelton","Mr. Skelton","skelton","Mr. Skelton","    Thank you.\n    The Chairman. Thank the gentleman.\n    The gentleman from New Jersey, Mr. Saxton.\n    Mr. Saxton. Thank you, Mr. Chairman.\n    Mr. Bradbury, as I read the Administration proposal, it \nseems fairly clear that the proposal would target not only \nmembers of the organization that we call al Qaeda, but it would \ntarget other individuals from organizations who are in the \nbusiness of carrying out asymmetrical warfare that we generally \nrefer to as terrorism.\n    Let me ask you a hypothetical question.\n    In the case of Hezbollah, which is clearly a state-\nsponsored organization and an organization that clearly targets \ncivilians, in the event that the U.S. captures a member of \nHezbollah--incidentally, an organization that has killed more \nAmericans than any organization other than al Qaeda--under what \ncircumstances, I guess is the question, could that member of \nHezbollah be tried under the military commission that you have \nproposed?\n    Mr. Bradbury. Congressman, I believe it would only be if it \nwere determined that Hezbollah is engaged in hostilities \nagainst the United States. Again, this is an armed conflict \nlaw, war paradigm, and it is clear that we are at war with al \nQaeda and its affiliates. So that would be--that is a \nprerequisite here, that you are in a--essentially, a state of \narmed conflict; hostilities are going on, or have gone on, and \nthe organization in question is engaged in or supporting those \nhostilities against the United States.\n    Mr. Saxton. I would suspect that if a member of Hezbollah \nwere to kill a United States citizen, that would constitute a \nreason that the tribunal could be used to prosecute that \nperson?\n    Mr. Bradbury. Well, I am going to hesitate to give a \nblanket answer on that. I think that, again, there would need \nto be a state of hostilities or have been a state of \nhostilities between the organization and the United States, and \nthe act of one person does not make a state of hostilities.\n    Mr. Saxton. Thank you, Mr. Chairman.\n    The Chairman. Thank the gentleman.\n    The gentleman from South Carolina, Mr. Spratt."
"spratt","Mr. Spratt","skelton","Mr. Skelton","    Mr. Bradbury, from your testimony, I gather \nthat you don't believe that the detainees currently held can be \nadequately tried under existing law, including the Uniform Code \nof Military Justice.\n    Mr. Bradbury. Well, Congressman, that actually is not a \njudgment for me to make. But I have talked to some prosecutors \nwho would likely be involved, and I think the strong view is \nthat we need flexible procedures, we need the type of \nprocedures that are reflected in this proposed legislation for \nmilitary commissions, and that some of the limitations under \nthe Uniform Code of Military Justice for courts-martial are \nincompatible with that.\n    For example, speedy trial rights--some of these people have \nbeen held for a long time already. For example, Miranda \nwarnings that would give the accused a right to counsel from \nthe moment he is suspected of having committed a crime, would \nbe incompatible."
"spratt","Mr. Spratt","spratt","Mr. Spratt","    Case law rather than statutory law, isn't it?\n    Mr. Bradbury. It is reflected in--it flows from article 1 \nof the UCMJ, and it is reflected in the manual for courts-\nmartial."
"spratt","Mr. Spratt","spratt","Mr. Spratt","    Let me ask you this. The Justice Department \nissued a statement of facts on June 23, I believe, 2006, \nstating that it had prosecuted--brought to justice 261 \nterrorists or defendants engaged in terrorist-related activity. \nAre you familiar with that fact sheet?\n    Mr. Bradbury. Not very familiar with it, but I am generally \nfamiliar with the issue.\n    Of course, the Department has a Counterterrorism Section in \nits Criminal Division, and other sections of the Criminal \nDivision that are very, very focused on----"
"spratt","Mr. Spratt","spratt","Mr. Spratt","    My point is that these 261 were apparently \ntried or the cases were processed under the existing rules of \nevidence and criminal procedure, applicable in the U.S. \ndistrict courts; and by the same token under the UCMJ, we have \ncases pending now, battlefield cases where witnesses and \nevidence will have to be taken from the exigencies of the \nbattlefield and brought back to some court.\n    We have got these cases being tried now--have been tried in \nthe past successfully; 261 were prosecuted. How did you do it \nwith respect to these defendants?\n    Mr. Bradbury. Well, Congressman, obviously we will use \nevery tool at our disposal to fight this war, and sometimes \nthat means criminal prosecutions, many of those prosecutions \nare for--they are not for law-war violations, but for \ntraditional crimes. Some of them are crimes like immigration \nviolations, fraud, other things short of terrorism, because we \nwill use every tool we can to bring the terrorists off the \nstreets and if we can prosecute them for crimes, we will."
"spratt","Mr. Spratt","spratt","Mr. Spratt","    Has the Justice Department overstated the \ncharacter of these particular defendants? Have you called \npeople ``terrorists'' who really were----\n    Mr. Bradbury. No, I don't think so.\n    I think that there are a lot of people who, we have reason \nto know, are involved in plotting terrorist activity. What you \nwant to do is not wait until the terrorist act is complete \nnecessarily in every case and prosecute them for a complete \nterrorism crime; but rather, get them, prosecute them, put them \nin prison for any crime that you can prosecute them for if that \nmeans you are actually preventing a terrorist action from \nultimately occurring."
"spratt","Mr. Spratt","spratt","Mr. Spratt","    Let me ask you a bit different question because \nmy time is limited.\n    If you had this additional chapter to the UCMJ, and dealing \nwith and substantiating military commissions, I suppose you \nwill have to create the procedural rules that accompanied this \ntribunal, in addition, will you restate substantive law? And if \nyou do restate, reformulate, substantive law, is that an ex \npost facto problem here?\n    Mr. Bradbury. Well, in the proposal that the President sent \nup, all of the substantive offenses that would be triable by \nmilitary commission would be specified by Congress in the \nlegislation, and the Secretary of Defense would not have \ndiscretion to define new substantive offenses.\n    All of these offenses, we think, are offenses that have \npreexisted under international law, laws and customs of war, \nand the evolving notion of what is a war crime or properly \ntriable by military commission. We don't think there would be \nan ex post facto issue with any of them, and that is including \na crime of conspiracy, which we would specify to clarify that \nthat is a preexisting offense under the laws of war.\n    But to the first part of your question, absolutely, we \nwould anticipate; and it would specify in the legislation that \nthe Department of Defense would have to promulgate rules, \nincluding rules of evidence and other rules of procedure, for \nthese trials and would have to submit those to this committee \nand the Senate Armed Services Committee. Within a certain \nnumber of days after the legislation is passed, you would have \nan opportunity to review those.\n    We would anticipate that these rules would be, in effect, a \nmanual of military commissions, much as was described and just \nas exists for court-martial proceedings. There is a manual of \ncourts-martial, and in fact in a lot of respects it will look \nquite similar, I think, with certain key differences in some of \nthese areas that we have talked about today.\n    The Chairman. Thank the gentleman.\n    The gentleman from Texas, Mr. Conaway."
"conaway","Mr. Conaway","spratt","Mr. Spratt","    Thank you, Mr. Chairman. I appreciate your \nholding this hearing today.\n    A quick look at the bill that is in front of us, section or \nsubchapter 6 talks about post-trial procedures. Can you explain \nto us the difference between the appellate procedures that you \ncontemplate under this bill versus the UCMJ; and also talk to \nus--it makes reference to a court of military commission \nreview, and also the court of appeals here in the District of \nColumbia. Can you form all that in to how it is going to work \nonce it is in place?\n    Mr. Bradbury. Yes. What is envisioned in this legislation \nis an appellate process that in some respects is quite similar \nto that for courts-martial and but in other respects is \ndifferent. It would create a court of military commission \nreview, which would be parallel to a court of criminal appeals \nthat hears appeals from courts-martial.\n    One key difference is, the court of military commission \nreview would only hear and decide issues of law on appeal, just \nlike a traditional appellate court that we are all used to in \nthe article 3 context, whereas for courts-martial of our own \ntroops, the court of criminal appeals in the court-martial \nprocess can review questions of fact as well as law, can \nessentially interpose a different view on questions of fact.\n    We don't think that is--that is not necessary, that--that \nis a procedural protection for our own troops that actually \ngoes beyond what is provided in article 3 courts for regular \ncriminal defendants. We don't think it is appropriate to \nprovide that level and not necessary to provide that level of \nreview and procedural protection here, but there would be a \ncourt of military commission review that could decide issues of \nlaw and overturn decisions of the military commission trial on \nquestions of law.\n    In addition, because the government would not have a right \nto appeal a judgment of acquittal from the military \ncommissions, the government, just as in traditional criminal \nprosecutions in article 3 courts, has to have a right of \ninterlocutory appeal to this court of military commission \nreview where, for example, the military judge has made a \ndecision to exclude key evidence of the government or has \ndecided a dispositive issue against the government. At that \npoint, the government needs to have an interlocutory appeal up \nto this court of military commission review.\n    Then, from the court of military commission review, which \nis in the Department of Defense, we would provide an appeal as \na right in all cases, from all convictions for the accused, to \nthe U.S. Court of Appeals for the District of Columbia \nCircuit--the D.C. Circuit, pursuant to the scope or the \nstandards of review that are in the Detainee Treatment Act that \nCongress already decided on and debated back in December; and \nthat is, the court of appeals can review whether the military \ncommission applied the correct standards and procedures and \nwhether the trial proceeding and the conviction were consistent \nwith the laws and Constitution of the United States.\n    And the Detainee Treatment Act (DTA) currently limits the \nappeal as a right to sentences that are longer than 10 years, \nor sentences of death; and if it is a sentence shorter than 10 \nyears, it is a discretionary petition for review under the DTA. \nWe would change that in this legislation and make it an appeal \nas a right from all convictions to the D.C. Circuit; and then, \nfinally, of course, the accused could petition the Supreme \nCourt for certiorari review from that.\n    So it is similar in some respects to the military \ncommission review process, but differs because of the Detainee \nTreatment Act. We think it is appropriate not to reopen that \ndebate, but to leave that review and those standards as set in \nthe DTA."
"conaway","Mr. Conaway","conaway","Mr. Conaway","    Thank the gentleman.\n    Mr. Chairman, thank you for the----\n    The Chairman. I thank the gentleman. The gentleman from \nTexas, Mr. Ortiz."
"ortiz","Mr. Ortiz","conaway","Mr. Conaway","    Thank you, Mr. Chairman.\n    You know, we are going through very serious times, critical \ntimes; and we see where some of the Coalition members have \neither withdrawn, quit in Afghanistan, in Iraq. Have we \nconsulted with our allies, those that have signed up in an \nagreement to what the Geneva Conventions do? And is this the \nright time to be doing this when we are in the middle of two \nwars?\n    Any of you that would like to answer that question.\n    Mr. Bradbury. Well, I will jump in first.\n    There has been extensive consultation with our allies and \nthe Coalition members by the Department of State, the Secretary \nof State, the President about all aspects of the joint effort \nin this war on terror. I actually think that the State \nDepartment would probably tell you that our allies, by and \nlarge, will welcome a move toward military commission \nprosecutions for these enemy combatants.\n    I think it is probably fair to say that our allies have \nfavored that kind of treatment of enemy combatants rather than \na situation where there is less definition and certainty about \nwhat is going to happen down the road. I think they will also \nfavor generally the idea of a more elaborate and \ncongressionally determined set of rules for the military \ncommission process.\n    So I think there has been a lot of consultation on this, \nand I think this will be whatever Congress decides to do here; \nand once we get this process up and running, will probably be \nviewed as a significant move forward by the international \ncommunity, I think."
"ortiz","Mr. Ortiz","ortiz","Mr. Ortiz","    Would anybody else like to respond?\n    Admiral MacDonald. Congressman I would just say that you \nasked the question about, is this the right thing to do, \nconsidering we have--we are currently engaged in a war in \nAfghanistan and Iraq.\n    I think I would agree with the President's comment \nyesterday: It is imperative that we move forward on military \ncommissions. This is going to be a long war against terrorism, \nand we need--we need a set of procedures and rules to handle \nthe unlawful enemy combatants that we are taking off the \nbattlefield.\n    Colonel Reed. Congressman, I would also add that this has \nbeen shared and discussed with the combatant commanders, \nspecifically the geographic combatant commanders; and I cannot \nspeak to the discussions that they may have with the various \nrepresentative countries within the AOR, but generally \nspeaking, the combatant commanders uniformly follow on the line \nthat Admiral MacDonald just articulated."
"ortiz","Mr. Ortiz","ortiz","Mr. Ortiz","    One of the reasons that I ask is because the \nGeneva Convention has been there for many, many years; and all \nof a sudden, you know, we have to do something like this. Maybe \nit is needed.\n    What a lot of people don't understand is the perception out \nthere, and I just want to be sure that what we do is the right \nthing to protect our soldiers as well.\n    Admiral MacDonald. Congressman, I think it is the right \nthing to do. I think one of the things that nobody anticipated \nwas the Hamdan court's declaration that Common Article 3 \napplies in this conflict. I think nobody believed that these \ntypes of detainees, unlawful enemy combatants, would be \nafforded Common Article 3 rights.\n    We now have the Hamdan decision, the Supreme Court has \nspoken, and we need--we need to take action now to comply with \nthe Supreme Court's decision; and passing legislation on \nmilitary commissions will help us do that.\n    General Dunlap. I agree with that, sir. We need to go \nforward with the commission process. We need to do it right and \nwe need to have the right processes. But I do believe that it \nwill facilitate waging the Global War on Terror to be able to \ndeal with the detainees that we have through the military \ncommission process."
"ortiz","Mr. Ortiz","ortiz","Mr. Ortiz","    Thank you. I don't have any further questions.\n    Thank you, Mr. Chairman.\n    The Chairman. Thank the gentleman. The gentleman from \nMinnesota, Mr. Kline."
"kline","Mr. Kline","ortiz","Mr. Ortiz","    Thank you, Mr. Chairman. Thank you, gentlemen, \nfor being here. Fairly confusing for those of us who aren't \nlawyers, don't watch enough TV to even pretend that we are.\n    But let me just--I will go to you, Mr. Bradbury, first, \njust very quickly, make sure that I understand. If this \nlanguage were to pass exactly as it is, the government could \nchoose when and if to bring somebody before a commission; is \nthat correct?\n    Mr. Bradbury. Yes."
"kline","Mr. Kline","kline","Mr. Kline","    So, in theory, someone could not be brought \nbefore a commission for years----\n    Mr. Bradbury. Correct.\n    Okay. Fine. If someone is brought before the commission and \nis found guilty, we have this appeals process that you just \nexplained to Mr. Conaway. If they are found not guilty, they \nare immediately released; is that correct?\n    Mr. Bradbury. Not necessarily. They remain enemy \ncombatants, and under the laws of war, we can hold them while \nthe hostilities are going on.\n    Now, that is not for punishment purposes. So there is a \nvery big difference, I think, certainly morally and in the \nsight of the victims of their war crimes between simply holding \nthem as combatants under laws of war and punishing them.\n    Punishment, of course, can include up to and including the \npenalty of death for depending on the seriousness of their \ncrimes. We are not in a position today to punish them for what \nthey have done. We are simply holding them to protect the \ncountry, but we have a right to continue to do that."
"kline","Mr. Kline","kline","Mr. Kline","    Even after they are found not guilty.\n    That sort of brings me to the point that the other \ngentlemen were talking about earlier. If you bring them before \na commission, and in the process you determine, the government \ndetermines that there is some evidence that they cannot use, \nthey can stop the process; is that correct?\n    Mr. Bradbury. Well, that--that certainly--if that is the \ncase, if there is evidence that is foreclosed from the \ngovernment's case that is critical or essential to the \ngovernment's prosecution, the government would be forced to \ndrop the prosecution as an alternative or await the end of \nhostilities, whenever that might be."
"kline","Mr. Kline","kline","Mr. Kline","    So the unlawful combatant would just continue to \nbe detained and the trial process would stop, at least for that \ntime under those circumstances?\n    Mr. Bradbury. Yes. But the victim's interest in seeing \nretribution done and justice done would be thwarted."
"kline","Mr. Kline","kline","Mr. Kline","    Exactly.\n    The Chairman. Would the gentleman yield on that?"
"kline","Mr. Kline","kline","Mr. Kline","    I would be happy to yield.\n    The Chairman. I thank the gentleman, because I think in his \nown talented way, he has gotten to--talked, reflected back on \nthis problem that we talked about earlier, this challenge.\n    What you are saying, Mr. Bradbury, is that if the \ngovernment has--if its major piece of evidence that would be \nnecessary for a conviction would require the disclosure of an \nagent whom we can't afford to disclose, at that point the \ngovernment would have a choice. The choice would be to try to \nproceed without the evidence.\n    But if it is apparent that it is not going to work, that \nthat is a central piece, they would--rather than disclose the \nagent, they could simply continue to keep the person as a \ncombatant, and the agent's testimony that, in fact, he saw the \nalleged terrorist undertaking actions which were indicative of \nhis combatant status, that certainly could be considered in \nterms of simply holding him.\n    Now there is obviously going to be--at that point you are \ngoing to have habeas filings, you are going to have all kinds \nof attempts by the defense counsel to--I would think, at that \npoint, to effect a release.\n    But if your answer to Mr. Kline's statement is, as I heard \nit, you could simply keep them warehoused, where they can't go \nback to the battlefield even though you can't proceed with the \nprosecution, is that accurate?\n    Mr. Bradbury. That is true, but we would--we would ask that \nCongress keep the door open for the possibility that that \nprosecution could move forward under strict limitations and in \norder to guarantee fairness, because, I think, as the President \nsaid yesterday, he views it as unacceptable that we would \nsimply have to warehouse them and hold them when we want to \nprosecute them. And in those cases where they have committed \nserious war crimes and we want to prosecute them, he thinks it \nis time to move forward, and then we have procedures that would \nenable us to do that."
"kline","Mr. Kline","kline","Mr. Kline","    Thank you.\n    I was going to reclaim my time, but I see it just went \naway. I had some trial language.\n    The Chairman. You go right ahead."
"kline","Mr. Kline","kline","Mr. Kline","    Let me just run this sort of trial language that \nwe have been looking at here--I have been looking at for the \nlast several minutes.\n    Going back to the issue of classified--we are really \ntalking about classified material here. If you put language in \nthat said, quote, ``The admission of evidence that has not been \nprovided to the accused that constitutes the sole evidence of a \nmaterial fact in issue does not by itself deprive the accused \nof a full and fair trial.''\n    That is--you know, that is why I am not a lawyer. I have to \nread this. But could I just whip down the line and get your \ncomments, whether that language would be acceptable or not \nacceptable?\n    Mr. Bradbury. Well, I am sorry, Congressman. Would that be \na statement in the legislation from Congress to that effect?"
"kline","Mr. Kline","kline","Mr. Kline","    Yes. Insert it in the legislation.\n    Mr. Bradbury. Or would that be a finding that the military \njudge----"
"kline","Mr. Kline","kline","Mr. Kline","    Insert in the legislation.\n    Mr. Bradbury. Well, again, I guess I would say that I would \ndiscourage black-and-white rules being put in by a statute as \nto admissibility questions or questions like that. I would \nthink that the military judge, under the circumstances in a \nparticular case with a particular piece of evidence, may \nconclude that it is consistent with a full and fair trial for \nthat to be the sole evidence of a particular fact.\n    Now, the accused is always going to claim that every fact \nis material fact when it comes to that. At the same time, in a \ngiven case, the military judge may determine that it is not \nconsistent with a full and fair trial under all the \ncircumstances here for that to be the sole evidence of that \nparticular fact. And that should be the military judge's \njudgment, based on the circumstances, based on the evidence, \nbased on everything available to him; and it shouldn't be \nprejudged by Congress in statute. That is basically the message \nthat I am suggesting."
"kline","Mr. Kline","kline","Mr. Kline","    Okay. Thank you.\n    I see that the light is now bright red, so Mr. Chairman, \nthank you. I yield back.\n    The Chairman. Thank the gentleman.\n    The gentleman from Mississippi, Mr. Taylor."
"taylor","Mr. Taylor","kline","Mr. Kline","    Thank you, Mr. Chairman. I am going to yield to \nthe gentleman from Tennessee, Mr. Cooper."
"cooper","Mr. Cooper","taylor","Mr. Taylor","    Mr. Bradbury, the last time you testified \nbefore this committee, I asked you about your quote that the \nPresident is always correct. And then you testified to this \ncommittee that you had been joking when you said that. I trust \nyou are not joking today.\n    Mr. Bradbury. I am not trying to be humorous. I think I \nlearned my lesson that last time."
"cooper","Mr. Cooper","cooper","Mr. Cooper","    What we and the American people are seeing \ntoday is one civilian Justice Department official, four JAG \ngenerals and a JAG colonel, and my constituents back home are \nmore likely to believe the four JAG generals and the JAG \ncolonel. In fact, trust in our uniform military is something \nthat I think we have not seen enough of from this \nAdministration, and all of the witnesses wearing a uniform have \nexpressed misgivings, concerns about the legislation. I wish \nyou had consulted them more in drafting this.\n    Today, in The Wall Street Journal, one of your predecessors \nat the Justice Department, John Yoo, is quoted as saying that \nbasically the bill you are offering Congress today is no \ndifferent from what you have been doing before. And how are the \nSupreme Court justices going to react to that, having \noverturned your procedures for the last 4 or 5 years, and here \nis the man who wrote those procedures saying, hey, what you are \noffering us is more of the same?\n    Mr. Bradbury. I haven't seen that quote, but I find that an \nextraordinary statement, really, because this 85-page----"
"cooper","Mr. Cooper","cooper","Mr. Cooper","    Let me read it to you. If you haven't seen the \nquote, let me read it to you.\n    ``it does not look like the procedures for these \ncommissions differ in any significant way from the rules \nalready in place before. The only difference is that the \nPresident is seeking Congress' explicit support.'' so in terms \nof the substantive law, Mr. Yoo is saying, no change. But let \nme get to some particular points here.\n    As our chairman began this hearing, our foremost goal \nshould be to protect America and to protect the American \npeople. I would like to ask you, what, if anything, in this \nlegislation protects an American citizen who is accused of one \nof these crimes? Because the way I read the law, it is all \nabout alien enemy combatants.\n    We have had American citizens detained for a period of over \nthree years without charges. So I would like to ask you, what \nis the legal limit for holding an American citizen without \ncharges? Is it one year? Is it two years? Is it three years?\n    Mr. Bradbury. Well, two things. Number one, no American \ncitizen would be subject to these procedures. None of these \nmilitary commission procedures could be used with an American \ncitizen, and that is clearly provided for in the law."
"cooper","Mr. Cooper","cooper","Mr. Cooper","    So this law is doing nothing to protect the \nrights of an American who is being held without charges for a \nperiod of several years, as has been done by this government?\n    Mr. Bradbury. Any American--consistent with this statute, \nany American citizen who is tried for war crimes or any other \ncrimes would get the full protections of the Article 3 court in \ntraditional criminal proceedings.\n    An American citizen or an alien, it doesn't matter who, \nengaged in armed conflict against the United States and is \nproperly classified as an enemy combatant, may be held under \nthe laws of war as an enemy combatant. That is not to punish \nthat person, that is not for crimes committed; that is because \nof their involvement in hostilities against the United States. \nAnd the Supreme Court in the Hamdan case affirmed that general \nright of the government to hold enemy combatants, even \nincluding U.S. citizens.\n    But as you say, very, very few cases such as that."
"cooper","Mr. Cooper","cooper","Mr. Cooper","    How long should an American citizen be held \nwithout charges?\n    Mr. Bradbury. Well, any enemy combatant under the laws of \nwar can be held during the pendency of hostilities.\n    As you have seen recently----"
"cooper","Mr. Cooper","cooper","Mr. Cooper","    Without charges, even if they are American \ncitizens?\n    Mr. Bradbury. As you have seen recently with the case of \nMr. Padilla, he was being held as an enemy combatant and--had \nbeen designated as an enemy combatant by the President and was \nheld, and then was transferred over to the custody of the \nDepartment of Justice and charges were brought. And he is down \nin Florida."
"cooper","Mr. Cooper","cooper","Mr. Cooper","    So three years is okay, being held without \ncharges?\n    Mr. Bradbury. There isn't a hard and fast rule under laws \nof war. As you know, we have held some enemy combatants at \nGuantanamo Bay."
"cooper","Mr. Cooper","cooper","Mr. Cooper","    I am talking about American citizens. So three \nyears is okay?\n    Mr. Bradbury. It depends on the circumstances and we are \ntalking about----"
"cooper","Mr. Cooper","cooper","Mr. Cooper","    That is what the government has done.\n    Mr. Bradbury. What the government has done----"
"cooper","Mr. Cooper","cooper","Mr. Cooper","    Three years is okay?\n    Mr. Bradbury. The law of war says you can hold an enemy \ncombatant for the duration of the hostilities. That is a right \nthat every country has, and the Supreme Court affirmed the \nability of the United States to do that.\n    Again, there have been extremely few cases such as you \ndescribed."
"cooper","Mr. Cooper","cooper","Mr. Cooper","    Let me ask about the disclosure by the \nPresident of the extraordinary rendition program. If any other \ngovernment official had done that, that would have been a \nsecurity breach, right, without his permission?\n    Mr. Bradbury. Well, of course the President has the \nauthority under the Constitution to protect classified sources \nand methods and to make decisions about what should be \nclassified and what shouldn't. And also the Director of \nNational Intelligence can declassify information.\n    So the President has the ability to make decisions about \ndisclosures of information when it is in the national interest \nof the United States that others who are not classifying \nauthorities may not have."
"cooper","Mr. Cooper","cooper","Mr. Cooper","    And his decision had nothing to do with the \nproximity of the upcoming election?\n    Mr. Bradbury. I think he explained the timing of his \ndecision in his remarks yesterday."
"cooper","Mr. Cooper","cooper","Mr. Cooper","    Let me ask you about the President's signing a \nstatement. When he signed the McCain anti-torture language into \nlaw, didn't the President reserve to himself the authority to \ninterpret that language as he alone saw fit under his powers as \ncommander in chief and as a unitary executive?\n    Mr. Bradbury. Well, it is--one of the things I do is \nprovide legal advice to the executive branch, and it is \ninherent in executive authority if you are going to carry out a \nlaw and execute a law, you will have to interpret what it \nmeans."
