surname,speaker,previous_surname,previous_speaker,speech
break,break,break,break,break
"","","jeffords","Senator Jeffords","    Section 3 of the Nuclear Security Act of 2001 would amend Chapter \n14 of the Atomic Energy Act of 1954 (42 U.S.C. 2201 et seq.) to add \nSection 170C, ``Protection of Sensitive Nuclear Facilities Against the \nDesign Basis Threat.'' Subsection (b)(1) requires NRC to employ the \nnuclear security force at sensitive nuclear facilities. This provision \nis our least favorite part of the proposed legislation. Our concern is \nin having the NRC responsible both for providing security and for \nassessing whether security is adequate. It would seem to create at \nleast organizational tension if not an outright conflict-of-interest \nfor the NRC staff to do both.\n    Federalization of the nuclear security force provides gains to \noffset the conflict-of-interest concern. For example, subsection \n(e)(2)(A) requires the NRC to establish minimum qualification standards \nfor members of the nuclear security force. Currently, the qualification \nstandards for security personnel are established by the plant owners or \nthe companies they've contracted with for security. Consequently, \nthere's a very wide range of ``minimum'' qualification standards.\n    There is also a wide range of working conditions for security \nguards at nuclear plants. Security guards at some plants have told me \nabout good working conditions. They get fair compensation and benefits \nand receive good initial and follow-up training. They reported security \nstaffing levels sufficient to permit adequate coverage of all posts and \nto avoid fatigue associated with chronic overtime. Unfortunately, I \nhave also heard from security guards complaining about poor training, \ndefective equipment, insufficient staffing levels, low pay, lack of \nmedical benefits, and other factors contributing to bad morale. \nFederalization is unlikely to make all security guards content all the \ntime, but it should serve to narrow the gap between the guard forces at \nfacilities where management recognizes their importance and the guard \nforces at facilities where management views them as undesired financial \ndrains.\n    The periodic force-on-force testing conducted by the NRC as \nproposed in Section 4 of the Nuclear Security Act of 2001 could achieve \nthe same positive gain as would result from federalizing the nuclear \nsecurity force. Plant owners who currently undervalue their security \nguards would likely have to change that outlook in order to attain the \nrequired performance levels on the 2-year force-on-force tests."
break,break,break,break,break
"","","jeffords","Senator Jeffords","                  PROTECTION AGAINST INSIDER SABOTAGE"
break,break,break,break,break
"","","jeffords","Senator Jeffords","    As detailed above, the proposed legislation contains many \nprovisions that individually and collectively improve nuclear facility \nsecurity. The only element potentially missing from the proposed \nlegislation is adequate protection against insider sabotage. Subsection \n(c)(1)(A)(iv) of the proposed amendment to Chapter 14 of the Atomic \nEnergy Act of 1954 (42 U.S.C. 2201 et seq.) outlined in Section 3 of \nthe Nuclear Security Act of 2001 requires the NRC to revise the design \nbasis threat to include several nuclear workers assisting in an attack. \nSubsection (b)(2) requires the NRC to ``develop and implement a \nsecurity plan for each sensitive nuclear facility to ensure the \nsecurity of all sensitive nuclear facilities against the design basis \nthreat.'' UCS recommends that the Committee consider strengthening the \nproposed language by revising it to explicitly incorporate the \nfollowing items, obtaining a firm commitment from the NRC to include \nthese items as appropriate in the security plans, or providing clear \nguidance on expectations regarding these items in the Committee reports \naccompanying the bills:\n    <bullet> Two person rule for vital areas.--Authorized individuals \ntypically gain entry to vital areas within nuclear facilities using \ncomputerized access cards. An authorized individual could thus enter \nvital area(s) alone and tamper with safety equipment. Adoption of the \ntwo-person rule for vital area entry would eliminate the opportunity \nfor a single person acting alone to attempt sabotage.\n    <bullet> In-plant security cameras.--The majority of security \ncameras in use today at nuclear facilities protect against unauthorized \nintrusion to the site. Fewer security cameras are deployed inside the \nfacility to protect against sabotage. Installation of additional \nsecurity cameras within the nuclear facility would provide greater \nprotection against sabotage by workers.\n    <bullet> Security guard accompanying visitors in vital areas.--\nUnder certain conditions, a single authorized individual can escort \nfive visitors into vital areas without being accompanied by a security \nguard. These visitors have had no background investigations other than \na perfunctory check using the social security numbers they provide. The \npotential exists for an insider to arrange for the external attackers \nto enter the facility as visitors and then escort them into vital \nareas. Requiring all visitors into vital areas to be accompanied by a \nsecurity guard provides substantive protection against this threat.\n    <bullet> 50.59 screenings for insider sabotage.--10 CFR 50.59 \nrequires proposed modifications to nuclear facilities and planned \nchanges to procedures to be reviewed for possible erosion of safety \nmargins. Safety margin reductions must be approved in advance by the \nNRC. But these 50.59 screenings do not specifically require an \nevaluation of whether the changes provide insiders with greater \nopportunities for sabotage. For example, a temporary configuration \nduring a refueling outage may reduce response time to less than that \navailable when the plant is operating. The insider may elect to attempt \nsabotage during this vulnerable period. If this vulnerability was \nidentified, it would be possible to compensate for it by posting a \nsecurity guard by essential equipment during the temporary alignment. \nRequiring 50.59 screenings to explicitly assess insider sabotage \nprovides substantive protection against this threat.\n    <bullet> Compensation for longer testinglinspection intervals.--In \nrecent years, the NRC has allowed plant owners to lengthen the interval \nbetween tests and inspections of safety equipment. The reductions in \ntesting/inspection frequencies have been justified using actual \nexperience of component failure rates. Longer testing/inspection \nintervals-particularly when their schedules are readily available-\nprovide insiders with ample opportunities to plan and execute a \ncampaign of tampering with safety equipment over time with the aim of \ndisabling all mitigating and containment systems when sabotage is \nultimately attempted. These opportunities should be lessened by the NRC \n(a) recognizing that equipment tests and inspections also guard \nagainst-sabotage and therefore intervals must not be solely based on \nobserved failure rates, or (b) requiring random tests/inspections to be \nconducted if the intervals are solely based on observed failure rates.\n    <bullet> Providing operators with anti-sabotage training.--The \nNRC's Generic Fundamentals Examination Question Bank for boiling water \nreactor (BWR) operator license candidates has 959 pages of questions \nwhile the NRC's Generic Fundamentals Examination Question Bank for \npressurized water reactor (PWR) operator license candidates has 977 \npages of questions Not a single one of the literally hundreds of \nquestions directly deals with how to defend the plant from an insider \nattempting radiological sabotage. Operator candidates receive classroom \ninstruction and control room simulator training on how to cope with \npostulated pipe breaks, pump failures, and power outages. Licensed \noperators receive annual retraining on these subjects. Training \noperator candidates and licensed operators on how to respond to \nscenarios such as an insider attempting to take over the control room \nor an insider manipulating switches from the remote shutdown panel \nwould supplement the skills they develop to handle nonsabotage \nemergencies.\n    In summary, UCS supports both S. 1586 and S. 1746 and hope that \nboth bills become law. If only one part of the bills became law, we'd \nprefer that it be the part requiring the NRC to conduct force-on-force \nsecurity tests at each nuclear facility at least once every 2 years. If \nonly one part of the bills didn't become law, we'd least miss the part \nfederalizing the nuclear security forces."
break,break,break,break,break
"","","jeffords","Senator Jeffords","                                 ______"
break,break,break,break,break
"","","jeffords","Senator Jeffords","          Responses by David Lochbaum to Additional Questions \n                          from Senator Clinton"
break,break,break,break,break
"","","jeffords","Senator Jeffords","    Question 1. In your testimony, you stated that you thought ``the \nmost valuable portion of the proposed legislation is Section 4'' to \ncreate on Operation Safeguards and Response Unit within the NRC. Can \nyou please comment on Chairman Meserve's testimony, which indicated \nthat this aspect of the legislation has already been accomplished and \nis therefore unnecessary?\n    Response. On April 7, 2002, the Nuclear Regulatory Commission \nestablished an Office of Nuclear Security and Incident Response to \nconsolidate the agency's efforts for nuclear facility security. This \noffice is in many ways superior to the Operation Safeguards and \nResponse Unit described in the proposed legislation. For example, it \nreports at a more senior level within the NRC than was proposed for the \nOperation Safeguards and Response Unit. However, we disagree with \nChairman Meserve that the objective of the proposed legislation has \nalready been accomplished. The proposed legislation in Section 4 of the \nNuclear Security Act did not merely shuffle and rename bureaucratic \npieces. It charged the Operation Safeguards and Response Unit with \nperforming force-on-force security exercises at all nuclear facilities \nunder NRC's purview at least once every 2 years. The newly established \nOffice of Nuclear Security and Incident Response would conduct these \nsecurity exercises, but the NRC did not require it to conduct exercises \nat all, let alone once every 2 years. Thus, the actions taken by the \nNRC on April 7th were a step in the right direction, but they remain \nseveral steps shy of the destination. The proposed legislation in \nSection 4 will move the agency the remaining steps. Absent this \nlegislation, those steps might not be taken."
break,break,break,break,break
"","","jeffords","Senator Jeffords","    Question 2. In your testimony, you talked about NRC's resource \nconstraints, which apparently inhibited the Commission's ability to run \nforce-on-force exercises at the plants. Can you provide more detail on \nthis issue and explain how the legislation we are considering today \naddresses that issue?\n    Response. In June 1998, the Senate Appropriations Committee \nsuggested that it would cut the NRC's budget by approximately 40 \npercent. In the ensuing discussions regarding this suggestion, the \nbudget cut was scaled back to a much more modest reduction. The \nAppropriations bill authorizing the NRC's budget required the agency to \nreport monthly to the Congress on its progress in handling specific \nactivities. For example, the NRC reported on goals of completing 95 \npercent of all license amendment applications within 1 year and 100 \npercent of all such applications within 2 years. The NRC did not want \nto miss goals it was reporting to Congress each month. Therefore, the \nagency reallocated staff so as to provide greater assurance that these \ntasks would be completed on time. The NRC was not required to report to \nCongress on its progress in other areas, such as how often it tested \nnuclear plant security. Thus, the aforementioned staff reassignments \nwere from non-reported areas to reported areas. In July 1998, the NRC's \nDirector of the Office of Nuclear Reactor Regulation canceled the \nforce-on-force security testing program that the agency had been \nconducting since 1991. This cancellation was part of the staff \nreassignments made following the June 1998 budget debates.\n    The proposed legislation would address the problem by providing the \nNRC with a mandate to conduct force-on-force security tests at all \nnuclear facilities at least once every 2 years. The NRC would have to \nrequest in its annual budget sufficient funding to accomplish this \nmandate."
break,break,break,break,break
"","","jeffords","Senator Jeffords","    Question 3. You and others today have expressed concerns about \nfederalizing security at our Nation's nuclear power plants, but you \nhave also indicated that there are certain threats against which plants \ncannot be expected to defend as has the NRC. So how do we best provide \nseam-less security at these facilities?\n    Response. UCS views the Design Basis Threat (DBT) as the line \nbetween the threat level that individual plant owners must defend \nagainst and the larger threat level that the Federal Government is \nexpected to defend against. The best way to provide seam-less security \nwould be to require the NRC to promulgate regulations analogous to \nthose in Appendix E to Title 10 of the Code of Federal Regulations. The \nNRC promulgated Appendix E to require all nuclear plant owners to have \nan emergency plan in case of accidents. The regulations include \nprovisions for periodically testing the emergency plan with exercises \ninvolving local, state, and Federal agencies. Collectively, these \nregulations help assure that all of the entities that would need to \nfunction following a nuclear plant accident have procedures in place \nalong with adequate training. During the hearing on June 5th, the \nCommittee heard testimony praising the effectiveness of emergency \nplanning.\n    Comparable regulations could require nuclear plant owners to have \nformal plans in case of larger than DBT attacks. Periodic exercises of \nthe plans would enable U.S. military, State National Guardsmen, local \nlaw enforcement, U.S. Coast Guard, and other entities to demonstrate \ntheir proficiencies. As in the case of emergency planning, it would \nseem most appropriate for the NRC to be responsible for bringing these \nvarious authorities together to ensure adequate nuclear plant security. \nIf it promulgated comparable regulations, the NRC would be positioned \nto assure that plant owners could defend against threats up to and \nincluding the DBT and that other entities could defend against larger \nthreats."
break,break,break,break,break
"","","jeffords","Senator Jeffords","    Question 4. In your testimony, you indicate that the qualification \nstandards for security personnel are established by the plant owners or \nthe companies that the have contracted with for security resulting in a \nwide range of minimum qualification standards. Is this something that \nneeds to be addressed and if so, how? In your opinion, does the \nlegislation being considered today address this issue?\n    Response. We believe that the proposed legislation does address the \nconcern about diverse qualification standards. The force-on-force \nsecurity tests conducted at least once every 2 years as specified in \nSection 4 of the Nuclear Security Act represent a performance standard \nthat is superior to minimum qualification standards. Poor performance \non the security tests would require plant owners to fix the problems, \neither by upgrading the caliber of security guards or by increasing the \nsecurity guard staffing levels to compensate for qualification \nshortfalls. With respect to public health and safety, either option is \nacceptable as long as adequate overall performance is demonstrated by \nthe force-on-force testing."
break,break,break,break,break
"","","jeffords","Senator Jeffords","                                 ______"
break,break,break,break,break
"","","jeffords","Senator Jeffords","          Responses by David Lochbaum to Additional Questions \n                         from Senator Voinovich"
break,break,break,break,break
"","","jeffords","Senator Jeffords","    Question 1. In your testimony, you stated that the second most \nvaluable provision of S. 1746 deals with amending the design basis \nthreat. One of the sections provides for a NRC report to Congress about \nthe changes made to the design basis threat. In your opinion, what do \nyou think the value of making the changes public will have?\n    Response. UCS did not envision the NRC's report to Congress being \npublicly available. Congress receives information from other agencies \nthat is not made public. We thought this report would also be treated \nconfidentially. We considered this report as providing Congress with \nessential information needed to make informed oversight decisions and \nhelping to ensure that the design basis threat remained neither too \nhigh nor too low."
break,break,break,break,break
"","","jeffords","Senator Jeffords","    Question 2. Specifically, what impact does this have on our \nnational security by publishing these changes, and do you think Members \nof Congress should be involved in making decisions about the adaptation \nof this threat analysis?\n    Response. As indicated in our response to Question 1, UCS did not \nenvision that the NRC's report would be publicly available. In that \ncontext, we see no adverse impact to national security. We feel the \nreport would enhance national security by affording Congress the \nopportunity to evaluate threat management for nuclear power plants with \nthreat management in other areas. Armed with this information Members \nof Congress would be better positioned to shore up identified \nvulnerabilities through better definitions of where security surpluses \nexist."
break,break,break,break,break
"","","jeffords","Senator Jeffords","    Question 3. In terms of retired military and law enforcement \nofficials, such as the FBI, what impact do you think federalizing the \nnuclear security force would have on personnel?\n    Response. Based on statements by nuclear industry representatives \nabout their high retention rate for security personnel and our own \ndiscussions with security personnel at several nuclear plant sites, UCS \nbelieves that the majority of people guarding nuclear plants today \nwould be guarding nuclear plants tomorrow in Federal hats if the \nproposed legislation were enacted. Some of the security personnel have \ntold us they are pleased with their labor contacts and are apprehensive \nabout ``trading down'' if federalization occurred. But most of the \nsecurity personnel we have talked with complain about low wages, poor \nhealth plans, insufficient training, and long working hours. They \nconsider federalization was one way, but not the only way, to remedy \nunsatisfactory working conditions.\n    As noted in our written testimony, if one part of the proposed \nlegislation was not enacted, we'd hope it was the federalization part. \nIf the force-on-force security testing part was enacted, we believe it \nwould cause those plant owners who may be currently undervaluing their \nsecurity personnel to remedy any unsatisfactory working conditions."
break,break,break,break,break
"","","jeffords","Senator Jeffords","                               __________\n    Statement of Jack Skolds, Chief Nuclear Officer, Exelon Nuclear"
break,break,break,break,break
"","","jeffords","Senator Jeffords","    Mr. Chairman, members of the committee: I am Jack Skolds, Chief \nNuclear Officer for Exelon Nuclear, the nuclear division of Exelon \nGeneration Company. Exelon Generation is a wholly owned subsidiary of \nExelon Corporation, which was formed in 2000 by the merger of Unicom \nCorporation of Chicago and PECO Energy Company of Philadelphia. Exelon \nGeneration currently owns and operates approximately 37,000 megawatts \nof diversified electrical generation, including 17 nuclear reactors \nthat generate 16,970 megawatts of electricity. Exelon is the largest \nnuclear generation operator in the country with approximately 20 \npercent of the nation's nuclear generation capacity, and the third \nlargest private nuclear operator in the world. We also own 50 percent \nof AmerGen Energy, which is a partnership with British Energy of \nEdinburgh, Scotland. AmerGen owns 3 of the 17 units in the Exelon \nfleet, with plants in Illinois, New Jersey and Pennsylvania.\n    Thank you for the opportunity to appear before you today to discuss \nlegislative proposals addressing several important security issues at \ncommercial nuclear power plants.\n    I would also thank several members of the committee for their \nefforts to investigate the issue of nuclear plant security first-hand. \nSenators Graham, Clinton, Corzine, Smith, Voinovich and Specter have \nall toured nuclear power plants to receive briefings on plant security \nsince September 11, as have several of the committee's staff members. \nIn fact, Senator Specter has toured three of the five nuclear power \nplants in Pennsylvania, including two Exelon facilities.\n    My testimony today will focus on three areas:\n    First, I will address legislative proposals pending before the \nSenate on nuclear plant security.\n    Second, I will provide the Committee with an overview of nuclear \nplant security.\n    Third, I will provide the Committee with recommendations regarding \nactions the Federal Government can take to address nuclear plant \nsecurity issues in the post-September 11th environment.\n    Before addressing these issues, however, let me make a few \npreliminary comments.\n    Let me begin by assuring the Committee that the nuclear power \nindustry is absolutely committed to ensuring that our plants are \noperated safely and that all necessary steps are taken to protect the \nhealth and safety of the public and our employees. No one has a greater \ninterest in protecting the safety and security of nuclear plants than \nthe owners and operators of those facilities.\n    In addition, it is important for the Committee to understand that \ncommercial nuclear power plants are the most well-protected industrial \nfacilities in the United States today. In fact, many businesses are \nturning to the nuclear industry as a model for providing security and \nemergency planning at their industrial complexes.\n    Finally, as the United States acts to strengthen homeland security \nin light of new threats to the nation's security, it is imperative that \nFederal, State, and local officials work cooperatively with nuclear \nplant operators to buildupon the solid foundation of emergency response \ncapabilities that existed prior to September 11th."
break,break,break,break,break
"","","jeffords","Senator Jeffords","                     PENDING LEGISLATIVE PROPOSALS"
break,break,break,break,break
"","","jeffords","Senator Jeffords","    The Committee's letter of invitation requested comments on two \nlegislative proposals pending before the Senate: S. 1586, ``a bill to \namend the Atomic Energy Act of 1954 to authorize the carrying of \nfirearms by employees of licensees, and for other purposes'' and S. \n1746, ``a bill to amend the Atomic Energy Act of 1954 to strengthen \nsecurity at sensitive nuclear facilities.'' My comments will address \nthese bills, as well as H.R. 2983, legislation to reauthorize the \nPrice-Anderson Act of 1954, which was passed by the U.S. House of \nRepresentatives and which is awaiting action by the Senate.\nS. 1586\n    S. 1586, introduced by Senator Jim Inhofe, amends the Atomic Energy \nAct to authorize NRC licensee employees to carry firearms, provides \nlimited arrest authority to such employees, and establishes a fine or \nimprisonment for the sabotage of commercial nuclear facilities. These \nprovisions were submitted to Congress by the Nuclear Regulatory \nCommission several years ago and were approved by the Senate during the \n106th Congress as part of S. 1627, the NRC Fairness in Funding Act of \n2000, and as part of separate appropriations legislation.\n    The nuclear industry testified in support of the provisions as part \nof its testimony on S. 1627 during the 106th Congress, though some NRC \nlicensees have recently expressed concern about the possible legal \nimplications of providing wide-ranging arrest authority to private \nsecurity forces. The industry stands ready to work with the Committee \nto resolve these concerns.\nS. 1746\n    S. 1746, introduced by Senator Harry Reid and other members of the \nCommittee, makes sweeping changes in the manner in which security at \ncommercial nuclear facilities is addressed. Unfortunately, S. 1746 puts \nthe proverbial cart before the horse by mandating radical legislative \nsolutions to issues that have not been identified as problems.\n    Section 3 would substitute a statutorily mandated design basis \nthreat for that developed by the independent Nuclear Regulatory \nCommission and would federalize security at commercial nuclear power \nplants by establishing a nuclear security force within the NRC and by \nrequiring the Commission to develop a security plan for each of the \nnation's sensitive nuclear facilities. Section 3 also levies a tax on \nsensitive nuclear facilities to fund a newly created Nuclear Security \nFund within the Treasury to pay for these massive and sweeping new \nFederal responsibilities.\n    Exelon is concerned about the imposition of a statutorily mandated \ndesign basis threat which prejudges the nature of the design basis \nthreat without a comprehensive review by the NRC in conjunction with \nFederal intelligence and law enforcement agencies. If legislative \naction in this area is deemed necessary, Congress should first direct \nthe President to conduct a comprehensive review with the various \nenergy, intelligence and law enforcement agencies of the various \nthreats facing nuclear power plants. Once such a review is completed, \nthe NRC should be directed to adjust the design basis threat \naccordingly.\n    With regard to federalization of nuclear plant security forces, \nExelon strongly opposes such a drastic and unjustified change in \nsecurity requirements. Security forces at nuclear power plants are \nhighly trained professionals. Substituting Federal employees to \nsafeguard sensitive nuclear facilities may actually degrade security. \nThe background check requirements, hiring qualifications, and training \nstandards in the bill are actually less stringent than those currently \nenforced by the NRC.\n    Federalizing the nuclear security forces would also eliminate some \nof the best candidates for nuclear security forces by effectively \nbarring recipients of Federal pensions from serving as Federal \nemployees. Some of the current members of nuclear security forces are \nmilitary retirees who would be forced to choose between resigning their \nposition or giving up their Federal pensions. In addition, nuclear \npower plant security forces work in an integrated manner with plant \noperators during a security event to coordinate responses to security \nthreats. Integrated command and control of plant security forces and \nplant operations personnel is essential to assure the protection of \npublic health and safety. Finally, federalizing nuclear security forces \nwould fundamentally change the mission of the Nuclear Regulatory \nCommission. Hiring, training, and managing a security force of 7,000 \nemployees would be a massive undertaking and might well detract from \nthe Commission's core mission of assuring that plants are operated in a \nmanner that protects the public health and safety. It also places the \nNRC in an active role in day to day operations at the nation's nuclear \npower plants--a dramatic reversal of the efforts the Congress, the \nexecutive branch, the Commission, and the industry have made over the \npast 30 years to ensure the NRC is a regulator, not an operator.\n    Similarly, requiring the NRC to develop security plans for each of \nthe nation's sensitive nuclear facilities within 180 days would be a \nsignificant task that would result in an unnecessary--and perhaps \ndangerous--diversion of Commission resources. The NRC currently has \ndetailed regulations governing security requirements at plants, and \nplant personnel can best handle the coordination of plant security \nforces with State and local law enforcement officials. As with \nfederalization of nuclear plant security forces, requiring a federally \ndeveloped security plan for several dozen sites is unnecessary given \nthe complete lack of evidence that the current system is deficient.\n    Finally, a tax on nuclear plant operators would fund a new and \nunnecessary Federal bureaucracy and would be unparalleled in the \nprivate sector. Simply put, the tax would fund an activity that is \ncurrently being effectively managed by the private industry. In \naddition, the tax potentially would force nuclear power plant customers \nto inappropriately fund national defense activities and would likely \nresult in some nuclear plants subsidizing the cost of security at other \nplants.\n    Section 4 establishes an Operation Safeguards and Response Unit at \nthe NRC. The existing NRC Operational Safeguards and Response \nEvaluations (OSRE) program has been applied and interpreted in an \ninconsistent and at times arbitrary manner. Anti-nuclear groups and the \nNRC have at times inaccurately characterized licensee performance under \nthe existing OSRE program by claiming that licensees have ``failed'' a \nsignificant portion of force-on-force drills.\n    It is important to note that the OSRE program evaluates plant \nsecurity, and not plant safety. Given the ability of plant operators to \nsafely shut down an operating reactor in a matter of seconds, OSRE \ndrills alone are not an accurate reflection of plant safety.\n    The NRC has been striving to develop a more objective methodology \nfor determining the ability of nuclear plants to respond to design \nbasis threats. The program would potentially result in more frequent \nforce on force drills than in the past. The Commission has also moved \nto enhance its organizational structure with respect to security by \ncreating a new office dealing with security policies and programs.\n    Senator Reid's legislation seeks to address problems with the \ncurrent program by mandating a highly prescriptive program that could \nprevent the Commission from establishing amore effective and more \nappropriate program to evaluate the performance of plant security \nforces.\n    Section 4 also inappropriately expands the emergency planning zone \naround sensitive nuclear facilities from a 10-mile radius to a 50-mile \nradius. There has been no evidence to suggest that such a radical \nchange in the current regulatory system is warranted to protect public \nhealth and safety. Extending the 10-mile emergency planning zone to a \n50-mile radius would require planners to address an area of 7,857 \nsquare miles (as opposed to the current emergency planning zone which \nencompasses 315 square miles). Such an expansion would only serve to \ndiffuse the resources available to and distract the personnel \nresponsible for emergency planning from focusing on enhancing planning \nthat may have been ignored in other sectors prior to 9/11 and from \ncontinuing to ensure current planning is satisfactory. Again, absent \ncompelling evidence on the need to undertake such a massive effort, \nCongress should defer to the NRC, FEMA, and EPA in determining the \nappropriate radius for emergency planning purposes.\n    Section 5 directs the Commission to establish a stockpile of \npotassium iodide tablets and to develop plans for the prompt \ndistribution of potassium iodide tablets within a 50-mile radius of all \nsensitive nuclear facilities; The NRC, in conjunction with the \nEnvironmental Protection Agency, the Department of Health and Human \nServices, and the Federal Emergency Management Agency, has recommended \nthat potassium iodide be made available at the request of State \ngovernments for distribution within the 10-mile emergency planning zone \naround commercial nuclear power plants. There is no scientific basis \nfor expanding the distribution of potassium iodide to an area within 50 \nmiles of a sensitive nuclear facility.\n    Section 6 of the legislation directs the Commission to request \nassistance from Governors and the President in the event of war or \nother national emergency. While such assistance may be appropriate in \nthe event of war or other national emergency, the Commission is not \nbarred under current law from requesting such assistance. In addition, \nas the Commission stated in its review of the legislation, such \nassistance may not be appropriate in all circumstances and could divert \nresources from more vulnerable parts of the nation's infrastructure.\nH.R. 2983\n    H.R. 2983, which was passed by the U.S. House by voice vote last \nyear, includes an amendment by Representative Ed Markey to address the \nnuclear security issue. Under the Markey amendment, the President is \ndirected to conduct a study to identify the types of threats that pose \nan appreciable risk to NRC licensed facilities. The legislation \nincludes a number of issues to be considered during this study, \nincluding each of the issues enumerated in Section 3 of S. 1746. The \nPresident is also required to classify each type of threat as being the \nresponsibility of the Federal Government or of NRC licensees.\n    Exelon strongly supports the Markey amendment as an appropriate \nfirst step in identifying what additional changes maybe necessary to \nprotect commercial nuclear facilities in he aftermath of September \n11th. The amendment allows the White House to tap all Federal \nintelligence and law enforcement resources to assess the nature of the \nthreats that are faced by commercial nuclear facilities. The amendment \nalso directs the White House to clearly delineate between threats \nagainst which licensees must defend and threats against which law \nenforcement officials and the Federal Government must defend. Only \nafter such an assessment is conducted can Congress make a well-informed \ndecision regarding what additional resources and requirements are \nnecessary to protect commercial nuclear facilities."
break,break,break,break,break
"","","jeffords","Senator Jeffords","           THE INDUSTRY'S APPROACH TO NUCLEAR PLANT SECURITY"
break,break,break,break,break
"","","jeffords","Senator Jeffords","    Protection of public health and safety requires both the safe \noperation of nuclear plants and the physical protection of the plant \nagainst potential threats.\n    The industry today is operating the nation's 103 nuclear reactors \nmore efficiently and safely than ever before. The average capacity \nfactor for nuclear plants reached an all-time high of 91 percent in \n2001 according to preliminary data from the Nuclear Energy Institute, \nwhile the industrial safety accident rate for nuclear plants in 2000 \nwas a record-low 0.26, compared to an average accident rate in the \nmanufacturing sector of 4.0.\n    As another measure of safety, the Nuclear Regulatory Commission \nmonitors the number of ``significant events'' at each nuclear reactor \n(broadly defines as occurrences that challenge a plant safety system). \nThe average number of significant events per unit has declined from \n2.37 per year in 1985 to 0.03 per year in 2000, the latest year for \nwhich data is available.\n    Nuclear power today provides 20 percent of the nation's electricity \neach year, and it does so without emitting any of the pollutants \nassociated with acid rain or global warming. In fact, nuclear power has \nplayed a major role in allowing many regions of the country come into \ncompliance with Clean Air Act requirements.\n    The industry's commitment to safety also extends to plant security. \nIn fact, commercial nuclear power plants are regarded by many to be the \nmost well protected industrial facilities in the United States today. \nIndeed, many other industries are turning to the nuclear industry as a \nmodel for providing security at a variety of commercial facilities. For \nexample, in addition to unique physical protections employed at \ncommercial nuclear facilities, the nuclear industry is alone among \ncritical infrastructure industries in using the Federal Bureau of \nInvestigations to run criminal background checks on applicants for \npositions at sensitive facilities."
break,break,break,break,break
"","","jeffords","Senator Jeffords","Current Law\n    Existing Federal statutes and regulations provide strict standards \nrequiring licensees to take actions necessary to protect the public \nhealth and safety. NRC requirements and industry programs are \npredicated on the need to protect the public from the possibility of \nexposure to radioactive release caused by acts of sabotage.\n    The current design basis threat--the threat against which a plant \nlicensee must be able to protect--assumes a suicidal, well-trained \nparamilitary force, armed with automatic weapons and explosives, that \nis intent on forcing its way into a nuclear power plant to commit \nradiological sabotage. The design basis threat also assumes that the \nattackers will have insider knowledge of plant systems and plant \nsecurity plans and even insider assistance.\n    This assumed threat forms the basis for security response plans and \ntraining drills. These plans and drills are tested regularly by the NRC \nas part of their Operational Safeguards Response Evaluation (OSRE). The \nOSRE program has also provided the industry with the opportunity to \nidentify areas where security can be improved and enhanced."
break,break,break,break,break
"","","jeffords","Senator Jeffords","Physical Design of Plants\n    A number of defenses exist to counter such a threat. Nuclear \nplants, by their very design, provide a redundant set of physical \nbarriers designed both to keep radiation and radioactive materials \ninside the plant and to keep intruders outside' the plant. The reactor \ncore is protected by a containment structure comprised of several feet \nof thick reinforced concrete walls, a steel liner, additional concrete \nwalls within containment, and a several inches-thick high tensile steel \nreactor vessel. The metal cladding on the fuel itself also serves as an \nadditional protective barrier. In addition, there are multiple systems \nof the safety equipment needed to safely shut down the reactor. This \n``defense in depth'' design explains why the FBI considers nuclear \nplants to be ``hardened targets.''\n    Nuclear plant sites have three distinct zones, each of which has \ndifferent levels of physical and human defenses. The first zone, called \nthe ``owner-controlled area,'' includes all of the property that is \nassociated with the plant. The owner controlled area typically ranges \nin size from several dozen to hundreds of acres of land and serves as \nan effective buffer zone around the critical areas of the plant.\n    The second zone, the ``protected area,'' is a physically enclosed \narea' surrounding the plant into which access in controlled. Physical \nbarriers to intrusion include barbed wire and razor' wire fences, \nmicrowave and electronic intrusion detection systems, closed circuit \ntelevision systems, isolation zones, extensive lighting, system \nmonitoring by redundant alarm stations, and vehicle barrier systems. \nAccess to the protected area is restricted to a select population of \nsite personnel with a need for entry.\n    To access the protected area, plant employees and visitors must \npass through a metal detector and an explosives detector. X-ray \nmachines are also used to screen material brought into the protected \narea by employees and visitors. In addition, employees must utilize a \nhand-geometry device to confirm their identity before entering the \nprotected area.\n    The third zone, the ``vital area,'' includes those areas within the \nprotected area containing equipment essential for operating the plant \nsafely and successfully shutting, down in the case of an event. \nAdditional barriers are in place to protect vital areas of the plant; \nincluding concrete floors, walls, and ceilings; steel locked and \nalarmed doors; and key card access doors. Access to the vital area is \neven further restricted to a select population of site personnel with a \nneed for entry. These access lists are routinely reviewed to confirm \nthe need for access. The defensive contingency plans used by security \nforces are geared toward protection of these critical areas:"
break,break,break,break,break
