surname,speaker,previous_surname,previous_speaker,speech
break,break,break,break,break
"","","dreier","Mr. Dreier"," STATEMENT OF THE HONORABLE ED WHITFIELD, A REPRESENTATIVE IN \n              CONGRESS FROM THE STATE OF KENTUCKY"
break,break,break,break,break
"","","dreier","Mr. Dreier","    Mr. Whitfield. Chairman Sessions, thank you very much, and \nMr. Polis, Ms. Foxx, and my friend David Dreier. This is one of \nthose issues that people do have very strong views on, and I am \nreally pleased to have the opportunity to testify on the \nBiennial Budget and Appropriation Act of 2011.\n    I would say that in 1974 when Congress passed the \nCongressional Budget and Impoundment Act, which was intended to \ngive the President and Congress a timeline on which to base a \nbudget and appropriations bill, that during the 36 years since \nthat time Congress has met the deadline for completion of a \nbudget resolution only six times. And just last year the House \npassed a fiscal year 2012 budget, the Senate was unable to act; \nand of course the Congress before that, that Congress was \nunable to act. So we have gone for over 1000 days without a \nFederal budget. And I might also say that according to CBO, \nCongress has provided $290 billion in fiscal year 2010 for \nprograms whose authorizations have expired.\n    Now, I don't see this as a panacea to solve our economic \nproblems, our unemployment problems, the partisanship problems \nthat we have in the U.S. Congress. But I do firmly believe in \nthe discussions that I have had with a lot of people in my \ndistrict, recognizing that Kentucky is only one small rural \nState, but Congress gets such bad publicity when they do not \nfinish their appropriation process, when they do not have a \nbudget, and I genuinely believe that part of the reason people \nhave such little respect for this institution is the fact that \nevery time we fail to do this--and we fail to do it \nfrequently--the national news media totally focuses on the \ninability to pass a budget, to finish appropriation bills.\n    And I had asked my staff, evidently the last time that we \nactually finished all appropriation bills in the House and the \nSenate, signed by the President, was 1997. We did it in 1995 \nand 1989. But there is something broken about this system, and \nI have the greatest respect for my chairman of the \nAppropriations Committee, Mr. Rogers of Kentucky, and Mr. Price \nof North Carolina, and all of them who serve on the \nappropriation process, but I genuinely believe in my view that \nthe appropriators drive the Congress.\n    Now, we all know that leadership can do anything that it \nwants to do, and I can't imagine the leadership of the Congress \nbeing any stronger than it has been in the last 6, 7, 8 years, \nbecause the leadership controls everything. But in my view this \ngives opportunity--one of the things I find so frustrating, I \nhave talked to a lot of appropriators, not Mr. Price on this \nissue, but talk about how when they are unable to finish their \nappropriation bill, they go on an omnibus bill or they go to a \nsupplemental or whatever, a CR or whatever. Inevitably, since \neveryone knows that this bill has to move, all sorts of \nauthorized legislation is put in there without adequate \noversight, without adequate hearings, and I believe that it \ncontributes significantly to bad legislation that we pass, bad \nchanges that we pass without sufficient forethought of the \nconsequences of it. And if you have--as Chairman Young said, \nthe people who wrote our Constitution certainly had in mind \nthat we could go to 2 years if we wanted to, and there is no \nquestion with the complexity of government today, with the \namount of money being involved, I would think the appropriators \nwould love to have an opportunity to one year focus on budget, \nfocus on appropriation, and then next year do their oversight, \nwhich would also give the authorizing committees more time \nbecause every single year the whole Congress, the whole \nadministration, is caught up in the budget process, the \nappropriations process. And as I said a while ago, I genuinely \nbelieve that this is a major reason why the American people \nhave such little respect for the United States Congress as an \ninstitution.\n    And I know it is not a panacea, but Mr. Dreier mentioned \nthat in 2000 we did have the vote, and I remember how pleased \nwe were that Mr. Young, as chairman at that time, voted for the \nlegislation. The vote was 201 to 217, and I do remember certain \nDemocrats who were really quite vocal at that time. Mr. Doggett \nof Texas was one. Mr. DeFazio was one. I remember Bobby Clement \nof Tennessee who is no longer with us. But, I mean, I could \ntalk about this issue for a long time, as I know all of you \ncould. And I am delighted that some of the freshmen members are \ngoing to be here testifying today, too, but I do thank the \nRules Committee for providing us an opportunity, because \nwhether we go to a biennial system or not, I think it is \nimportant for the American people to at least have the debate \nand have the transparency of what is perceived to be the \nproblem by many of us. And with that, Mr. Chairman, thank you \nfor the opportunity to be here.\n    The Chairman. Mr. Whitfield, thank you very much."
break,break,break,break,break
"","","dreier","Mr. Dreier","    Thank you, Mr. Chairman, and thank you, Members of the Committee, \nfor giving me the opportunity to be here to testify before you today.\n    As you know, we currently find ourselves in the midst of uncertain \nand difficult economic times.\n    Our challenged budget process, which led us to the brink of a \ngovernment shutdown earlier this year, hampers our ability to \neffectively solve these economic problems.\n    While the White House says we are on the road to economic recovery, \nfamilies in my District, the First Congressional District of Kentucky, \nare still struggling to hold onto their jobs, their home and their \nhealth care.\n    While the national unemployment rate has fallen to 8.5%, Kentucky's \nunemployment rate remains at an alarming 9.4%.\n    In fact, many counties in my District have an unemployment rate \nthat is even higher then Kentucky's state average.\n    Adding to our economic troubles is the national debt, which has \nskyrocketed over the past few years, reaching almost $15.3 trillion \ntoday.\n    In fact, Doug Elmendorf, the Director of the Congressional Budget \nOffice, said that ``U.S. fiscal policy is on an unsustainable path to \nan extent that it cannot be solved by minor tinkering.''\n    So, in order to maintain our global competiveness it is essential \nthat we drastically reduce our federal spending.\n    One way to eliminate wasteful government spending is to reform and \nstreamline our budget process.\n    In 1974, Congress passed the Congressional Budget and Impoundment \nAct, which was intended to give the President and Congress a timeline \non which to base a budget and appropriations bills.\n    As we well know, even when followed, the Budget Act has resulted in \nan annual rush which results NOT ONLY in a poor process, but also \nreduces the amount of time available for careful oversight and \nmanagement of existing federal programs.\n    During the 38 year history of the Budget Act, Congress has met the \ndeadline for completion of a budget resolution only six times.\n    Just last year, the House passed a Fiscal Year 2012 budget; however \nthe Senate failed to act and Congress has gone for over 1,000 days \nwithout a federal budget.\n    With these procedural problems in mind, I joined Representative \nDreier in introducing H.R. 114, the Biennial Budgeting and \nAppropriations Act of 2011.\n    I started working on biennial budgeting with my friend and \ncolleague Chairman Dreier back in the 106th Congress, when he offered a \nbiennial budget proposal as an amendment to H.R. 853, the Comprehensive \nBudget Process Reform Act of 1999. The amendment vote was close, 201 to \n217, and I haven't stopped supporting the idea since. I am very pleased \nthat the issue is gaining momentum again.\n    Specifically, H.R. 114 will require the President to submit a two-\nyear budget and Congress would consider a two-year budget resolution \nand a two-year appropriations cycle.\n    I believe that a biennial budget cycle will result in better \nscrutiny of federal spending and the elimination of wasteful and \nduplicative government programs because in one year the House can focus \non making the programs better or eliminating them, and in the next year \nthe House can focus on the spending levels for those programs.\n    Such oversight is badly needed. According to CBO, Congress provided \n$290.8 billion in Fiscal Year 2010 appropriations for 250 statutes \nwhose authorizations had expired.\n    That money should be scrutinized more thoroughly by Congress, \nespecially if the authorizing committees allowed the authorizations to \nexpire.\n    Streamlining the budget process will allow Congress more time to \nconcentrate on other important legislative issues, such as reducing \noverall federal spending and spurring economic growth so that America \nwill remain globally competitive and our economy will get back on \ntrack.\n    Thank you again, Mr. Chairman and Members of the Committee, for \npermitting me to testify before you today.\n    At this time, I would be happy to answer any questions you may \nhave."
break,break,break,break,break
"","","dreier","Mr. Dreier","    The Chairman. And for each of you who have taken time to be \nhere today, I want to thank you for your words. I also would \nnote that you have written remarks, and I would ask, without \nobjection, that those be entered into the record, and I want to \nthank you. I would go first to the gentlewoman, the vice \nchairman of the committee, Ms. Foxx."
"foxx","Ms. Foxx","dreier","Mr. Dreier","    I just want to say that I have learned a lot this \nmorning from the presentations that have been made by the panel \nmembers. It has been very enlightening, and I want to thank you \nall for the effort that you have put into working to improve \nthe process that we are working under. I think we have a lot of \nwork to do to educate Members, as well as the public, about our \nprocess and about the challenges that we face, so I just want \nto say thank you to you all for what you are doing.\n    I think, as Chairman Dreier has said, it is important that \nwe hear all the perspectives that are out there, and I think \nthat the hearings that this subcommittee is going to hold and \nthat the Rules Committee will hold also, will help bring to the \nfore some important issues that we need to be dealing with.\n    It is distressing to me that we see the polls that say \nCongress is held in such low esteem. I don't think they are \nwarranted because I think we have great people here on both \nsides of the aisle who want to do good things, who come here \nwith the intention of making the process better and serving the \npeople that they represent. So I hope that we can do some \nthings that will improve our status in the eyes of the American \npeople, because we learn how to do things more effectively. So \nthank you, Mr. Chairman.\n    The Chairman. I thank the gentlewoman. Mr. Polis."
"polis","Mr. Polis","foxx","Ms. Foxx","    Yeah I just have a couple questions for the \npanel.\n    First, I would like to ask Mr. Price, I think one of the \nitems of discussion is how this proposal changes the balance \nbetween the executive and legislative branch. What powers in \npractice do you see as being transferred to the executive \nbranch if this is--if this becomes the way that we do our \nbudgets?\n    Mr. Price. Legally no direct transfer of powers would \noccur. Practically and politically, I believe that relaxing on \nthat second year of scrutiny and oversight and moving to more \nand more appropriations bills that are removed from the \nsubcommittee level and jacked up to leadership would enhance \nthe power of the party leaders in this institution and probably \nalso increases the incoming fire from the partisan warfare \noutside to the appropriations process, neither of which is a \ndesired result. That has already gone farther than it should. \nAnd, to the extent that occurs, it also, of course, brings in \nthe White House, whoever the President is.\n    The trend toward omnibus bills, of course, does some of \nthis, and we need to return to regular order. Again, I give \nChairman Rogers and Ranking Member Dicks a lot of credit for \nthe extent to which we did that this year. Omnibus bills do \nthis, certainly supplementals do, and certainly the kind of \ncorrections that the agencies ask for in terms of reprogramming \nfunds. All involve much more party leadership up here and much \nmore White House involvement from downtown."
"polis","Mr. Polis","polis","Mr. Polis","    Thank you. A question for Mr. Whitfield. You \nmentioned that something is broken about the system. I think, \nyou know, with the statistics you indicated about the relative \nrarity of a budget ever being agreed to, I think we all agree \nthat the system needs to be improved. But it seems to me that, \nyou know, what is being discussed here today is saying, well, \nlet's parade our failure less often in front of the American \npublic. I think you mentioned that perhaps the yearly failure \nkind of feeds into the perception of the American public that \nCongress is dysfunctional. To show our failure off half as \noften, you argued, could potentially help improve the \nreputation of this body to get things done.\n    Isn't it more important, though, to actually enact reforms \nthat lead to a more successful outcome? Whether that is an \nannual or biennial success, isn't that more successful? And do \nyou see this proposal as leading to a more successful outcome \nor just parading our failure less often in front of the \nAmerican public?\n    Mr. Whitfield. I see this proposal as leading us to being \nmore able to complete our work. I don't view it as displaying \nour failures less often. I genuinely believe that this reform \nwould significantly improve the product of the U.S. Congress \nboth substantively as well as on the appropriation budget's \nsize.\n    I have had a lot of discussions with people at CBO as well \nas OMB. And Mr. Price is right; every President in recent \nmemory supported this proposition, because in my discussions \nwith OMB, they are talking about how they are so inundated each \nyear with the appropriation process that they are just swamped, \nand if they could do it over 2 years, recognizing sometimes you \nhave emergencies you have to intervene with, that I just feel \nit would free up the Congress. We wouldn't be clogged up every \nyear with this race to finish the job. So I genuinely believe \nit would improve the product of the Congress."
"polis","Mr. Polis","polis","Mr. Polis","    Thank you. Mr. Chairman, I would also ask, as is \ncustomary, that we keep the record open for 24 hours to allow \nMr. Hastings to submit a statement.\n    The Chairman. Without objection, we will hold the record \nopen. I thank the gentleman."
break,break,break,break,break
"","","polis","Mr. Polis","Prepared Statement of the Honorable Alcee L. Hastings, a Member of the \n                           Committee on Rules"
break,break,break,break,break
"","","polis","Mr. Polis","    Chairman Sessions, on January 24, 2012, Rules Chairman David Dreier \nnoted during a Legislative and Budget Process Subcommittee Hearing, \nthat I was ``enthusiastic'' about his bill H.R. 114, the Biennial \nBudgeting and Appropriations Act of 2011.\n    While I am certainly not opposed to Congress debating the merits of \nbiennial budgeting, and do not believe that biennial budgeting is \nnecessarily a bad idea, I do think that its disadvantages outweigh its \nadvantages, and that it ultimately will not work with a budget as \ncomplex and as fraught with partisanship as ours.\n    Furthermore, I would beg to differ with my colleague from \nCalifornia's assessment of my ``so called'' enthusiasm for his \nlegislation--I am not even a co-sponsor of his bill. During the recent \nsubcommittee hearing, he made that assertion and I would like the \nrecord to reflect his enthusiasm for his own bill is not shared by me.\n    Mr. Chairman, I also do not see how we can completely transform the \nfederal budget process in this manner without first trying out a few \ntest cases. If we are really serious about biennial budgeting, we ought \nto identify a few federal programs we can test this out on for a few \nbudget cycles, before imposing it on the entire federal structure.\n    The problem with our annual budget and appropriations debates is \nnot the timeline, but rather the political leadership. Smoothing out a \nfew procedures here and there is not going to magically make our budget \ndebates any easier.\n    I suspect there is a correlation between interest in biennial \nbudgeting and the level of partisanship here in the House.\n    If this body really wanted to, we could agree on a budget in one \nday. Or even in one week. But the budget is an intensely political \nprocess and that's not going to change if we do it every year or every \nother year. And even in the ``off' years, we would still be required to \nmake necessary changes, consider supplemental spending, and argue over \nauthorizations and other revisions.\n    If Republicans were truly committed to working with Democrats and \nthe President to ensure a smooth budget process, they would do so. \nRather than tying our hands in convoluted budgetary procedures.\n    If ensuring a smooth process means that Republicans are not going \nto try to eliminate Medicare, or pass tax cuts for the wealthiest \nAmericans, or threaten to default on our national debt, then by all \nmeans let's pass these reform bills.\n    But we all know the reality of the situation and that is, nothing \nis going to happen. Making the federal budget biennial will not stop \nthe political debates, will not reduce our workload, and will \nultimately result in a huge transfer of power to the Executive Branch, \nwhich by necessity will have greater leeway with the purse strings.\n    We ought to be about the business of finding ways in the federal \nbudget to create jobs, to support struggling Americans, and to ensure \nthat we are not leaving those with the least in these difficult times \nto fend for themselves.\n    In 1940, 44 states practiced biennial budgeting. This number is \ndown to 19. It is clear that so many states have abandoned biennial \nbudgeting over the last decade; you cannot responsibly implement a \nmeaningful budget two to three years in advance.\n    In closing, I believe that this budget process gimmickry isn't \ngoing to make the Republican Party any more willing to work with \nDemocrats and the President on these matters. And therefore, I find \nthis process completely futile."
break,break,break,break,break
"","","polis","Mr. Polis","    Mr. Young. Mr. Chairman, I would like to just add one quick \nword. I don't want to parade our failures. That is not what I \nam about. I want to prevent our failures. I want to get the job \ndone. And that is what I think we were all sent here to do. So \nparading failures, unless you just want to run against Congress \nand say, gee, look how bad they are, I don't do that and I \ndon't think it is really good politics to do that, but some \npeople do it. We want to prevent the failures, and to do that \nwe have to work together.\n    This is not a political thing. This is not a partisan \nissue. I don't have any political interest in how we do this. I \nam just thinking of a way to get the job done more efficiently \nfor the Congress, but also for the agencies that we appropriate \nfor and especially, in my case, the Department of Defense. That \nis one place we just don't want a lot of inefficiencies and \nmake a lot of mistakes.\n    The Chairman. Mr. Chairman, I am going to give my comments \nin just a minute, but I think I read your text, and those were \njust words as opposed to writing them down. But I completely \nagree with you, and that is once again why we are here and \nperhaps why a man with insight who aims at trying to make it a \nbetter process, we are glad you are here.\n    I would like to recognize, if I can at this time, the \ngentleman Mr. Dreier, the chairman of the Rules Committee."
"dreier","Mr. Dreier","polis","Mr. Polis","    Thank you very much, Mr. Chairman, and let me \nfirst say that I look forward to reading Mr. Hastings' \nstatement that he as the ranking member of this subcommittee \nwill submit for the record. And if I exaggerated his level of \nenthusiasm and support, I was under the impression that he was \nsupportive. But I think that Mr. Young makes a very important \npoint. I do know that Peter DeFazio and Lloyd Doggett and lots \nof Democrats are very, very, very enthusiastic supporters of \nthis notion. Again, not believing it is a panacea, and again I \nthink we need to soberly look at this, but I do believe that it \ndoes--it is something that is more than worthy of exploration, \nand that is why I appreciate the leadership of this \nsubcommittee pursuing this with the kind of enthusiasm that you \nhave.\n    I think that one of the things that led me to introduce \nthis beyond the inspiration that I got from Bill Young and \nRalph Regula, Ed Whitfield, and so many others has been the \nfact that there is a potential for us to bring about great \nsavings. And I think it gets to what Mr. Whitfield just raised \non this OMB question. I looked at some numbers here last night \nas I was perusing this. According to CBO in fiscal year 2010, \nCongress appropriated $290.8 billion for 250 expired laws, laws \nthat weren't even on the books. And I think that that just \nunderscores the imperative for this kind of oversight.\n    And it is interesting as I listen to the two appropriators \nat the table, Mr. Price and Mr. Young, who share the same goal, \nbut obviously, I mean, Mr. Price believes that if we don't do \nthis annually that we undermine the ability for oversight; Mr. \nYoung believes that if we could do this on a biennial way, we \nhave more time and opportunity for oversight. And, you know, I, \nlike Mr. Price, am a proud institutionalist, and I do think \nthat there is a valid point to look at this Presidential \nsupport and the struggle between the two branches of \ngovernment. I think that is a very, very fair and important \nquestion to raise.\n    And I used in my opening remarks the sword of Damocles does \nin fact--you know, in Madison's power over the purse, which is \nthe wording that they used, is that undermined? I mean, I have \njust come to the conclusion that the executive branch knows \nthat we do have that power, and the fact that we would expend \nthat year engaging in even greater scrutiny is something that I \nthink in and of itself poses a situation which would create \neven greater concern and necessity for them to respond to the \noversight questions that are raised.\n    Now, Mr. Price said that this was not an issue of process, \nMr. Chairman; it had to do with the will, our will. And one of \nthe things that I found when I first introduced this, again, \nnearly a decade and a half ago, was that virtually everybody \nacknowledged the 1974 Budget Impoundment Act has been a \nfailure. And I would just like to ask Mr. Price if in fact he \nbelieves that there need to be changes to the 1974 Budget and \nImpoundment Act?\n    You know, one could infer from the testimony by saying that \nthis is not about process, but rather our will, one could infer \nthat you believe that we don't need to make changes. And what I \nam trying to do is I am trying to explore and look at ways in \nwhich we can do this.\n    Mr. Whitfield correctly pointed out that only in 3 years \nsince the establishment of it, have we gone through and \ncompleted the process without continuing resolutions to keep \nthe government open. So I guess I would ask the question that \nfrankly most of my colleagues, Democrat and Republican alike, \nhave said to me that the system is broken. What do you think?\n    Mr. Price. I am not a huge fan of the budget process, and I \nthink in many ways it does not serve us well. I believe, \nthough, that the heart of the system--the heart of the power of \nthe purse--remains appropriations. And, I see nothing in the \nbiennial budgeting proposal that would really change the way \nappropriations is working except just to cut the process in \nhalf. In other words, I don't see anything here that would make \nit easier to adhere to the regular order in terms of \nsubcommittee performance, the hearings, the markups, the \nreporting and passage of bills. They would still take place in \nthat same 9-month time frame. There would still be--unless we \naddress the political divisions and dysfunction--I think that \nbiennial budgeting would be a formula for once again having the \nprocess collapse in the fall and having to revert to omnibus \nbills. They would just be 2-year omnibus bills, not 1-year \nomnibus bills. I don't see any way here that the basic \ndifficulties that we have had would be directly addressed."
"dreier","Mr. Dreier","dreier","Mr. Dreier","    What about this notion of--I mean the point \nthat I made, you know, $290.6 billion, over a quarter of a \ntrillion dollars, appropriated for 250 programs that didn't \neven exist. It would seem to me that if you had that year, that \nif the Appropriations Committee as well as the authorizing \ncommittees did realize that to really--as Mr. Young has said so \nwell--to really hone in on these issues and ensure that we \nvery, very, very carefully expend each taxpayer dollar would \nbe--I mean, I remember Ralph Regula telling me about the \npotential savings. I mean if we are talking about fiscal \nresponsibility, the one that Ralph--you remember this, Bill--\nused to regularly point to is energy costs. If we had the \nability to have a 2-year process and could expend and could \nnegotiate contracts over a 2-year period of time versus doing \nit annually, the savings to the taxpayer dollars would be \ntremendous.\n    And so I mean you look at these kinds of things that can go \na long way toward helping us achieve this goal, and I think \nthat process-wise as well as getting to what we all share our \nconcern about, the lack of fiscal responsibility that has \nemanated from this place, would be addressed.\n    Mr. Price. Just a quick three-part response. First of all, \nthe system does have the flexibility to allow multiyear \nbudgeting in certain areas. I think it would be fine to move \ntoward a more multiyear perspective with our budget \nresolutions. And, I think Mr. Young's example is a good one. In \ndefense areas, with the Corporation for Public Broadcasting, \nand certain veterans areas, we have done multiyear budgeting. \nAnd, in those targeted instances, I think there is a lot to be \nsaid for that. But tour current system has the flexibility to \npermit that now without a wholesale switch to biennial \nbudgeting.\n    Secondly, your point about authorizations is very, very \nimportant. It is a scandal that hundreds of programs are \nunauthorized. But, I am not sure what conclusion we draw from \nthat. Do we go to a different authorization process? In many \nways, as Mr. Whitfield says, appropriations becomes the only \nvehicle available to fix difficulties with authorizations. And \nbelieve me, when that is done on appropriations bills, it is \nwith the assent of the authorization leaders.\n    You know, appropriations isn't just free-wheeling here and \nadding measures willy-nilly to appropriations bills. This is \noften, and usually done, in cooperation with the authorization \nleaders.\n    If we are talking about what has bogged down around here, \nlet's think about the Elementary and Secondary Education Act, \nlet's think about the transportation authorization. Often it is \nthe annual appropriations that gives us some vehicle for doing \nthings we need to do on the authorization side.\n    And finally, when you talk about what kind of oversight has \nclout, I can tell you that oversight has more clout when it is \ntied to funding decisions. Many, many times--I will just speak \nabout the Homeland Security bill here--the way we will deal \nwith problems we uncover in the hearings or in our inquiries \ninto agency behavior is to tie appropriations to performance. \nWe will say this money will not be released until we get a \nreport on A, B, and C."
"dreier","Mr. Dreier","dreier","Mr. Dreier","    See, I would argue that you are not actually \ngiving up that power, though, because the notion that somehow \nthe Appropriations Committee is just folding is a preposterous \none, because there still is going to be, even though it doesn't \nexist at that moment, you still have that power over the purse, \nas you correctly say, which is there. You are just saying it \nneeds to be done immediately.\n    And I think what Mr. Young and Mr. Whitfield and I are \narguing is that expending more time on this oversight, while \nthey know full well that they are going to have to contend with \nthe question of their funding process through you down the \nroad, I just--I mean you want it to be closer. We are saying \nthat to have a little more leeway would actually enhance the \nfinal product.\n    Mr. Price. Well, all I know is that we have a very full \nhearing schedule on the year that we are appropriating, which \nis every year."
"dreier","Mr. Dreier","dreier","Mr. Dreier","    Right.\n    Mr. Price. I don't think it would be or could be much \nfuller in the off year. And in answer to your question, of \ncourse it makes a difference. If these agencies know that you \nare writing the bill right that minute, and that there are \ngoing to be some things in that bill that they care about in \nterms of conditions they have to meet, performance they have to \ndisplay, or that money simply isn't going to be there, you bet \nthat is more powerful, much more powerful than the implied \nnotion that you might do something about it a year from now."
"foxx","Ms. Foxx","dreier","Mr. Dreier","    Would the gentleman from California yield?"
"dreier","Mr. Dreier","foxx","Ms. Foxx","    Sure. I am happy to yield."
"foxx","Ms. Foxx","dreier","Mr. Dreier","    I thought about saying this even before \nCongressman Price raised the issue of the Elementary and \nSecondary Education Act, but it certainly makes it even more \nrelevant. I have advocated for a long time that we could do a \nmuch better job of oversight of Federal expenditures. And I am \na huge fan of accountability and having results-oriented \nprojects. We could do that if we studied the Constitution a \nlittle more and do what Mr. Young was saying, go back to the \nConstitution and devolve to the States most of what we do in \nthe Federal Government now. We would have plenty of time to do \noversight if we weren't doing education, health care, and all \nof those things that are not mandated for the Congress to do by \nthe Constitution.\n    So if we want to have lots of time to do oversight and lots \nof time to have accountability, then simply get out of doing \nthe things the Constitution doesn't tell us to do. And the \nConstitution does it. We have got the enumerated powers.\n    And then as an added emphasis, the Founders put in the 10th \nAmendment. And they said if we didn't tell you to do it, don't \ndo it. It is up to the States, it is up to the individuals.\n    So, Mr. Price, I think the example you used is a perfect \none to say to us we have no business doing this. We will never \nbe able to give proper oversight as long as we are trying to \nrun every aspect of everyone's lives in this country. And that \nis not what we should be doing. If we would do what the \nConstitution tells us to do, and not go beyond that, or \nextraordinarily carefully go beyond that by things that compel \nus that can't be done by the States, we would be fine in doing \nour oversight.\n    Thank you, Mr. Chairman. I am sorry, I have to go away for \nanother meeting, but I will return.\n    The Chairman. I thank the gentlewoman."
"dreier","Mr. Dreier","foxx","Ms. Foxx","    Let me just reclaim my time and thank my friend \nfor her thoughtful contribution. And to say, in conclusion, Mr. \nChairman, for this very important panel, and I look forward to \nhearing our other panelists in just a few minutes, that I am--\nagain, I have read about the opposition and concern that has \nbeen raised. And I think that there are valid concerns. And Mr. \nPolis is absolutely right; this is in no way, and I said this \nrepeatedly myself, a panacea. I mean we need to look at this \nvery soberly.\n    I am willing, I don't know that all the cosponsors of my \nlegislation would go along with this, but I am more than \nwilling to look at the idea of exploring something that again \nopponents of biennial budgeting have said is worth exploring, \nand that is maybe building on what Mr. Young talked about in \nhis testimony, maybe having two or three Cabinet-level agencies \nof the Federal Government proceed with a 2-year process to see \nhow it works. Because I know, again, I read the study from the \nNational Council of State Legislatures, and at the end they go \nthrough a litany of those States that have gone from biennial \nto annual back to biennial, biennial back to annual, and they \nhave gone back and forth, back and forth. And some have liked \nit, some haven't liked it. Some have moved just recently to \nbiennial over the last several years.\n    So I mean again, I think that the idea of experimenting \nwith this idea that has emerged from the laboratory, as the \nframers put it, that being the States, is something that I \nwould be willing to support to ensure that we address some of \nthe valid concerns that Mr. Price and others have raised.\n    So thank you very much for that, Mr. Chairman. Thank you \nagain for having this. This is a very important panel, not that \nothers aren't, but to have the wisdom of these three gray-hairs \nis something that I value and appreciate. Thank you, Mr. \nChairman.\n    The Chairman. Thank you, Mr. Dreier. I earned all the gray \nhair I have got. I too have an opinion about this, which I will \ngive in 1 minute or less, I hope. And that is I believe that \nthis process has given lots of good ideas. I am for \ntransparency; that the American people would see benefit of \nwhat Congress is there and to get their job done. And I think \nwe have heard the gentleman, Mr. Dreier, talk about there would \nbe seen as no advantage to any party, but rather the advantage \nto the American people. I believe that they should have \nconfidence in our system. This is simply an experiment. That is \nall constitutional government is. And if we dwindle down or \ntake advantage of that trust that the public has put us in, \nthen we in fact give away our advantage of a constitutional \ngovernment, the ability to have people have confidence not just \nin what we do, but the outcome therein.\n    When I was in business I used to have a vision statement \nand a mission statement. I haven't spent a lot of time figuring \nit out on this, but I believe the vision statement should be \nwith respect to this that it be for no one's advantage or \ndisadvantage; however, that the American people would have \nconfidence in our work product that we could deliver on a \ntimely basis. And a mission statement should be something to \nenable the government to spend the necessary and needed \nresources to run the government efficiently and to follow the \nConstitution.\n    And I think that we have to transcend where we are, and \nlook at perhaps in a better, brighter way, how we can fix not \njust ourselves, but also look at ourselves at the same time and \nsay we are not in this for power, we are not in this for power \nagainst the President, we are not in this for power against any \nagency, but rather the benefit of commonsense utilization of us \nworking together in at least three sides. There are Republicans \nand Democrats, and then there is just those that vote ``no'' on \neverything. And I think we have to find a way to let the \nAmerican people know that we have accepted this job.\n    All serious daring begins from within us. And that is why \nyou are here. You still share the belief, I am sure, the same \nreason, Bill, when you were elected, David and Ed, and I know \nDavid Dreier shares this. The same spirit that brought him to \nCongress resides deep within him today to make the American \npeople a little bit better.\n    I want to thank each of you for your time today, and I will \ndismiss this group, this panel at this time.\n    I would like to at this time welcome a second panel made up \nof two freshmen who are not only Members of Congress in the \nspirit of constitutional authority, but come, I believe, with \nthe spirit of what brought them here still very alive and burns \ndeeply within them.\n    I would like to, if I can, to have the gentlemen come to \nthe table. First, Congressman Reid Ribble is a Member of the \nHouse Budget Committee and sponsor of H.R. 3577, the Biennial \nBudget and Enhancement Oversight Act of 2011, who along with \nour great Budget Chairman, Paul Ryan from Wisconsin, will push \nthis idea. His legislation shares many of the goals that I \nbelieve Mr. Dreier's bill has before us today.\n    And also the gentleman, Congressman Steve Stivers, who is a \ndistinguished Member of this body, is a member of the Financial \nServices Committee, a bright young voice about ideas that come \nfrom those back home who elected us. He is focused on debt and \ngovernment spending in his first term, and he is a leading \nadvocate for H.R. 114.\n    Without objection, your prepared remarks will be submitted \nto the record. And I welcome your testimony at this time. I \nwould refer first to the gentleman, Mr. Ribble."
break,break,break,break,break
"","","dreier","Mr. Dreier","STATEMENT OF THE HONORABLE REID J."
break,break,break,break,break
