surname,speaker,previous_surname,previous_speaker,speech
"","","dorgan","Senator Dorgan","    An understanding of these questions can inform legislators and \npolicymakers in the formation of policies, which will adequately \nprotect users of Internet connections and services. The uses for DPI \nare myriad, and most raise serious privacy concerns, but each use \nshould be measured individually against a comprehensive privacy policy.\n    It is also important to note that there are two parties to any \nInternet communication. In almost all cases, the party on the other end \nof a user's line will have no meaningful ability at all to know what \nkind of monitoring is being employed by that user's ISP or what is \nbeing done with the collected data, and will have no opportunity at all \nto give or to deny consent. For example, if I send you an e-mail and my \nISP is using DPI to read the contents of my e-mails, your privacy has \njust been violated without your knowledge or consent. Any comprehensive \nprivacy policy that addresses technologies like DPI must take into \naccount not only the privacy rights of an ISP's customers, but also \nthose of anyone who communicates with these customers.\nA. Purpose\n    Given DPI's potential to be used as an intrusive tool, we must \nfirst ask why the user's traffic is being collected or analyzed at all. \nIs the use of DPI integral to the functioning of the network or is the \ntechnology simply being used to provide the ISP with an additional \nrevenue stream? Does the technology in question primarily benefit the \nISP's bottom line, or does it give direct benefits to the customer's \nuse of the Internet? Is it used to protect users or the integrity of \nthe network, or simply to offer new or improved additional services?\n    Not all uses of DPI are inherently problematic. The first \nwidespread uses of DPI were for security purposes: to stop malicious \nprograms like viruses and worms from passing from one infected computer \nto another over the Internet. However, as seen in the recent complaint \nand decision against Comcast at the Federal Communications Commission \n(FCC), DPI can also be used to engage in impermissible, discriminatory \nnetwork management practices. Taken to an extreme, we can even imagine \na future where DPI is used to record and disseminate every single move \na user makes on the Internet--from web browsing, e-mail and instant \nmessaging to VoIP phone calls and video chats--to the ISP's own \nbusiness advantage.\n    Understanding the purpose of DPI use is the first step to \nunderstanding whether that use will violate a user's expectations of \nprivacy.\nB. Collection\n    After we understand the purpose of a particular use of DPI, we can \nanalyze how the data is collected and used toward that purpose. Is the \nuser's data being collected by the ISP for its own use, or is it being \npassed to a third party with no connection to the user? Is all of the \nuser's data collected, or a smaller subset of the data? Is the amount \ncollected narrowly tailored to achieve the stated purpose, or broader \nthan necessary, or is the amount of data actually used smaller than \nthat collected?\n    It is important to note here that we should evaluate both the \namount of data which reaches the party using it, and the amount of that \ndata which is used. This is because additional data that is sent to a \nthird party provides more opportunity for abuse of user privacy--even \nif that third party later chose to discard some of the more personal \ninformation. For instance, even though companies like Knobbed may \nchoose to ignore the personal medical records or e-mails of its \npartner's customers, they were provided the data to do exactly that. \nThis problem is compounded by the fact that an ISP or partner must \nengage in DPI to even discover what type of data is being transmitted, \nthereby possibly violating the user's privacy before any decision is \nmade regarding what is to be done with the data.\n    It is also necessary to identify the ways in which the collected \ndata might be tied to the user's actual identity. Is the data obtained \nusing DPI explicitly tied to data obtained through other means--for \nexample, the ISP's billing information, demographic information, or \npersonal information stored on a third-party website? Can the collected \ndata be later aggregated with this type of information? Will the data \nitself contain personally identifying information (PII), such as names, \naddresses, and credit card information submitted to websites? These \nquestions are important because if the data in question contains PII or \nif it is later connected with other user data, the privacy implications \nare multiplied.\n    Implicit in the data collection question are also questions about \ndata storage. Is the collected data kept by the party using it? If so, \nfor how long? Is it kept in its original, complete form, or in some \ntype of summary? Is any PII kept with the stored data?\n    Understanding what and how data is collected and how well that \ncomports with the stated purpose of the collection is necessary to \nevaluating whether the collection will violate users' privacy \nexpectations.\nC. Consent\n    No inspection of a user's data will be acceptable without that \nuser's affirmative, informed consent or law enforcement obligations. To \nensure this is obtained, we must evaluate both how users are notified \nof the ways in which their ISP and its partners intend to use DPI, and \nthe method by which those users affirmatively consent (or decline to \nconsent) to those uses. To do this, we must ensure that before a user's \ndata is inspected, the user actually receives complete, useful \ninformation, and that the user knowingly and affirmatively assents to \nthe stated uses.\n    Are the answers to the above questions about purpose and collection \naccessible for users, and complete in the information they divulge? If \nany third parties are involved in the monitoring, are their identities \nprovided for the user? Are the answers written so that the average user \ncan make sense of them? Are the policies in question detailed in a \nplace and manner that ensures that the user is likely to read them? Is \nthe user actively notified of the presence of and changes to policies \nand monitoring activities, or are changes made to web pages and written \ninto the Terms of Service--without any notification to the user? \nWithout accurate and easily understandable information that a user is \nactually aware of, that user cannot make informed choices about how \nbest to manage his or her privacy online.\n    Finally, what is the process by which users agree (or decline to \nagree) to the use of these technologies? Are they subject to DPI before \nthey receive meaningful notice of its use, or is the user required to \ntake an affirmative action before his or her data is recorded or \nanalyzed? Is the information and the action specific to the monitoring \nactivities, or is it hidden in a larger ``Acceptable Use Policy,'' \n``End User License Agreement,'' or other document? Does the user have \nthe meaningful ability to change his or her choice later? Is the user \nactively offered a periodic chance to withdraw consent, or is he or she \nonly asked once? And is the option not to consent a real one, without \ncrippling or disabling of the user's service as the only alternative?\n    Without meaningful, informed, affirmative consent on the part of \nthe user, personal data should not be used for any purpose that is not \nnecessary to providing basic Internet service.\nIV. ISP Disclosures\n    In response to Chairman Dingell and Ranking Member Barton's letter, \n33 ISPs and software companies described whether and how they were \nusing DPI and whether and how they were disclosing those uses to their \ncustomers.\\11\\ These responses are helpful in understanding how, to \ndate, the above three questions have been answered unsatisfactorily.\n---------------------------------------------------------------------------\n    \\11\\ All 33 response letters are available at the House Energy and \nCommerce Committee's Subcommittee on Telecommunications and the \nInternet website at http://energycommerce.house\n.gov/Press_110/080108.ResponsesDataCollectionLetter.shtml.\n---------------------------------------------------------------------------\n    Carriers that responded to the letter fell into two basic camps. \nThe first group of ISPs did not employ Knobbed's services and did not \nuse any similar DPI equipment. These ISPs generally had not deployed \nany technologies that could track individual users' browsing habits or \ncorrelate advertising information with personal information possessed \nby the ISP.\\12\\\n---------------------------------------------------------------------------\n    \\12\\ See, e.g., Response Letters of AT&T, Verizon, and Time-Warner.\n---------------------------------------------------------------------------\n    The second camp contained those ISPs who performed trials of or \ndeployed third-party DPI-based behavioral advertising systems.\\13\\ \nImportantly, these ISPs generally did not inspect user data themselves, \nbut passed it off to their partners for analysis. According to these \nISPs, they were assured that measures were in place to ensure that \nthose partners did not retain medical information, personal data, e-\nmails, or other types of especially sensitive data.\\14\\ Also, all of \nthese ISPs stated that they and Knobbed did not tie the tracked \nInternet data to personal customer data already known to the ISP \n(billing information, etc.).\\15\\\n---------------------------------------------------------------------------\n    \\13\\ See, e.g., Response Letters of WOW!, Charter Communications, \nKnology, and CenturyTel.\n    \\14\\ See Response Letter of Charter Communications 2.\n    \\15\\ See Response Letter of Knology 1.\n---------------------------------------------------------------------------\n    However, as a technical matter, the personal data embedded in a \nuser's Internet communications was handed off to the ISP's partners, \nwhen the ISP itself is actually responsible for safeguarding its users \ndata. In some cases, the identity of the partner was not divulged to \nthe user. These partners had no direct interactions with the user, \nmeaning that final control of what data was used and how rested not \nwith the user or even the ISP, but with this third party. To return to \nthe postal service analogy, it is as if the ISPs photocopied users' \nletters and handed these copies to third parties, who agreed to only \nwrite down which commercial products were mentioned in the letters, and \nnot anything else that someone might consider sensitive. However, the \ndecision as to what, exactly, should be considered `sensitive,' is not \nmade by the user but rather, by this third-party company.\n    Customer notification and consent varied from ISP to ISP, but there \nwere significant trends. ISPs generally posted modified terms of \nservice and often updated the `Frequently Asked Questions' section on \ntheir websites, but usually declined to directly contact users or call \nattention to the significance of the new service. Knology, for \ninstance, updated their Customer Service Agreement on their website, \nwhich is presented to new users, but apparently made no other attempt \nto draw attention to the change.\\16\\\n---------------------------------------------------------------------------\n    \\16\\ See Response Letter of Knology 2.\n---------------------------------------------------------------------------\n    The level of detail in the disclosures also fell far short of the \nminimum that is necessary for customers to make an informed decision. \nFor example, CenturyTel sent an e-mail informing users only that it had \n``updated its Privacy Policy concerning Internet Access Services'' and \nprovided a web link to the updated policy.\\17\\ The policy in question \nstated only:\n---------------------------------------------------------------------------\n    \\17\\ Response Letter of CenturyTel 3. 18 Id. 3 (emphasis added)."
break,break,break,break,break
"","","dorgan","Senator Dorgan","        Online Advertising and Third-party Ad Servers.\n        CenturyTel partners with a third party to deliver or facilitate \n        delivery of advertisements to our users while they are surfing \n        the Web. This delivery of advertisements may be facilitated by \n        the serving of ad tags outside the publisher's existing HTML \n        code. These advertisements will be based on those users' \n        anonymous surfing behavior while they are online. This \n        anonymous information will not include those users' names, e-\n        mail addresses, telephone number, or any other personally \n        identifiable information. By opting out, you will continue to \n        receive advertisements as normal; except these advertisements \n        will be less relevant and less useful to you. If you would like \n        to opt out, click here or visit http://www.nebuad.com/privacy/\n        servicesPrivacy.php.\\18\\\n---------------------------------------------------------------------------\n    \\18\\ Id. 3."
break,break,break,break,break
"","","dorgan","Senator Dorgan","---------------------------------------------------------------------------\n    A later letter sent out by CenturyTel stated the following:"
break,break,break,break,break
"","","dorgan","Senator Dorgan","        CenturyTel continually looks for ways to improve your overall \n        online experience. In that regard, we have enhanced our High-\n        Speed Internet service by working with partners to provide \n        targeted, online advertising for your convenience and benefit. \n        Targeted, online advertising minimizes irrelevant or unwanted \n        ads that clutter your web pages. If you do not wish to receive \n        targeted, online advertisements, or if you would simply like \n        more information about CenturyTel's use of online advertising, \n        third-party ad servers and the measures you can take to protect \n        your privacy, please review our Privacy Policy by visiting \n        http://www.centurytel.com/Pages/PrivacyPolicy/#adv.\\19\\\n---------------------------------------------------------------------------\n    \\19\\ Id. 3-4."
break,break,break,break,break
"","","dorgan","Senator Dorgan","    No mention is made at all of providing actual user data (let alone \nall of a user's packets) to third parties. Only a single mention of ads \nbeing ``based on those users' anonymous surfing behavior'' is offered \nin the first notice, and the second presents the service only as \nenhanced, ``targeted advertising for your convenience and benefit'' \nwithout mention of the methods involved to deliver said advertisements. \nIt's worth noting that these examples are not unique to CenturyTel or \neven unusual; rather, they are indicative of the level of detail \nprovided in many ISP notices. Such notices do not make clear to the \nuser what is actually being done with the data they send and receive \nover the Internet. None of the ISPs appears to have required that a \nuser take any affirmative action at all before having their data handed \nwholesale to a third party. Inaction or failure to read the notice was \nsimply treated as an `opt-in'.\n    It is important to note that nearly every ISP that responded \nmentioned that they run their own websites, and use traditional \ntracking methods such as cookies to observe and record the behavior of \ntheir customers on their sites, much like Google, Yahoo, Microsoft, and \nmany other web service providers do. Likewise, many ISPs also use what \nis called a ``DNS redirect,'' which, rather than returning an error to \na user's web browser when he or she types in an incorrect web address, \nredirects the user to another web page which may have related \nsuggestions, advertisements, or other information.\n    These non-DPI practices have privacy implications that overlap with \nthe ones being discussed today, but which are different in kind and \nscope. It is the difference between you writing down what I tell you on \nthe phone and my phone company recording my conversation with you \nbecause unlike my phone company, you cannot record what I've said on my \nphone calls to other people. Nonetheless, the privacy practices of and \npersonal information available to application providers raise their own \nserious questions of legal policy, and any regulatory regime we \nconsider must be comprehensive and attempt to ensure the protection of \nInternet users against privacy invasions from all such sources.\nV. Current Law\n    Independent analysis by the Center for Democracy and Technology \nsuggests that although it is far from clear, despite ISP claims,\\20\\ \npast experiments with DPI and behavioral advertising of the type \nengaged in by Knobbed may run afoul of existing law. Critically, \nhowever, some of the laws in question might not apply if the ISP \nengaged in this behavior internally, instead of delegating \nresponsibility to a third party.\\21\\ Thus, an ISP might legally be able \nto read and analyze all of its customers' communications as long as it \ndoes so itself--hardly an improvement in privacy.\n---------------------------------------------------------------------------\n    \\20\\ See Center for Democracy and Technology, An Overview of the \nFederal Wiretap Act, Electronic Communications Privacy Act, and State \nTwo-Party Consent Laws of Relevance to the Knobbed System and Other \nUses of Internet Traffic Content from ISPs for Behavioral Advertising, \n(July 8, 2008), available at http://www.cdt.org/privacy/\n    \\21\\ See id. at 6-9.\n---------------------------------------------------------------------------\n    It is extremely important to note that without apparent exception, \nevery ISP that responded to Chairman Markey's letter concluded that \nboth the tracking and opt-out mechanism were legal, or at the very \nleast, were ``not unlawful or impermissible.'' \\22\\ One ISP even went \nso far as to claim that it ``offered customers easy-to-use opt-out \nmechanisms as recommended by the FTC.'' \\23\\ However, even the ``opt-\nout'' method was questionable, as the act of opting out did not stop \nthe delivery to and monitoring by the third-party partner but only the \npresentation of targeted ads and stored profiles.\\24\\\n---------------------------------------------------------------------------\n    \\22\\ Response Letter of CenturyTel 2-3 (Aug. 7, 2008). Cable One \ndoes describe their disclosures in their Acceptable Use Policies as \n``opt-in'' because the user must check and acceptance box, but this \ndoes not qualify as either an affirmative step specific to monitoring \nor a meaningful opportunity to deny consent, because the alternative is \nno Internet service at all. See Response Letter of Cable One 3 (Aug. 8, \n2008).\n    \\23\\ Response Letter of Charter Communications 2 (Aug. 8, 2008) \n(emphasis added).\n    \\24\\ Ryan Singel, Congressmen Ask Charter to Freeze Web Profiling \nPlan, Threat Level from Wired.com (May 16, 2008). See also Ryan Singel, \nCan Charter Broadband Customers Really Opt-Out of Spying? Maybe Not, \nWired (May 16, 2008).\n---------------------------------------------------------------------------\n    Yet to date, no enforcement actions have been taken against a \npractice that is of significant concern to citizens and lawmakers \nalike. Regardless of whether or not the actions taken by ISPs are \ntechnically legal, the existing legal regime is clearly not effective \nat preventing such privacy violations. And if ISPs believe they can \nlegally and profitably engage in this behavior with only a minimal \neffort made to notify and protect users, they will continue to do so.\n    To the credit of the ISPs here today, several providers have made \ncommitments to ensuring that there is transparency, affirmative \nconsent, and ongoing control by customers. For example, Time-Warner's \ntestimony suggests control, transparency, disclosure, and safeguarding \npersonal information as principles on which to base a privacy \nframework. AT&T states that the company will not engage in behavioral \nadvertising without affirmative, advance action by the consumer that is \nbased on a clear explanation of how that information will be used. But \nwhile these are laudable principles and we applaud the carriers here \ntoday for their stated commitment to customer privacy, promises by \nindividual ISPs are not enough and do not obviate the need for a \ncomprehensive governmental policy.\n    Part of the reason for the current lack of enforcement can be \ntraced to ambiguity in the FCC's authority to protect the privacy of \nInternet users, despite the FCC's time-honored role in protecting the \nprivacy of communications as a whole. Congress has long recognized that \nproviders of communications services occupy an especially sensitive \nposition in society. As data conduits, communications services are \nuniquely positioned to track customers and collect information about \ntheir daily lives. The Communications Act, which created the FCC, \ncontains provisions designed to protect the privacy of telephone and \ncable customers. But those same protections have yet to be \nunambiguously extended to Internet customers. As a result, customers \ncannot be confident that their sensitive information is protected from \nunwanted intrusion. In a society where Internet services are \nincreasingly used to transmit personal and sensitive information, this \nis clearly problematic.\n    Section 222 of the Communications Act applies to the privacy of \ncustomer information collected by common carriers.\\25\\ The statute \nrecognizes that ``individually identifiable consumer proprietary \nnetwork information'' is created by, and critical to the functioning \nof, telecommunications services.\\26\\ However, the statute strictly \nlimits the use of that information to applications that handle tasks \nlike billing and the maintenance of network integrity.\\27\\ Carriers are \nallowed to provide aggregate consumer information to third parties, but \nthis information must have both ``individual customer identities and \ncharacteristics'' removed.\\28\\ Viewed holistically, this section \nmanifests a Congressional understanding that common carriers have \naccess to sensitive personal information, and that common carriers have \nlegitimate reasons to use that data. However, this understanding is \nbalanced by strict prohibitions against any non-essential use or the \ndisclosure of sensitive data.\n---------------------------------------------------------------------------\n    \\25\\ 47 U.S.C. \u0006 222.\n    \\26\\ See 47 U.S.C. \u0006 222(c)(1).\n    \\27\\ See 47 U.S.C. \u0006 222(d).\n    \\28\\ See 47 U.S.C. \u0006 222(c)(3), (h)(2).\n---------------------------------------------------------------------------\n    Although many common carriers provide Internet services to \nconsumers,\\29\\ such Internet services are not covered under Section \n222.\\30\\ As a result, plain old telephone customers can be confident \nthat sensitive information contained in their phone records will be \nkept confidential, but they cannot enjoy the same level of confidence \nwhen it comes to sensitive information that Verizon might compile using \ntheir DSL Internet activity.\n---------------------------------------------------------------------------\n    \\29\\ See, e.g., Verizon, http://www.verizon.com/.\n    \\30\\ See National Cable & Telecommunications Assn. v. Brand X \nInternet Services, 545 U.S. 967 (2005).\n---------------------------------------------------------------------------\n    Section 631 of the Communications Act also marks an attempt by \nCongress to protect the privacy of consumers, this time from cable \nsystem operators. Again, the statute recognizes the fact that operators \nwill need to collect and use some personally identifiable information \nin order to operate their systems. However, these operators are \nrequired to obtain written permission from consumers in order to \ncollect any personally identifiable information that is not crucial to \nthe operation of the system.\\31\\ Additionally, operators are required \nto obtain prior written or electronic consent before disclosing any \npersonally identifiable information.\\32\\ The statute does not impose \nthese same protections on aggregate data that does not identify a \nparticular customer,\\33\\ and allows an operator to disclose names and \naddresses of subscribers as long as that information is not tied to use \nor transactional information.\\34\\\n---------------------------------------------------------------------------\n    \\31\\ See 47 U.S.C. \u0006 551(b).\n    \\32\\ See 47 U.S.C. \u0006 551(c)(1).\n    \\33\\ See 47 U.S.C. \u0006 551(a)(2)(A).\n    \\34\\ See 47 U.S.C. \u0006 551(c)(2).\n---------------------------------------------------------------------------\n    As with Section 222, Section 631 specifically protects sensitive \ninformation that network operators are uniquely positioned to collect. \nHowever, unlike Section 222, which applies to phone customers but not \nInternet service customers, Section 631 is written to apply to both \ncable television subscribers and cable Internet subscribers.\\35\\\n---------------------------------------------------------------------------\n    \\35\\ See 47 U.S.C. \u0006 551(a)(2)(C)(ii).\n---------------------------------------------------------------------------\n    Unfortunately, not all customers access the Internet by way of a \ncable system. In addition to unprotected DSL service, customers can \naccess the Internet via a fiber optic network, a satellite based \nservice, or by using one of many wireless Internet standards. Instead \nof relying on old categories that may protect some (but certainly not \nall) consumers, Congress must recognize that all Internet service \nproviders share the same privileged position of access to their users' \npersonal data. As a result, Congress should collectively protect \ncustomers with legislation that specifically addresses all Internet \nservice providers, rather than legislation that effectively forces \ncustomers to access the Internet via a single, protected pathway.\n    The time has come for a comprehensive regulatory structure that \nwill ensure that the privacy rights of all Internet users are \nprotected, and one that, like the Telecommunications Act of 1996, \n``expands very important privacy protections to individuals in their \nrelationships with these very large companies.'' \\36\\\n---------------------------------------------------------------------------\n    \\36\\ Statement of Congressman Edward Markey, 142 Cong. Rec. H1145-\n06 (Feb. 1, 1996).\n---------------------------------------------------------------------------\nVI. Fixing the Law\n    Given the power of the technology and the scope of possible uses, \nit is critical that we establish industry guidelines and legal \nprotections for users. And while the use of personal data by \napplication providers is not the focus of our discussion today, as \ndiscussed above, any solution should strive to be comprehensive in \nscope and ensure that the basic principles of privacy protection are \napplied across the entire Internet ecosystem. These protections should \nmeet three major goals that parallel the privacy inquiries described \nabove:"
break,break,break,break,break
"","","dorgan","Senator Dorgan","  <bullet> They must ensure that the purpose of the use of customer \n        data is one which can be consistent with consumers' privacy \n        expectations."
break,break,break,break,break
"","","dorgan","Senator Dorgan","  <bullet> They must ensure that the amount and type of data collected \n        is narrowly tailored to the proposed use, and that the data is \n        not kept or disseminated to third parties past what is \n        necessary to that use."
break,break,break,break,break
"","","dorgan","Senator Dorgan","  <bullet> They must ensure that customers have access to and actually \n        receive adequate information about the proposed use, and have \n        affirmatively and actively consented to any practices which \n        could violate customers' expectations of privacy.\\37\\\n---------------------------------------------------------------------------\n    \\37\\ The FCC has already presented us with an example of how \nCommission action and ISP disclosures can be used to help protect \nInternet users from privacy invasions and impermissible network \nmanagement practices. In its order finding that Comcast's interference \nwith customer traffic was not reasonable network management, the \nCommission ordered Comcast to fully disclose the details of its past \nand planned practices, including use of DPI. See Federal Communications \nCommission, Memorandum Opinion and Order \f 54-56 (August 1, 2008), \navailable at http://hraunfoss.fcc.gov/edocs_public/attachmatch/FCC-08-\n183A1.pdf. Given the authority, the Commission could make this type of \ndisclosure an industry-wide baseline to ensure that customer's \ndecisions about granting consent are based on good, complete \ninformation backed the force of law.\n---------------------------------------------------------------------------\n    In order to achieve these goals, the Committee should seek to pass \nlegislation to encapsulate these requirements and to make it clear that \nthe FCC has the power to enforce them. As the Commission observed in \nto control information they view as sensitive and personal from use, \ndisclosure, and access by carriers.'' \\38\\ The Committee and Congress \nneed only make it clear that Internet user privacy is another area of \ncommunications where the Commission is empowered to protect consumer \nprivacy.\n---------------------------------------------------------------------------\n    \\38\\ Federal Communications Commission, Common Carrier News Release \n(Feb. 19, 1998), available at http://www.fcc.gov/Bureaus/\nCommon_Carrier/News_Releases/1998/nrcc8019.html (clarifying permissible \nuses of Customer Proprietary Network Information).\n---------------------------------------------------------------------------\nVII. Conclusion\n    I would like to thank the Committee again for giving me the \nopportunity to testify today. Public Knowledge is eager to work with \nthe Committee to craft comprehensive privacy legislation that will \nprotect Internet users. I look forward to your questions."
break,break,break,break,break
"dorgan","Senator Dorgan","dorgan","Senator Dorgan","    Ms. Sohn, thank you for your testimony.\n    Why do we not start with where you concluded on deep packet \ninspection? I know that our colleagues in the House had sent \nquestionnaires to Internet service providers and have received \nsome responses. How extensive do you think is this tactic of \ndeep packet inspection?\n    Ms. Sohn. Well, it was more extensive than it is now. \nBecause of the scrutiny over on the House side and also over \nhere, several of the ISPs that were using deep packet \ninspection have ceased using deep packet inspection. There was \nsuch an outcry. However, some are still using deep packet \ninspection.\n    And as I said before, a number of those--actually all of \nthe providers that were using deep packet inspection who \nresponded to the House said that they believed that they were \nfully acting within the law and that what they did to protect \nconsumers was adequate. And speaking to some of the folks--I \nwill let them speak for themselves--on my right, I know some of \nthem are considering using DPI as well, albeit with the \nprotections that they have outlined today."
"dorgan","Senator Dorgan","dorgan","Senator Dorgan","    Is there a beneficial use of deep packet \ninspection, for example, attempting to determine who is out \nthere that is providing viruses? So is deep packet inspection a \nprocess that in some cases can be beneficial?\n    Ms. Sohn. Absolutely. Public Knowledge has been saying in \nthe 7 years of its existence, that you do not outlaw \ntechnology. You outlaw bad uses of technology, and DPI, as you \nstated, can be used for lawful and very beneficial purposes."
"dorgan","Senator Dorgan","dorgan","Senator Dorgan","    But the testimony and knowledge we have, \nfor example, of NebuAd and others says that the purpose of deep \npacket inspection is to track people's behavior in a wide range \nof areas and then profile and do targeted advertising to that \nprofile, which is done, I assume, largely without the knowledge \nof the user, which is very troublesome.\n    Ms. Attwood, you indicated to me that the fact that the \nSenate and the House are beginning to evaluate these things was \nhelpful to your company because these are relatively new issues \nand it really caused your company to be thinking what kind of \npolicies do we employ, how do we go through this and develop \npolicies internally. And I think that is commendable.\n    The question I think for the three providers here is what \nkind of information do you collect at this point. What kind of \nmovements do you track and for what purpose?\n    Ms. Attwood. Well, it is a great question. I guess I would \nelaborate. Here we are talking about behavioral advertising."
"dorgan","Senator Dorgan","dorgan","Senator Dorgan","    Right.\n    Ms. Attwood. And in that context, we are not engaged in \nthat practice today. And we commend you and this Committee and \nthe attention and the effort to look at the way in which \ncollection of material has affected or prompted our consumers \nto identify what they are concerned about.\n    That allows us to actually look as we enter into these \nphases to say can we use privacy as a design element. Rather \nthan as a regulatory requirement or as something after the fact \nthat we have to look at, let us look and say our products and \nservices--privacy will be by design. And that is what this \ndialogue allows us to do. It allows us to as an industry \ngalvanize around how we can construct the right framework so \nthat we can bring the benefits of both the advantages of an \nadvertising-supported model, which is really an innovation in \nthe Internet area, as well as the capabilities of protecting \nthe privacy of our customers.\n    So we have millions of customers, and therefore we have \nlots of information that we use to improve the services and \nproducts of our customers. There is a lot of value that can be \ncreated and innovation that can be created in offering \nadditional targeted advertising, as well as additional value \npropositions to the customer. We think that is something today \nthat has proved itself, whether it is affinity cards or whether \nit is in some things that you already see. Those are areas \nwhere we are hopeful we can help innovate, as long as we \nconsider privacy by design."
"dorgan","Senator Dorgan","dorgan","Senator Dorgan","    As a consumer and an Internet user, I see \nthe value of targeted advertising because if I am on the \nInternet wanting perhaps buy a pair of shoes and then I see \ntargeted advertising coming at me advertising certain kinds of \nshoes, perhaps even that same brand, I understand that someone \nsaw I was looking at shoes, and so they were trying to provide \nadditional advertising about shoes. In many ways that is \nuseful, perhaps in some cases annoying, but in many other cases \nuseful.\n    But the other side of this is that an Internet service \nprovider would have a substantial body of knowledge. Let us \nassume that my two colleagues, Senator Klobuchar and Senator \nThune, are customers of the same provider. You would have a \nsubstantial amount of information about each of them, what they \nhave done, what their travels have been on the Internet, where \nthey have visited, and so on. And that could have enormous \nfinancial value to a company. And someone comes to your company \nand says, you know what? That information you are sitting on \nhas great, great value. We will pay a lot of money for it. So \nthat is where the advertising model on the Internet confronts \nthe issue of privacy that is very, very important.\n    So I appreciate the testimony today. I think all three of \nyou have said that your companies have had to sink their teeth \ninto this question of how do you deal with the privacy issue. \nYou have all talked, I think, about the opt-in strategy doing \nso in a manner that has a customer that is fully informed.\n    I have seen a number of opt-in strategies that I think, Mr. \nTauke, you mentioned. People do not have the foggiest idea \nwhether they have opted in or opted out. They have simply \npushed the ``OK'' button with the cursor, and so there they \nare.\n    This is a really interesting set of issues. I did indicate \nthat if somebody followed you into a mall with a clipboard and \ntraced everything you not just bought or store you visited, but \nevery single item you looked at, you have great angst about \nthat. Who on earth is doing this? And yet, that potential \nexists. And so that is why we have to try to deal with this \ntension between constructive advertising models on the Internet \nand the right to privacy.\n    Senator Klobuchar is next."
break,break,break,break,break
"","","dorgan","Senator Dorgan","               STATEMENT OF HON."
break,break,break,break,break
"","","dorgan","Senator Dorgan","    Senator Klobuchar. Thank you very much, Chairman Dorgan. \nThank you for having this hearing. Thank you to our witnesses.\n    At the last hearing on this, I expressed my views that \nAmericans have a love-hate relationship with advertising on the \nInternet. We want to see some of it, and then some of it we do \nnot want.\n    I made the mistake, Mr. Chair, of using the example at the \nlast hearing of how I liked to see ads pop up for deals on \nclothes, but I do not like it when my daughter who is 13 sees \nads for American Girls. And as a result, I would just like the \nrecord to reflect, I got several letters from defenders of \nAmerican Girl dolls. It was in the Los Angeles Times--my quote. \nAnd I just want the record to reflect that I have nothing \nagainst the American Girl dolls, including Kirsten, Molly, \nKaya, and Kit Kittredge, which movie I just saw. So if you \ncould just make that clear."
"dorgan","Senator Dorgan","dorgan","Senator Dorgan","    Well, the permanent record will reflect----"
break,break,break,break,break
